segment_id,method,budget,budget_ratio,missed_event_count,missed_long_event_count,missed_point_anchor_count,events_in_halo_but_not_core,events_never_selected
realcartest_2000_3200,D3-norepair-core-chunk120,36,0.3,14.8,4.8,10.0,0.0,15.6
realcartest_2000_3200,D3-norepair-core-chunk120,40,0.3333333333333333,14.0,3.6,10.4,0.0,14.8
realcartest_2000_3200,D3-norepair-core-chunk120,48,0.4,12.2,2.2,10.0,0.0,12.8
realcartest_2000_3200,D3-norepair-core-chunk120,60,0.5,10.8,2.2,8.6,0.0,12.2
realcartest_2000_3200,D3-norepair-core-chunk120,80,0.6666666666666666,6.199999999999999,1.2000000000000002,5.0,0.0,7.6
realcartest_2000_3200,D3-norepair-core-chunk120,90,0.75,4.800000000000001,1.0,3.8000000000000007,0.0,6.0
realcartest_2000_3200,D3-norepair-core-chunk120,100,0.8333333333333334,3.3999999999999986,0.5999999999999996,2.8000000000000007,0.0,4.6
realcartest_2000_3200,D3-norepair-core-chunk120,120,1.0,0.0,0.0,0.0,0.0,0.0
realcartest_3200_3830,B7-core,3,0.047619047619047616,6.8,3.8,3.0,0.0,6.8
realcartest_3200_3830,B7-core,5,0.07936507936507936,7.0,4.0,3.0,0.0,7.0
realcartest_3200_3830,B7-core,6,0.09523809523809523,6.2,3.4,2.8,0.0,6.2
realcartest_3200_3830,B7-core,10,0.15873015873015872,6.2,3.4,2.8,0.0,6.2
realcartest_3200_3830,B7-core,13,0.20634920634920634,6.2,3.4,2.8,0.0,6.4
realcartest_3200_3830,B7-core,19,0.30158730158730157,5.4,2.8,2.6,0.0,5.4
realcartest_3200_3830,B7-core,20,0.31746031746031744,5.2,2.8,2.4,0.0,5.8
realcartest_3200_3830,B7-core,25,0.3968253968253968,4.0,1.6,2.4,0.0,4.4
realcartest_3200_3830,B7-core,32,0.5079365079365079,2.8,1.4,1.4,0.0,2.8
realcartest_3200_3830,B7-core,40,0.6349206349206349,1.7999999999999998,1.4,0.3999999999999999,0.0,1.8
realcartest_3200_3830,B7-core,47,0.746031746031746,1.0,0.3999999999999999,0.6000000000000001,0.0,1.0
realcartest_3200_3830,B7-core,60,0.9523809523809523,0.20000000000000018,0.0,0.20000000000000018,0.0,0.2
realcartest_3200_3830,B7-core,63,1.0,0.0,0.0,0.0,0.0,0.0
realcartest_3200_3830,LATE-D0-core,3,0.047619047619047616,6.0,3.2,2.8,0.0,6.0
realcartest_3200_3830,LATE-D0-core,5,0.07936507936507936,6.0,3.0,3.0,0.0,6.0
realcartest_3200_3830,LATE-D0-core,6,0.09523809523809523,6.0,3.0,3.0,0.0,6.0
realcartest_3200_3830,LATE-D0-core,10,0.15873015873015872,5.6,3.0,2.6,0.0,5.6
realcartest_3200_3830,LATE-D0-core,13,0.20634920634920634,5.6,3.0,2.6,0.0,5.6
realcartest_3200_3830,LATE-D0-core,19,0.30158730158730157,4.4,2.4,2.0,0.0,4.6
realcartest_3200_3830,LATE-D0-core,20,0.31746031746031744,4.6,2.4,2.2,0.0,4.8
realcartest_3200_3830,LATE-D0-core,25,0.3968253968253968,5.4,2.6,2.8,0.0,5.6
realcartest_3200_3830,LATE-D0-core,32,0.5079365079365079,3.6,1.7999999999999998,1.8,0.0,3.8
realcartest_3200_3830,LATE-D0-core,40,0.6349206349206349,1.0,0.0,1.0,0.0,1.8
realcartest_3200_3830,LATE-D0-core,47,0.746031746031746,1.0,0.0,1.0,0.0,1.2
realcartest_3200_3830,LATE-D0-core,60,0.9523809523809523,1.0,0.0,1.0,0.0,1.0
realcartest_3200_3830,LATE-D0-core,63,1.0,0.0,0.0,0.0,0.0,0.0
realcartest_3200_3830,LATE-D1-core-radius20,3,0.047619047619047616,6.0,3.2,2.8,0.0,6.0
realcartest_3200_3830,LATE-D1-core-radius20,5,0.07936507936507936,6.0,3.0,3.0,0.0,6.0
realcartest_3200_3830,LATE-D1-core-radius20,6,0.09523809523809523,5.6,2.6,3.0,0.0,5.6
realcartest_3200_3830,LATE-D1-core-radius20,10,0.15873015873015872,4.0,1.7999999999999998,2.2,0.0,4.2
realcartest_3200_3830,LATE-D1-core-radius20,13,0.20634920634920634,5.6,2.8,2.8,0.0,5.6
realcartest_3200_3830,LATE-D1-core-radius20,19,0.30158730158730157,3.2,1.2000000000000002,2.0,0.0,3.4
realcartest_3200_3830,LATE-D1-core-radius20,20,0.31746031746031744,3.6,1.6,2.0,0.0,3.8
realcartest_3200_3830,LATE-D1-core-radius20,25,0.3968253968253968,3.4,1.6,1.8,0.0,3.6
realcartest_3200_3830,LATE-D1-core-radius20,32,0.5079365079365079,4.0,2.0,2.0,0.0,4.0
realcartest_3200_3830,LATE-D1-core-radius20,40,0.6349206349206349,3.6,1.6,2.0,0.0,3.6
realcartest_3200_3830,LATE-D1-core-radius20,47,0.746031746031746,0.7999999999999998,0.0,0.7999999999999998,0.0,1.4
realcartest_3200_3830,LATE-D1-core-radius20,60,0.9523809523809523,0.5999999999999996,0.0,0.6000000000000001,0.0,0.8
realcartest_3200_3830,LATE-D1-core-radius20,63,1.0,0.0,0.0,0.0,0.0,0.0
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,3,0.047619047619047616,6.0,3.0,3.0,0.0,6.0
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,5,0.07936507936507936,5.0,2.0,3.0,0.0,5.0
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,6,0.09523809523809523,4.2,1.7999999999999998,2.4,0.0,4.4
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,10,0.15873015873015872,6.0,3.0,3.0,0.0,6.0
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,13,0.20634920634920634,4.8,2.2,2.6,0.0,4.8
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,19,0.30158730158730157,4.2,2.0,2.2,0.0,4.2
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,20,0.31746031746031744,4.2,2.0,2.2,0.0,4.2
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,25,0.3968253968253968,3.0,1.0,2.0,0.0,3.4
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,32,0.5079365079365079,1.7999999999999998,0.3999999999999999,1.4,0.0,2.4
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,40,0.6349206349206349,1.0,0.0,1.0,0.0,1.8
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,47,0.746031746031746,1.0,0.0,1.0,0.0,1.0
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,60,0.9523809523809523,0.40000000000000036,0.0,0.3999999999999999,0.0,0.4
realcartest_3200_3830,LATE-D2-core-q20-smass-rhighest,63,1.0,0.0,0.0,0.0,0.0,0.0
realcartest_3200_3830,LATE-D3-core-chunk120,3,0.047619047619047616,6.8,3.8,3.0,0.0,6.8
realcartest_3200_3830,LATE-D3-core-chunk120,5,0.07936507936507936,6.6,3.8,2.8,0.0,6.6
realcartest_3200_3830,LATE-D3-core-chunk120,6,0.09523809523809523,5.8,2.8,3.0,0.0,5.8
realcartest_3200_3830,LATE-D3-core-chunk120,10,0.15873015873015872,5.2,2.6,2.6,0.0,5.4
realcartest_3200_3830,LATE-D3-core-chunk120,13,0.20634920634920634,4.4,2.6,1.8,0.0,4.6
realcartest_3200_3830,LATE-D3-core-chunk120,19,0.30158730158730157,5.8,3.0,2.8,0.0,6.0
realcartest_3200_3830,LATE-D3-core-chunk120,20,0.31746031746031744,4.4,1.6,2.8,0.0,4.6
realcartest_3200_3830,LATE-D3-core-chunk120,25,0.3968253968253968,4.6,2.2,2.4,0.0,4.8
realcartest_3200_3830,LATE-D3-core-chunk120,32,0.5079365079365079,5.4,2.6,2.8,0.0,5.6
realcartest_3200_3830,LATE-D3-core-chunk120,40,0.6349206349206349,2.5999999999999996,0.7999999999999998,1.8,0.0,2.6
realcartest_3200_3830,LATE-D3-core-chunk120,47,0.746031746031746,3.0,1.4,1.6,0.0,3.0
realcartest_3200_3830,LATE-D3-core-chunk120,60,0.9523809523809523,2.2,0.7999999999999998,1.4,0.0,2.2
realcartest_3200_3830,LATE-D3-core-chunk120,63,1.0,1.4000000000000004,0.20000000000000018,1.2,0.0,1.6
realcartest_3200_3830,D3-norepair-core-chunk120,3,0.047619047619047616,6.8,3.8,3.0,0.0,6.8
realcartest_3200_3830,D3-norepair-core-chunk120,5,0.07936507936507936,6.8,3.8,3.0,0.0,6.8
realcartest_3200_3830,D3-norepair-core-chunk120,6,0.09523809523809523,6.8,3.8,3.0,0.0,6.8
realcartest_3200_3830,D3-norepair-core-chunk120,10,0.15873015873015872,6.0,3.4,2.6,0.0,6.0
realcartest_3200_3830,D3-norepair-core-chunk120,13,0.20634920634920634,6.0,3.0,3.0,0.0,6.0
realcartest_3200_3830,D3-norepair-core-chunk120,19,0.30158730158730157,5.2,3.0,2.2,0.0,5.4
realcartest_3200_3830,D3-norepair-core-chunk120,20,0.31746031746031744,5.4,2.8,2.6,0.0,5.4
