method,setting,budget,trial,recall,precision,invalid_rate,candidate_calls,audit_calls
candidate_only,label_K10_min15,1200,13,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,13,0.2777777777777778,0.45454545454545453,0.7272727272727273,960,240
fixed_mix_50_50,label_K10_min15,1200,13,0.16666666666666666,0.375,0.5,600,600
adaptive_greedy,label_K10_min15,1200,13,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,14,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,14,0.2777777777777778,0.38461538461538464,0.6153846153846154,960,240
fixed_mix_50_50,label_K10_min15,1200,14,0.16666666666666666,0.3333333333333333,0.6666666666666666,600,600
adaptive_greedy,label_K10_min15,1200,14,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,15,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,15,0.2777777777777778,0.38461538461538464,0.5384615384615384,960,240
fixed_mix_50_50,label_K10_min15,1200,15,0.16666666666666666,0.375,0.375,600,600
adaptive_greedy,label_K10_min15,1200,15,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,16,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,16,0.3333333333333333,0.5,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min15,1200,16,0.1111111111111111,0.3333333333333333,0.5,600,600
adaptive_greedy,label_K10_min15,1200,16,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,17,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,17,0.2222222222222222,0.36363636363636365,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min15,1200,17,0.1111111111111111,0.4,0.8,600,600
adaptive_greedy,label_K10_min15,1200,17,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,18,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,18,0.3333333333333333,0.5,0.75,960,240
fixed_mix_50_50,label_K10_min15,1200,18,0.1111111111111111,0.5,0.75,600,600
adaptive_greedy,label_K10_min15,1200,18,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,19,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,19,0.2777777777777778,0.45454545454545453,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min15,1200,19,0.16666666666666666,0.6,0.8,600,600
adaptive_greedy,label_K10_min15,1200,19,0.3333333333333333,0.42857142857142855,0.6428571428571429,1175,25
candidate_only,label_K10_min15,1200,20,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,20,0.3333333333333333,0.46153846153846156,0.6153846153846154,960,240
fixed_mix_50_50,label_K10_min15,1200,20,0.16666666666666666,0.375,0.5,600,600
adaptive_greedy,label_K10_min15,1200,20,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,21,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,21,0.2777777777777778,0.38461538461538464,0.6153846153846154,960,240
fixed_mix_50_50,label_K10_min15,1200,21,0.1111111111111111,0.2857142857142857,0.7142857142857143,600,600
adaptive_greedy,label_K10_min15,1200,21,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,22,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,22,0.3333333333333333,0.5,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min15,1200,22,0.16666666666666666,0.3,0.7,600,600
adaptive_greedy,label_K10_min15,1200,22,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,23,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,23,0.3333333333333333,0.5,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min15,1200,23,0.16666666666666666,0.5,0.5,600,600
adaptive_greedy,label_K10_min15,1200,23,0.3333333333333333,0.42857142857142855,0.6428571428571429,1175,25
candidate_only,label_K10_min15,1200,24,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,24,0.3333333333333333,0.46153846153846156,0.6923076923076923,960,240
fixed_mix_50_50,label_K10_min15,1200,24,0.16666666666666666,0.375,0.75,600,600
adaptive_greedy,label_K10_min15,1200,24,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,25,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,25,0.2777777777777778,0.38461538461538464,0.6153846153846154,960,240
fixed_mix_50_50,label_K10_min15,1200,25,0.2222222222222222,0.5714285714285714,0.7142857142857143,600,600
adaptive_greedy,label_K10_min15,1200,25,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,26,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,26,0.2777777777777778,0.4166666666666667,0.5833333333333334,960,240
fixed_mix_50_50,label_K10_min15,1200,26,0.16666666666666666,0.375,0.625,600,600
adaptive_greedy,label_K10_min15,1200,26,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,27,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,27,0.2777777777777778,0.38461538461538464,0.6153846153846154,960,240
fixed_mix_50_50,label_K10_min15,1200,27,0.1111111111111111,0.25,0.75,600,600
adaptive_greedy,label_K10_min15,1200,27,0.3333333333333333,0.42857142857142855,0.6428571428571429,1175,25
candidate_only,label_K10_min15,1200,28,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,28,0.2777777777777778,0.45454545454545453,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min15,1200,28,0.2222222222222222,0.4444444444444444,0.4444444444444444,600,600
adaptive_greedy,label_K10_min15,1200,28,0.3888888888888889,0.4666666666666667,0.6,1175,25
candidate_only,label_K10_min15,1200,29,0.3888888888888889,0.4375,0.625,1200,0
fixed_mix_80_20,label_K10_min15,1200,29,0.2777777777777778,0.45454545454545453,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min15,1200,29,0.2222222222222222,0.5,0.75,600,600
adaptive_greedy,label_K10_min15,1200,29,0.3888888888888889,0.5,0.6428571428571429,1175,25
candidate_only,label_K10_min30,200,0,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,0,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,0,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,0,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,1,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,1,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,1,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,1,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,2,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,2,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,2,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,2,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,3,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,3,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,3,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,3,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,4,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,4,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,4,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,4,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,5,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,5,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,5,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,5,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,6,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,6,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,6,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,6,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,7,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,7,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,7,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,7,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,8,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,8,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,8,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,8,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,9,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,9,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,9,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,9,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,10,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,10,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,10,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,10,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,11,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,11,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,11,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,11,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,12,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,12,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,12,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,12,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,13,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,13,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,13,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,13,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,14,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,14,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,14,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,14,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,15,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,15,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,15,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,15,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,16,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,16,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,16,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,16,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,17,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,17,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,17,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,17,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,18,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,18,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,18,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,18,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,19,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,19,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,19,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,19,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,20,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,20,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,20,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,20,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,21,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,21,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,21,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,21,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,22,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,22,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,22,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,22,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,23,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,23,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,23,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,23,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,24,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,24,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,24,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,24,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,25,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,25,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,25,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,25,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,26,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,26,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,26,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,26,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,27,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,27,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,27,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,27,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,28,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,28,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,28,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,28,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,200,29,0.08333333333333333,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min30,200,29,0.08333333333333333,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min30,200,29,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min30,200,29,0.08333333333333333,1.0,0.0,175,25
candidate_only,label_K10_min30,800,0,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,0,0.25,0.375,0.5,640,160
fixed_mix_50_50,label_K10_min30,800,0,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,0,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,1,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,1,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,1,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,1,0.25,0.3,0.5,775,25
candidate_only,label_K10_min30,800,2,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,2,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,2,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,2,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,3,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,3,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,3,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,3,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,4,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,4,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,4,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,4,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,5,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,5,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,5,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,5,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,6,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,6,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,6,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,6,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,7,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,7,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,7,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,7,0.25,0.375,0.625,775,25
candidate_only,label_K10_min30,800,8,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,8,0.16666666666666666,0.4,0.4,640,160
fixed_mix_50_50,label_K10_min30,800,8,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,8,0.25,0.3,0.5,775,25
candidate_only,label_K10_min30,800,9,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,9,0.16666666666666666,0.4,0.4,640,160
fixed_mix_50_50,label_K10_min30,800,9,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,9,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,10,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,10,0.25,0.5,0.5,640,160
fixed_mix_50_50,label_K10_min30,800,10,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,10,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,11,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,11,0.16666666666666666,0.4,0.4,640,160
fixed_mix_50_50,label_K10_min30,800,11,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,11,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,12,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,12,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,12,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,12,0.25,0.375,0.625,750,50
candidate_only,label_K10_min30,800,13,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,13,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,13,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,13,0.25,0.3333333333333333,0.6666666666666666,775,25
candidate_only,label_K10_min30,800,14,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,14,0.16666666666666666,0.3333333333333333,0.5,640,160
fixed_mix_50_50,label_K10_min30,800,14,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,14,0.16666666666666666,0.25,0.5,775,25
candidate_only,label_K10_min30,800,15,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,15,0.16666666666666666,0.2857142857142857,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,15,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,15,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,16,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,16,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,16,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,16,0.3333333333333333,0.4,0.5,775,25
candidate_only,label_K10_min30,800,17,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,17,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,17,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,17,0.25,0.3,0.5,775,25
candidate_only,label_K10_min30,800,18,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,18,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,18,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,18,0.3333333333333333,0.4,0.5,775,25
candidate_only,label_K10_min30,800,19,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,19,0.16666666666666666,0.4,0.6,640,160
fixed_mix_50_50,label_K10_min30,800,19,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,19,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,20,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,20,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,20,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,20,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,21,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,21,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,21,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,21,0.16666666666666666,0.25,0.5,775,25
candidate_only,label_K10_min30,800,22,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,22,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,22,0.16666666666666666,0.5,0.25,400,400
adaptive_greedy,label_K10_min30,800,22,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,23,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,23,0.25,0.42857142857142855,0.42857142857142855,640,160
fixed_mix_50_50,label_K10_min30,800,23,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,23,0.25,0.3,0.5,775,25
candidate_only,label_K10_min30,800,24,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,24,0.25,0.3333333333333333,0.5555555555555556,640,160
fixed_mix_50_50,label_K10_min30,800,24,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,24,0.25,0.3,0.5,775,25
candidate_only,label_K10_min30,800,25,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,25,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,25,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,25,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,26,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,26,0.25,0.5,0.5,640,160
fixed_mix_50_50,label_K10_min30,800,26,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,26,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,27,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,27,0.25,0.42857142857142855,0.5714285714285714,640,160
fixed_mix_50_50,label_K10_min30,800,27,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,27,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,28,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,28,0.16666666666666666,0.4,0.4,640,160
fixed_mix_50_50,label_K10_min30,800,28,0.16666666666666666,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min30,800,28,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,800,29,0.3333333333333333,0.4,0.6,800,0
fixed_mix_80_20,label_K10_min30,800,29,0.16666666666666666,0.3333333333333333,0.5,640,160
fixed_mix_50_50,label_K10_min30,800,29,0.16666666666666666,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min30,800,29,0.25,0.3333333333333333,0.5555555555555556,775,25
candidate_only,label_K10_min30,1200,0,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,0,0.3333333333333333,0.4444444444444444,0.7777777777777778,960,240
fixed_mix_50_50,label_K10_min30,1200,0,0.16666666666666666,0.4,0.6,600,600
adaptive_greedy,label_K10_min30,1200,0,0.5,0.5,0.6666666666666666,1175,25
candidate_only,label_K10_min30,1200,1,0.5,0.46153846153846156,0.6153846153846154,1200,0
