method,setting,budget,trial,recall,precision,invalid_rate,candidate_calls,audit_calls
fixed_mix_80_20,label_K10_min30,1200,1,0.4166666666666667,0.45454545454545453,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,1,0.16666666666666666,0.5,0.75,600,600
adaptive_greedy,label_K10_min30,1200,1,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,2,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,2,0.3333333333333333,0.4,0.6,960,240
fixed_mix_50_50,label_K10_min30,1200,2,0.16666666666666666,0.3333333333333333,0.3333333333333333,600,600
adaptive_greedy,label_K10_min30,1200,2,0.5,0.46153846153846156,0.6153846153846154,1175,25
candidate_only,label_K10_min30,1200,3,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,3,0.4166666666666667,0.5,0.8,960,240
fixed_mix_50_50,label_K10_min30,1200,3,0.25,0.5,0.8333333333333334,600,600
adaptive_greedy,label_K10_min30,1200,3,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,4,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,4,0.3333333333333333,0.4,0.8,960,240
fixed_mix_50_50,label_K10_min30,1200,4,0.16666666666666666,0.4,0.6,600,600
adaptive_greedy,label_K10_min30,1200,4,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,5,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,5,0.3333333333333333,0.36363636363636365,0.7272727272727273,960,240
fixed_mix_50_50,label_K10_min30,1200,5,0.16666666666666666,0.4,0.4,600,600
adaptive_greedy,label_K10_min30,1200,5,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,6,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,6,0.3333333333333333,0.36363636363636365,0.7272727272727273,960,240
fixed_mix_50_50,label_K10_min30,1200,6,0.25,0.5,0.6666666666666666,600,600
adaptive_greedy,label_K10_min30,1200,6,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,7,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,7,0.3333333333333333,0.36363636363636365,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,7,0.16666666666666666,0.4,0.6,600,600
adaptive_greedy,label_K10_min30,1200,7,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,8,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,8,0.3333333333333333,0.4,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,8,0.25,0.42857142857142855,0.8571428571428571,600,600
adaptive_greedy,label_K10_min30,1200,8,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,9,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,9,0.3333333333333333,0.4,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,9,0.16666666666666666,0.3333333333333333,0.3333333333333333,600,600
adaptive_greedy,label_K10_min30,1200,9,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,10,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,10,0.4166666666666667,0.45454545454545453,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,10,0.16666666666666666,0.4,0.4,600,600
adaptive_greedy,label_K10_min30,1200,10,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,11,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,11,0.4166666666666667,0.45454545454545453,0.7272727272727273,960,240
fixed_mix_50_50,label_K10_min30,1200,11,0.16666666666666666,0.3333333333333333,0.5,600,600
adaptive_greedy,label_K10_min30,1200,11,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,12,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,12,0.3333333333333333,0.4,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,12,0.25,0.5,0.5,600,600
adaptive_greedy,label_K10_min30,1200,12,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,13,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,13,0.3333333333333333,0.4444444444444444,0.7777777777777778,960,240
fixed_mix_50_50,label_K10_min30,1200,13,0.16666666666666666,0.4,0.4,600,600
adaptive_greedy,label_K10_min30,1200,13,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,14,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,14,0.3333333333333333,0.36363636363636365,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,14,0.25,0.42857142857142855,0.7142857142857143,600,600
adaptive_greedy,label_K10_min30,1200,14,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,15,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,15,0.3333333333333333,0.4,0.6,960,240
fixed_mix_50_50,label_K10_min30,1200,15,0.16666666666666666,0.2857142857142857,0.42857142857142855,600,600
adaptive_greedy,label_K10_min30,1200,15,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,16,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,16,0.4166666666666667,0.5,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,16,0.16666666666666666,0.4,0.6,600,600
adaptive_greedy,label_K10_min30,1200,16,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,17,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,17,0.3333333333333333,0.4,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,17,0.16666666666666666,0.5,0.75,600,600
adaptive_greedy,label_K10_min30,1200,17,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,18,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,18,0.4166666666666667,0.5,0.8,960,240
fixed_mix_50_50,label_K10_min30,1200,18,0.16666666666666666,0.5,0.75,600,600
adaptive_greedy,label_K10_min30,1200,18,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,19,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,19,0.3333333333333333,0.4444444444444444,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min30,1200,19,0.16666666666666666,0.5,0.75,600,600
adaptive_greedy,label_K10_min30,1200,19,0.5,0.5,0.6666666666666666,1175,25
candidate_only,label_K10_min30,1200,20,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,20,0.4166666666666667,0.5,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,20,0.16666666666666666,0.3333333333333333,0.3333333333333333,600,600
adaptive_greedy,label_K10_min30,1200,20,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,21,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,21,0.3333333333333333,0.36363636363636365,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,21,0.16666666666666666,0.4,0.8,600,600
adaptive_greedy,label_K10_min30,1200,21,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,22,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,22,0.4166666666666667,0.5,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,22,0.16666666666666666,0.3333333333333333,0.5,600,600
adaptive_greedy,label_K10_min30,1200,22,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,23,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,23,0.4166666666666667,0.45454545454545453,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,23,0.16666666666666666,0.5,0.5,600,600
adaptive_greedy,label_K10_min30,1200,23,0.5,0.5,0.6666666666666666,1175,25
candidate_only,label_K10_min30,1200,24,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,24,0.4166666666666667,0.45454545454545453,0.7272727272727273,960,240
fixed_mix_50_50,label_K10_min30,1200,24,0.25,0.6,0.8,600,600
adaptive_greedy,label_K10_min30,1200,24,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,25,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,25,0.3333333333333333,0.36363636363636365,0.6363636363636364,960,240
fixed_mix_50_50,label_K10_min30,1200,25,0.25,0.6,0.8,600,600
adaptive_greedy,label_K10_min30,1200,25,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,26,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,26,0.3333333333333333,0.4,0.6,960,240
fixed_mix_50_50,label_K10_min30,1200,26,0.16666666666666666,0.4,0.6,600,600
adaptive_greedy,label_K10_min30,1200,26,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,27,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,27,0.3333333333333333,0.3076923076923077,0.6153846153846154,960,240
fixed_mix_50_50,label_K10_min30,1200,27,0.16666666666666666,0.3333333333333333,0.6666666666666666,600,600
adaptive_greedy,label_K10_min30,1200,27,0.5,0.5,0.6666666666666666,1175,25
candidate_only,label_K10_min30,1200,28,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,28,0.3333333333333333,0.4444444444444444,0.6666666666666666,960,240
fixed_mix_50_50,label_K10_min30,1200,28,0.25,0.5,0.6666666666666666,600,600
adaptive_greedy,label_K10_min30,1200,28,0.5,0.5,0.5833333333333334,1175,25
candidate_only,label_K10_min30,1200,29,0.5,0.46153846153846156,0.6153846153846154,1200,0
fixed_mix_80_20,label_K10_min30,1200,29,0.3333333333333333,0.4,0.7,960,240
fixed_mix_50_50,label_K10_min30,1200,29,0.25,0.6,0.8,600,600
adaptive_greedy,label_K10_min30,1200,29,0.5,0.5454545454545454,0.6363636363636364,1175,25
candidate_only,label_K10_min60,200,0,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,0,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,0,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,0,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,1,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,1,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,1,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,1,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,2,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,2,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,2,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,2,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,3,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,3,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,3,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,3,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,4,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,4,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,4,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,4,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,5,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,5,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,5,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,5,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,6,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,6,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,6,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,6,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,7,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,7,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,7,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,7,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,8,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,8,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,8,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,8,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,9,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,9,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,9,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,9,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,10,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,10,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,10,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,10,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,11,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,11,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,11,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,11,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,12,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,12,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,12,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,12,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,13,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,13,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,13,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,13,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,14,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,14,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,14,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,14,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,15,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,15,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,15,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,15,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,16,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,16,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,16,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,16,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,17,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,17,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,17,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,17,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,18,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,18,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,18,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,18,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,19,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,19,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,19,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,19,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,20,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,20,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,20,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,20,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,21,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,21,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,21,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,21,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,22,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,22,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,22,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,22,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,23,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,23,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,23,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,23,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,24,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,24,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,24,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,24,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,25,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,25,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,25,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,25,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,26,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,26,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,26,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,26,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,27,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,27,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,27,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,27,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,28,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,28,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,28,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,28,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,200,29,0.125,1.0,0.0,200,0
fixed_mix_80_20,label_K10_min60,200,29,0.125,1.0,0.0,160,40
fixed_mix_50_50,label_K10_min60,200,29,0.0,0.0,0.0,100,100
adaptive_greedy,label_K10_min60,200,29,0.125,1.0,0.0,175,25
candidate_only,label_K10_min60,800,0,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,0,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,0,0.25,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min60,800,0,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,1,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,1,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,1,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,1,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,2,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,2,0.25,0.5,0.5,640,160
fixed_mix_50_50,label_K10_min60,800,2,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,2,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,3,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,3,0.25,0.5,0.5,640,160
fixed_mix_50_50,label_K10_min60,800,3,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,3,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,4,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,4,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,4,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,4,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,5,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,5,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,5,0.25,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min60,800,5,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,6,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,6,0.25,0.5,0.5,640,160
fixed_mix_50_50,label_K10_min60,800,6,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,6,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,7,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,7,0.25,0.6666666666666666,1.0,640,160
fixed_mix_50_50,label_K10_min60,800,7,0.25,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min60,800,7,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,8,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,8,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,8,0.25,0.6666666666666666,0.6666666666666666,400,400
adaptive_greedy,label_K10_min60,800,8,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,9,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,9,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,9,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,9,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,10,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,10,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,10,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,10,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,11,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,11,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,11,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,11,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,12,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,12,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,12,0.25,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min60,800,12,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,13,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,13,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,13,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,13,0.25,0.6666666666666666,1.0,775,25
candidate_only,label_K10_min60,800,14,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,14,0.25,0.6666666666666666,1.0,640,160
fixed_mix_50_50,label_K10_min60,800,14,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,14,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,15,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,15,0.25,0.6666666666666666,1.0,640,160
fixed_mix_50_50,label_K10_min60,800,15,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,15,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,16,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,16,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,16,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,16,0.25,0.5,0.5,775,25
candidate_only,label_K10_min60,800,17,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,17,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,17,0.25,0.6666666666666666,0.3333333333333333,400,400
adaptive_greedy,label_K10_min60,800,17,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,18,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,18,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,18,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,18,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,19,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,19,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,19,0.25,1.0,0.5,400,400
adaptive_greedy,label_K10_min60,800,19,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,20,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,20,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,20,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,20,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,21,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,21,0.25,0.6666666666666666,1.0,640,160
fixed_mix_50_50,label_K10_min60,800,21,0.25,1.0,1.0,400,400
adaptive_greedy,label_K10_min60,800,21,0.25,0.6666666666666666,0.6666666666666666,775,25
candidate_only,label_K10_min60,800,22,0.5,0.6666666666666666,0.6666666666666666,800,0
fixed_mix_80_20,label_K10_min60,800,22,0.25,0.6666666666666666,0.6666666666666666,640,160
fixed_mix_50_50,label_K10_min60,800,22,0.25,1.0,0.5,400,400
