mode,width_mode,scenario,planner,budget,runs,missing_mass_fraction_mean,missing_mass_fraction_std,missing_mass_fraction_p025,missing_mass_fraction_p975,found_positive_bins_mean,found_positive_bins_std,found_positive_bins_p025,found_positive_bins_p975,audit_calls_mean,audit_calls_std,audit_calls_p025,audit_calls_p975,discover_calls_mean,discover_calls_std,discover_calls_p025,discover_calls_p975,repair_calls_mean,repair_calls_std,repair_calls_p025,repair_calls_p975,phi_upper_missing_mass_mean,phi_upper_missing_mass_std,phi_upper_missing_mass_p025,phi_upper_missing_mass_p975,phi_true_missing_mass_mean,phi_true_missing_mass_std,phi_true_missing_mass_p025,phi_true_missing_mass_p975
full,wide,none,v1_full_planner,20,120,0.973592,0.007879,0.955106,0.987358,12.375000,2.878259,5.000000,17.000000,7.166667,0.394405,7.000000,8.000000,2.341667,2.329148,0.000000,8.025000,10.491667,2.387453,4.000000,13.000000,3.831585,1.015699,2.614209,5.872627,0.973592,0.007879,0.955106,0.987358
full,wide,none,v1_full_planner,40,120,0.942481,0.014057,0.909946,0.959694,26.708333,3.077867,19.975000,31.000000,14.183333,0.386940,14.000000,15.000000,2.341667,2.329148,0.000000,8.025000,23.475000,2.373333,17.975000,26.000000,3.474959,0.912029,2.397631,5.387281,0.942481,0.014057,0.909946,0.959694
full,wide,none,v1_full_planner,80,120,0.882644,0.027815,0.819892,0.917325,54.500000,4.898979,45.000000,62.000000,28.291667,0.489827,28.000000,29.000000,2.375000,2.338313,0.000000,8.025000,49.333333,2.416379,43.000000,52.000000,2.988356,0.722886,2.162795,4.509055,0.882644,0.027815,0.819892,0.917325
full,wide,none,v1_full_planner,120,120,0.821702,0.042045,0.733663,0.875380,82.641667,5.467778,72.925000,91.000000,42.308333,0.496586,42.000000,43.000000,2.375000,2.338313,0.000000,8.025000,75.316667,2.380418,69.000000,78.000000,2.650623,0.579501,1.975349,3.744168,0.821702,0.042045,0.733663,0.875380
full,wide,none,v1_full_planner,160,120,0.761315,0.055768,0.643017,0.831745,110.600000,6.289409,98.875000,121.025000,56.166667,0.414997,56.000000,57.000000,2.375000,2.338313,0.000000,8.025000,101.458333,2.418318,95.000000,104.000000,2.382160,0.477088,1.794202,3.408641,0.761315,0.055768,0.643017,0.831745
full,wide,strong,top_prior_only,20,120,0.956664,0.009278,0.939342,0.971556,19.991667,0.090906,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.292527,0.920679,2.816003,6.005172,0.956664,0.009278,0.939342,0.971556
full,wide,strong,top_prior_only,40,120,0.913305,0.018576,0.878683,0.943111,39.991667,0.090906,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.249168,0.911379,2.787559,5.944514,0.913305,0.018576,0.878683,0.943111
full,wide,strong,top_prior_only,80,120,0.826688,0.037108,0.757367,0.886222,79.950000,0.217945,79.000000,80.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.162551,0.892850,2.730670,5.823197,0.826688,0.037108,0.757367,0.886222
full,wide,strong,top_prior_only,120,120,0.740504,0.055175,0.636050,0.829333,119.741667,0.524338,118.975000,120.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.076367,0.874794,2.673781,5.701881,0.740504,0.055175,0.636050,0.829333
full,wide,strong,top_prior_only,160,120,0.654812,0.072752,0.516240,0.772444,159.333333,0.942809,157.000000,160.000000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,3.990675,0.857236,2.616892,5.586552,0.654812,0.072752,0.516240,0.772444
full,wide,strong,uniform,20,120,0.990427,0.003901,0.981669,0.997284,4.616667,1.988229,1.000000,8.025000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.326290,0.929977,2.834492,6.044835,0.990427,0.003901,0.981669,0.997284
full,wide,strong,uniform,40,120,0.980021,0.005331,0.968341,0.989110,9.641667,3.151179,4.975000,16.025000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.315884,0.930074,2.820447,6.035893,0.980021,0.005331,0.968341,0.989110
full,wide,strong,uniform,80,120,0.960204,0.008325,0.941834,0.974637,19.183333,5.350986,9.975000,30.025000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.296067,0.930174,2.800641,6.029671,0.960204,0.008325,0.941834,0.974637
full,wide,strong,uniform,120,120,0.939330,0.009725,0.920844,0.958915,29.208333,7.222529,16.950000,44.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.275193,0.929806,2.773760,6.011708,0.939330,0.009725,0.920844,0.958915
full,wide,strong,uniform,160,120,0.919510,0.011457,0.898426,0.943855,38.825000,9.553065,21.950000,59.075000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.255373,0.930383,2.755236,5.999577,0.919510,0.011457,0.898426,0.943855
full,wide,strong,v1_full_planner,20,120,0.972450,0.005764,0.960707,0.982175,12.741667,0.701140,11.975000,14.000000,7.325000,0.565133,7.000000,9.000000,1.000000,0.000000,1.000000,1.000000,11.675000,0.565133,10.000000,12.000000,3.681897,0.773385,2.417193,5.134326,0.972450,0.005764,0.960707,0.982175
full,wide,strong,v1_full_planner,40,120,0.940517,0.011688,0.918487,0.960259,27.558333,1.223355,25.000000,30.000000,14.200000,0.458258,14.000000,15.025000,1.000000,0.000000,1.000000,1.000000,24.800000,0.458258,23.975000,25.000000,3.346272,0.671180,2.221817,4.648932,0.940517,0.011688,0.918487,0.960259
full,wide,strong,v1_full_planner,80,120,0.880085,0.022833,0.836301,0.918398,55.616667,2.046067,52.000000,60.000000,28.200000,0.439697,28.000000,29.000000,1.000000,0.000000,1.000000,1.000000,50.800000,0.439697,50.000000,51.000000,2.803616,0.512544,1.922203,3.841982,0.880085,0.022833,0.836301,0.918398
full,wide,strong,v1_full_planner,120,120,0.817711,0.034728,0.749180,0.875707,84.533333,2.804560,78.975000,90.025000,42.241667,0.499931,42.000000,44.000000,1.000000,0.000000,1.000000,1.000000,76.758333,0.499931,75.000000,77.000000,2.451646,0.418078,1.732611,3.295425,0.817711,0.034728,0.749180,0.875707
full,wide,strong,v1_full_planner,160,120,0.759139,0.045672,0.669542,0.833339,111.708333,3.550577,106.000000,118.000000,56.275000,0.482399,56.000000,57.000000,1.000000,0.000000,1.000000,1.000000,102.725000,0.482399,102.000000,103.000000,2.152550,0.338226,1.577878,2.868520,0.759139,0.045672,0.669542,0.833339
full,wide,weak,top_prior_only,20,120,0.967708,0.006888,0.951196,0.977794,15.083333,2.293408,9.975000,19.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.381362,1.325646,2.800703,7.963033,0.967708,0.006888,0.951196,0.977794
full,wide,weak,top_prior_only,40,120,0.938558,0.011205,0.914605,0.954888,28.800000,4.038564,19.975000,36.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.352212,1.321831,2.778081,7.923118,0.938558,0.011205,0.914605,0.954888
full,wide,weak,top_prior_only,80,120,0.887526,0.017140,0.845105,0.911924,53.141667,8.298891,34.950000,65.025000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.301180,1.317365,2.727467,7.850987,0.887526,0.017140,0.845105,0.911924
full,wide,weak,top_prior_only,120,120,0.841590,0.020602,0.792624,0.870515,75.166667,12.363477,45.975000,94.025000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.255244,1.314483,2.689179,7.806969,0.841590,0.020602,0.792624,0.870515
full,wide,weak,top_prior_only,160,120,0.798933,0.023461,0.746585,0.837032,95.641667,16.239251,58.950000,120.025000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.212587,1.311592,2.652475,7.766953,0.798933,0.023461,0.746585,0.837032
full,wide,weak,uniform,20,120,0.990053,0.004052,0.982421,0.997305,4.850000,2.245922,1.000000,10.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.403707,1.331136,2.816231,7.999047,0.990053,0.004052,0.982421,0.997305
full,wide,weak,uniform,40,120,0.979833,0.006266,0.966945,0.992176,9.825000,3.796188,3.000000,17.025000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.393487,1.331004,2.809035,7.975546,0.979833,0.006266,0.966945,0.992176
full,wide,weak,uniform,80,120,0.958424,0.009376,0.938268,0.978057,20.075000,6.119862,8.975000,32.025000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.372078,1.329097,2.785174,7.939328,0.958424,0.009376,0.938268,0.978057
full,wide,weak,uniform,120,120,0.939472,0.011828,0.915962,0.961132,29.425000,8.888816,13.975000,46.100000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.353126,1.329659,2.761210,7.919015,0.939472,0.011828,0.915962,0.961132
full,wide,weak,uniform,160,120,0.918692,0.013467,0.894379,0.946145,39.675000,11.741069,18.975000,63.050000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.332346,1.330523,2.738692,7.906807,0.918692,0.013467,0.894379,0.946145
full,wide,weak,v1_full_planner,20,120,0.970762,0.007859,0.951918,0.982151,13.408333,1.350900,11.000000,16.000000,7.216667,0.486198,7.000000,9.000000,1.116667,0.579990,0.000000,2.000000,11.666667,0.745356,9.975000,13.000000,3.814249,1.102732,2.455002,6.798018,0.970762,0.007859,0.951918,0.982151
full,wide,weak,v1_full_planner,40,120,0.939840,0.016606,0.891997,0.961287,27.533333,2.217105,24.000000,31.025000,14.241667,0.465400,14.000000,15.000000,1.116667,0.579990,0.000000,2.000000,24.641667,0.844550,22.975000,26.000000,3.428226,0.959049,2.199434,6.211829,0.939840,0.016606,0.891997,0.961287
full,wide,weak,v1_full_planner,80,120,0.879255,0.032186,0.783701,0.923183,55.425000,4.867687,41.925000,61.000000,28.266667,0.495536,28.000000,29.025000,1.125000,0.599479,0.000000,2.025000,50.608333,0.819510,48.975000,52.000000,2.959939,0.753788,1.958620,5.016667,0.879255,0.032186,0.783701,0.923183
full,wide,weak,v1_full_planner,120,120,0.818203,0.047262,0.690842,0.879746,83.391667,5.702771,69.975000,92.000000,42.233333,0.460676,42.000000,43.000000,1.125000,0.599479,0.000000,2.025000,76.641667,0.692770,75.000000,78.000000,2.604266,0.607446,1.744272,4.367656,0.818203,0.047262,0.690842,0.879746
full,wide,weak,v1_full_planner,160,120,0.759229,0.059715,0.586450,0.837457,110.641667,7.214333,85.950000,121.000000,56.316667,0.547469,56.000000,58.000000,1.125000,0.599479,0.000000,2.025000,102.558333,0.824579,101.000000,104.000000,2.326042,0.497094,1.701508,3.793487,0.759229,0.059715,0.586450,0.837457
full,wide,wrong,top_prior_only,20,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
full,wide,wrong,top_prior_only,40,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
full,wide,wrong,top_prior_only,80,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
full,wide,wrong,top_prior_only,120,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
full,wide,wrong,top_prior_only,160,120,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.305948,1.002669,2.904829,6.547374,1.000000,0.000000,1.000000,1.000000
full,wide,wrong,uniform,20,120,0.990408,0.004139,0.982095,0.997528,4.633333,2.040969,1.000000,9.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,4.296356,1.002008,2.898920,6.534192,0.990408,0.004139,0.982095,0.997528
full,wide,wrong,uniform,40,120,0.979737,0.005927,0.968324,0.990571,9.808333,3.322388,4.000000,17.025000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,4.285685,1.001629,2.888686,6.514987,0.979737,0.005927,0.968324,0.990571
full,wide,wrong,uniform,80,120,0.958889,0.008740,0.942257,0.974851,19.991667,5.764107,10.000000,32.025000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,80.000000,80.000000,0.000000,0.000000,0.000000,0.000000,4.264837,1.001532,2.866967,6.498181,0.958889,0.008740,0.942257,0.974851
full,wide,wrong,uniform,120,120,0.939777,0.010141,0.917387,0.958129,29.341667,7.889334,16.975000,46.025000,0.000000,0.000000,0.000000,0.000000,120.000000,0.000000,120.000000,120.000000,0.000000,0.000000,0.000000,0.000000,4.245725,1.001636,2.835246,6.478627,0.939777,0.010141,0.917387,0.958129
full,wide,wrong,uniform,160,120,0.920042,0.011075,0.892811,0.939354,38.916667,9.749003,22.000000,60.050000,0.000000,0.000000,0.000000,0.000000,160.000000,0.000000,160.000000,160.000000,0.000000,0.000000,0.000000,0.000000,4.225990,1.001092,2.817618,6.462258,0.920042,0.011075,0.892811,0.939354
full,wide,wrong,v1_full_planner,20,120,0.971588,0.009596,0.957494,1.000000,13.550000,3.970411,0.000000,18.000000,7.333333,0.552771,7.000000,9.000000,1.166667,3.126055,0.000000,13.000000,11.500000,3.201562,0.000000,13.000000,3.829477,0.840636,2.494014,5.689903,0.971588,0.009596,0.957494,1.000000
full,wide,wrong,v1_full_planner,40,120,0.941494,0.016542,0.912765,0.983092,27.783333,6.251911,5.850000,33.025000,14.275000,0.464803,14.000000,15.000000,1.700000,5.229085,0.000000,20.150000,24.025000,5.240010,5.850000,26.000000,3.482280,0.739677,2.342181,5.072892,0.941494,0.016542,0.912765,0.983092
full,wide,wrong,v1_full_planner,80,120,0.882600,0.026057,0.824588,0.926400,55.333333,7.730172,34.550000,63.025000,28.275000,0.499375,28.000000,29.025000,1.975000,6.607398,0.000000,20.425000,49.750000,6.646114,31.575000,52.000000,2.934307,0.591803,2.075874,4.170823,0.882600,0.026057,0.824588,0.926400
full,wide,wrong,v1_full_planner,120,120,0.821026,0.035918,0.739114,0.877382,84.100000,7.955501,59.675000,93.025000,42.233333,0.478423,42.000000,43.025000,1.975000,6.607398,0.000000,20.425000,75.791667,6.575074,57.575000,78.000000,2.584012,0.488200,1.868340,3.589311,0.821026,0.035918,0.739114,0.877382
full,wide,wrong,v1_full_planner,160,120,0.761224,0.046625,0.654734,0.829868,112.116667,8.742791,86.675000,123.050000,56.225000,0.417582,56.000000,57.000000,1.975000,6.607398,0.000000,20.425000,101.800000,6.607571,83.575000,104.000000,2.305679,0.410074,1.724723,3.123733,0.761224,0.046625,0.654734,0.829868
override_prior,isolated,none,sd_aqp,80,111,0.964888,0.040752,0.872917,1.000000,0.603604,0.661411,0.000000,2.000000,10.225225,0.478072,10.000000,11.250000,67.756757,1.973775,65.000000,70.000000,2.018018,1.999919,0.000000,4.000000,97.032910,29.278339,63.164879,150.594795,0.964888,0.040752,0.872917,1.000000
override_prior,isolated,none,sd_aqp,120,111,0.946386,0.055790,0.830882,1.000000,0.927928,0.927184,0.000000,3.000000,20.333333,0.558849,20.000000,22.000000,97.225225,1.975912,94.750000,100.000000,2.441441,1.998579,0.000000,4.000000,80.575046,24.175322,52.560244,124.533700,0.946386,0.055790,0.830882,1.000000
override_prior,isolated,none,sd_aqp,160,111,0.921185,0.069393,0.744318,1.000000,1.351351,1.128250,0.000000,4.000000,30.342342,0.607691,30.000000,32.000000,126.720721,1.908592,124.000000,130.000000,2.936937,1.836954,0.000000,4.000000,69.143400,20.787589,44.870486,107.340907,0.921185,0.069393,0.744318,1.000000
override_prior,isolated,weak,sd_aqp,80,41,0.888582,0.070883,0.769231,1.000000,1.731707,1.036514,0.000000,4.000000,10.073171,0.260417,10.000000,11.000000,66.219512,1.278570,65.000000,70.000000,3.707317,1.234542,0.000000,4.000000,104.921564,27.256592,68.909279,176.101491,0.888582,0.070883,0.769231,1.000000
override_prior,isolated,weak,sd_aqp,120,41,0.825980,0.093867,0.615385,1.000000,2.731707,1.361928,0.000000,5.000000,20.317073,0.465336,20.000000,21.000000,95.804878,1.130929,95.000000,100.000000,3.878049,0.992536,0.000000,4.000000,86.739642,22.313616,57.054613,143.670189,0.825980,0.093867,0.615385,1.000000
override_prior,isolated,weak,sd_aqp,160,41,0.785572,0.113085,0.500000,1.000000,3.365854,1.634328,0.000000,7.000000,30.146341,0.353448,30.000000,31.000000,125.951220,1.146601,125.000000,130.000000,3.902439,1.077596,0.000000,4.000000,74.394371,19.241793,48.696181,124.223573,0.785572,0.113085,0.500000,1.000000
override_prior,isolated,wrong,sd_aqp,80,120,0.992193,0.020980,0.916667,1.000000,0.133333,0.339935,0.000000,1.000000,10.383333,0.550505,10.000000,12.000000,69.091667,1.420069,65.000000,70.000000,0.525000,1.341408,0.000000,4.000000,97.185315,29.911188,58.758084,176.789832,0.992193,0.020980,0.916667,1.000000
override_prior,isolated,wrong,sd_aqp,120,120,0.986378,0.030978,0.908422,1.000000,0.233333,0.528099,0.000000,2.000000,20.325000,0.579691,20.000000,22.000000,98.975000,1.609671,95.000000,100.000000,0.700000,1.519868,0.000000,4.000000,81.032693,24.924284,48.713060,146.596252,0.986378,0.030978,0.908422,1.000000
override_prior,isolated,wrong,sd_aqp,160,120,0.979423,0.038410,0.878833,1.000000,0.341667,0.625777,0.000000,2.000000,30.283333,0.503046,30.000000,31.025000,128.683333,1.821096,125.000000,130.000000,1.033333,1.726911,0.000000,4.000000,69.577552,21.381028,41.704261,125.169064,0.979423,0.038410,0.878833,1.000000
override_prior,narrow,none,sd_aqp,80,59,0.911277,0.060998,0.789930,1.000000,7.203390,4.542752,0.000000,16.000000,10.305085,0.460443,10.000000,11.000000,50.644068,10.156008,40.000000,70.000000,19.050847,10.058176,0.000000,30.000000,20.226884,5.317108,11.955367,29.890819,0.911277,0.060998,0.789930,1.000000
override_prior,narrow,none,sd_aqp,120,59,0.869180,0.073262,0.691785,0.967472,10.406780,5.471401,3.450000,24.550000,20.271186,0.481189,20.000000,21.000000,73.135593,13.368896,43.600000,89.000000,26.593220,13.315110,11.000000,56.400000,17.069761,4.585568,10.059278,25.456109,0.869180,0.073262,0.691785,0.967472
override_prior,narrow,none,sd_aqp,160,59,0.817238,0.091940,0.639923,0.958155,14.796610,7.599687,4.000000,30.550000,30.305085,0.528966,30.000000,31.550000,94.220339,18.918261,54.450000,119.000000,35.474576,18.977557,11.000000,75.550000,14.726619,3.946507,8.759265,22.292872,0.817238,0.091940,0.639923,0.958155
override_prior,narrow,wrong,sd_aqp,80,120,0.973092,0.042929,0.862787,1.000000,2.408333,3.899777,0.000000,13.050000,10.258333,0.437718,10.000000,11.000000,63.066667,10.504549,40.000000,70.000000,6.675000,10.466743,0.000000,29.025000,19.097262,4.788867,13.112359,32.402856,0.973092,0.042929,0.862787,1.000000
override_prior,narrow,wrong,sd_aqp,120,120,0.952507,0.052152,0.840765,1.000000,4.266667,4.711216,0.000000,15.075000,20.283333,0.519348,20.000000,22.000000,87.175000,13.256861,53.950000,100.000000,12.541667,13.253236,0.000000,46.050000,16.058297,3.952836,10.799035,26.855941,0.952507,0.052152,0.840765,1.000000
override_prior,narrow,wrong,sd_aqp,160,120,0.930636,0.070457,0.741880,1.000000,6.225000,6.445234,0.000000,22.025000,30.225000,0.455750,30.000000,31.000000,111.725000,16.836945,72.925000,130.000000,18.050000,16.883350,0.000000,57.075000,13.927771,3.399065,9.357171,22.930552,0.930636,0.070457,0.741880,1.000000
override_prior,wide,none,sd_aqp,80,1,0.895623,0.000000,0.895623,0.895623,31.000000,0.000000,31.000000,31.000000,10.000000,0.000000,10.000000,10.000000,40.000000,0.000000,40.000000,40.000000,30.000000,0.000000,30.000000,30.000000,5.377852,0.000000,5.377852,5.377852,0.895623,0.000000,0.895623,0.895623
override_prior,wide,none,sd_aqp,120,1,0.794613,0.000000,0.794613,0.794613,61.000000,0.000000,61.000000,61.000000,20.000000,0.000000,20.000000,20.000000,40.000000,0.000000,40.000000,40.000000,60.000000,0.000000,60.000000,60.000000,4.723778,0.000000,4.723778,4.723778,0.794613,0.000000,0.794613,0.794613
override_prior,wide,none,sd_aqp,160,1,0.707071,0.000000,0.707071,0.707071,87.000000,0.000000,87.000000,87.000000,31.000000,0.000000,31.000000,31.000000,40.000000,0.000000,40.000000,40.000000,89.000000,0.000000,89.000000,89.000000,3.906378,0.000000,3.906378,3.906378,0.707071,0.000000,0.707071,0.707071
override_prior,wide,wrong,sd_aqp,80,120,0.937924,0.018680,0.907378,1.000000,29.325000,6.842468,0.000000,34.000000,10.300000,0.556776,10.000000,12.000000,42.033333,6.187263,40.000000,70.000000,27.666667,6.190495,0.000000,30.000000,3.563624,0.776773,2.439709,5.090827,0.937924,0.018680,0.907378,1.000000
override_prior,wide,wrong,sd_aqp,120,120,0.872809,0.028942,0.818901,0.931949,59.966667,8.689010,29.875000,67.000000,20.350000,0.600694,20.000000,22.000000,42.241667,6.847135,40.000000,70.000000,57.408333,6.845310,30.000000,60.000000,3.127852,0.664670,2.135507,4.509584,0.872809,0.028942,0.818901,0.931949
override_prior,wide,wrong,sd_aqp,160,120,0.807343,0.038832,0.726674,0.869976,90.700000,9.783149,59.925000,99.000000,30.283333,0.519348,30.000000,32.000000,42.266667,6.909816,40.000000,70.000000,87.450000,6.901509,59.975000,90.000000,2.791254,0.556284,1.935966,3.901419,0.807343,0.038832,0.726674,0.869976
probe,isolated,none,sd_aqp,20,120,0.992116,0.023409,0.916477,1.000000,0.141667,0.414243,0.000000,1.025000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,121.391051,36.776953,79.883115,182.272727,0.992116,0.023409,0.916477,1.000000
probe,isolated,none,sd_aqp,40,120,0.981495,0.037439,0.888725,1.000000,0.325000,0.634593,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,121.380430,36.775975,79.883115,182.272727,0.981495,0.037439,0.888725,1.000000
probe,isolated,strong,sd_aqp,20,120,0.352837,0.111737,0.132778,0.549383,11.675000,2.702352,6.000000,16.025000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,115.029640,27.959452,73.382440,181.730909,0.352837,0.111737,0.132778,0.549383
probe,isolated,strong,sd_aqp,40,120,0.212203,0.097566,0.055482,0.412185,14.341667,3.553158,7.975000,21.025000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,114.889006,27.980943,73.231746,181.634773,0.212203,0.097566,0.055482,0.412185
probe,isolated,weak,sd_aqp,20,120,0.926768,0.060611,0.789380,1.000000,1.275000,1.087524,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,122.515160,31.599872,76.810648,200.355000,0.926768,0.060611,0.789380,1.000000
probe,isolated,weak,sd_aqp,40,120,0.877835,0.073041,0.705882,1.000000,2.108333,1.315268,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,122.466228,31.599221,76.772222,200.355000,0.877835,0.073041,0.705882,1.000000
probe,isolated,wrong,sd_aqp,20,120,0.999537,0.005050,1.000000,1.000000,0.008333,0.090906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,122.972945,37.814145,74.007937,222.916667,0.999537,0.005050,1.000000,1.000000
probe,isolated,wrong,sd_aqp,40,120,0.998942,0.008193,1.000000,1.000000,0.016667,0.128019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,122.972350,37.813832,74.007937,222.916667,0.998942,0.008193,1.000000,1.000000
probe,narrow,none,sd_aqp,20,120,0.990287,0.010419,0.966023,1.000000,0.875000,0.935971,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,24.223082,6.751070,14.909744,39.235294,0.990287,0.010419,0.966023,1.000000
probe,narrow,none,sd_aqp,40,120,0.980440,0.013642,0.950581,1.000000,1.725000,1.224490,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,24.213236,6.749971,14.902103,39.196059,0.980440,0.013642,0.950581,1.000000
probe,narrow,strong,sd_aqp,20,120,0.754934,0.067880,0.549712,0.840269,19.700000,0.714143,18.000000,20.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,24.847941,8.242587,15.813403,49.581763,0.754934,0.067880,0.549712,0.840269
probe,narrow,strong,sd_aqp,40,120,0.543674,0.088791,0.365625,0.680537,37.341667,3.462889,26.925000,40.000000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,24.636681,8.230810,15.653672,49.358542,0.543674,0.088791,0.365625,0.680537
probe,narrow,weak,sd_aqp,20,120,0.933341,0.024866,0.878693,0.978272,5.641667,2.351580,1.000000,11.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,25.264428,7.709311,15.547310,44.468561,0.933341,0.024866,0.878693,0.978272
probe,narrow,weak,sd_aqp,40,120,0.890035,0.034846,0.822642,0.940275,9.258333,3.282519,3.000000,16.025000,0.000000,0.000000,0.000000,0.000000,40.000000,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,25.221123,7.703580,15.523518,44.424659,0.890035,0.034846,0.822642,0.940275
