run_id,variant,budget,call_idx,state_before_hash,state_after_hash,unit_id,action_type,selected_action_type,region_id,selected_hypothesis_id,selected_hypothesis_source,owner_unit_count,estimated_p_positive,risk_before,risk_if_positive,risk_if_negative,raw_score,normalized_score,selected_score,second_best_action_type,score_margin,oracle_outcome_after_query,oracle_cost,candidate_count,live_core_action_count,live_explore_action_count,live_structure_action_count,eligible_structure_action_count,max_core_score,max_explore_score,max_structure_score,median_core_score,median_explore_score,median_structure_score,verification_state_before,positive_anchor_count_before,negative_barrier_count_before,materialized_event_count_before,positive_branch_output_changed,negative_branch_output_changed,hypothesis_count_before,hypothesis_count_after,materializer_version,physical_vlm_calls
hcr_H4_b080,H4,80,20,630c187ecc6ae926859b8058816ca52bd22f4e1213db81b85f18e2eff2e098dd,45c71624393798900c7f9af5b11ad8f6cecc83595ca2077baeeb6a350e10bef2,329,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0049,high_proxy_island,3,0.45730243962377687,0.4786824062159514,0.47379352737170455,0.47491246040557994,0.0042816366165382425,0.0042816366165382425,0.0042816366165382425,DISCOVER_CORE,5.206972718552194e-07,negative,1,97,72,25,0,0,0.0042816366165382425,0.0012666718189522919,,0.003640989037425324,0.0009980345207524222,,unverified,2,18,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,21,45c71624393798900c7f9af5b11ad8f6cecc83595ca2077baeeb6a350e10bef2,d6e1ca03247db101f0bf2afe158b92eba267a79a0560e0c68e0eee08eab031bc,165,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0022,high_proxy_island,2,0.4572289952660422,0.47491246040557994,0.47002440277709556,0.4711426307294443,0.004281115919266443,0.004281115919266443,0.004281115919266443,DISCOVER_CORE,2.6007725336396614e-05,negative,1,96,71,25,0,0,0.004281115919266443,0.0012506652575655641,,0.003628985484839309,0.0009831453108902766,,unverified,2,19,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,22,d6e1ca03247db101f0bf2afe158b92eba267a79a0560e0c68e0eee08eab031bc,372d32147bb8e73bf6bf375dfbb8da01f55459e1c21e83ba115b010d68426cbc,11,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0002,high_proxy_island,1,0.4535723725656158,0.4711426307294443,0.4662956657358192,0.467378804233911,0.004255108193929935,0.004255108193929935,0.004255108193929935,DISCOVER_CORE,5.3915846684460256e-06,negative,1,95,70,25,0,0,0.004255108193929935,0.0012346591892653525,,0.003618383799132985,0.0009682565596944026,,unverified,2,20,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,23,372d32147bb8e73bf6bf375dfbb8da01f55459e1c21e83ba115b010d68426cbc,02d5bb57f305680e548b56a47d856aaeeff4138c5135a389bd451c803769f4fc,234,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0034,high_proxy_island,1,0.4528171966552511,0.467378804233911,0.4625403763119178,0.46361627144080897,0.004249716609261545,0.004249716609261545,0.004249716609261545,DISCOVER_CORE,1.8241540544194912e-06,negative,1,94,69,25,0,0,0.004249716609261545,0.001218678609469226,,0.0036077821134266608,0.0009566988801823495,,unverified,2,21,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,24,02d5bb57f305680e548b56a47d856aaeeff4138c5135a389bd451c803769f4fc,e06f25a3db2675be825871af21786e072b102d7a0d86b59ad320d7a0264e1298,280,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0044,high_proxy_island,1,0.45256191669589474,0.46361627144080897,0.45878073331497216,0.45985418013672585,0.00424789245520707,0.00424789245520707,0.00424789245520707,DISCOVER_CORE,2.448443742525397e-05,negative,1,93,68,25,0,0,0.00424789245520707,0.001202703522517945,,0.0035929039020415887,0.0009457837725824203,,unverified,2,22,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,25,e06f25a3db2675be825871af21786e072b102d7a0d86b59ad320d7a0264e1298,0cbd4cbf64708b23da8b26a3ea8d9821fdd5264ce16bd5d039e1ce2622ff3d51,339,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0052,high_proxy_island,1,0.44914622193772513,0.45985418013672585,0.4550574991518601,0.4560981981357184,0.004223408017781871,0.004223408017781871,0.004223408017781871,DISCOVER_CORE,4.025500556448236e-06,negative,1,92,67,25,0,0,0.004223408017781871,0.001186730310055395,,0.0035780256906566277,0.0009328751044897499,,unverified,2,23,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,26,0cbd4cbf64708b23da8b26a3ea8d9821fdd5264ce16bd5d039e1ce2622ff3d51,5bab5857a75b3a0679f659c082a800ae0d7459a65255185b34a7f15bdd1d26d1,333,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0050,high_proxy_island,1,0.44858655098476785,0.4560981981357184,0.4513079179985644,0.4523432529562954,0.004219382517225534,0.004219382517225534,0.004219382517225534,DISCOVER_CORE,1.5525128658988585e-05,negative,1,91,66,25,0,0,0.004219382517225534,0.0011707830366751715,,0.0035767313985339,0.0009179125140648114,,unverified,2,24,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,27,5bab5857a75b3a0679f659c082a800ae0d7459a65255185b34a7f15bdd1d26d1,38788a0de02f3794fe0e363a96c0d6f08f396ecf1ee1cec244cae7c18fa04250,267,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0041,high_proxy_island,2,0.4464330639634829,0.4523432529562954,0.4475776914518255,0.44859239099281517,0.004203857388566545,0.004203857388566545,0.004203857388566545,DISCOVER_CORE,3.483265897058496e-05,negative,1,90,65,25,0,0,0.004203857388566545,0.0011548401654665197,,0.0035754371064110613,0.0009029540539943204,,unverified,2,25,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,28,38788a0de02f3794fe0e363a96c0d6f08f396ecf1ee1cec244cae7c18fa04250,43d5c50eae7e9a53c1c0a355962b1508426ad63a1ba569c53821359b7315d03d,305,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0047,high_proxy_island,2,0.44162996965317325,0.44859239099281517,0.44388247638846845,0.4448511707046995,0.00416902472959596,0.00416902472959596,0.00416902472959596,DISCOVER_CORE,1.8040859270707088e-05,negative,1,89,64,25,0,0,0.00416902472959596,0.0011389146309120357,,0.0035613221860938404,0.0008880118601060638,,unverified,2,26,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,29,43d5c50eae7e9a53c1c0a355962b1508426ad63a1ba569c53821359b7315d03d,0ecee756ac3dff8e28a40543e6555fb1730036b29ed902d8125c02abfdd0a80a,228,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0032,high_proxy_island,3,0.4391576091351736,0.4448511707046995,0.4401701788792355,0.44111520008977834,0.004150983870325198,0.004150983870325198,0.004150983870325198,DISCOVER_CORE,2.7012461111586283e-05,negative,1,88,63,25,0,0,0.004150983870325198,0.001123030033303718,,0.0035472072657765086,0.0008731080754645903,,unverified,2,27,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,30,0ecee756ac3dff8e28a40543e6555fb1730036b29ed902d8125c02abfdd0a80a,b37f0420652bb039d03250707f2b146585884cb0b5ac9f5227389ab090ec03e2,17,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0004,high_proxy_island,1,0.43547497388737955,0.44111520008977834,0.43647764340092554,0.43738740870074905,0.004123971409213556,0.004123971409213556,0.004123971409213556,DISCOVER_CORE,2.8622160386237994e-07,negative,1,87,62,25,0,0,0.004123971409213556,0.001107167724932523,,0.003538644400967017,0.0008582252037853677,,unverified,2,28,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,31,b37f0420652bb039d03250707f2b146585884cb0b5ac9f5227389ab090ec03e2,0936ea305233302d2337e583e57d7aae2a9cb5e8983f8d3cad776897d3be9d13,121,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0017,high_proxy_island,1,0.43543607527051964,0.43738740870074905,0.4327503130752499,0.4336597059985322,0.004123685187609694,0.004123685187609694,0.004123685187609694,DISCOVER_CORE,3.809882271055276e-05,negative,1,86,61,25,0,0,0.004123685187609694,0.0010913401441907666,,0.0035300815361574145,0.000843374915437678,,unverified,2,29,2,True,False,87,87,k3_bridge_safe,0
hcr_H4_b080,H4,80,32,0936ea305233302d2337e583e57d7aae2a9cb5e8983f8d3cad776897d3be9d13,ba1237f2c4581b6e4947420e64448b0cac7e4765a35bd024345c4334afe069d8,2,DISCOVER_CORE,DISCOVER_CORE,high_proxy_island,hyp_0000,high_proxy_island,1,0.43028088963131245,0.4336597059985322,0.4290841370899319,0.42994417940689766,0.004085586364899085,0.004085586364899085,0.004085586364899085,DISCOVER_CORE,2.233287253444738e-05,negative,1,85,60,25,0,0,0.004085586364899085,0.0010755129399984686,,0.0035112293137677664,0.0008285249803889894,,unverified,2,30,2,True,False,87,87,k3_bridge_safe,0
