run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,selector,materializer_variant
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,0,300,599,30.0,60.0,0.3165879171464191,K4_gap_duration_negative_barrier_selected_expand,50,3|4|5,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,1,1200,1299,120.0,130.0,0.3507529698913206,K4_gap_duration_negative_barrier_selected_expand,50,12,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,2,4900,5099,490.0,510.0,0.45232344458656976,K4_gap_duration_negative_barrier_selected_expand,50,49|50,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,3,5600,5699,560.0,570.0,0.3856315896264007,K4_gap_duration_negative_barrier_selected_expand,50,56,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,4,7000,7199,700.0,720.0,0.392924354368701,K4_gap_duration_negative_barrier_selected_expand,50,70|71,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,5,7900,7999,790.0,800.0,0.4111073851885846,K4_gap_duration_negative_barrier_selected_expand,50,79,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,6,8100,8199,810.0,820.0,0.4720638864573329,K4_gap_duration_negative_barrier_selected_expand,50,81,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,7,8300,8799,830.0,880.0,0.4424624222514992,K4_gap_duration_negative_barrier_selected_expand,50,83|84|85|86|87,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
ARC-refinement_th0p5_B50_s0_K4_gap_duration_negative_barrier_selected_expand,ARC-refinement,50,realcartest,8,8600,8899,860.0,890.0,0.497374862973885,K4_gap_duration_negative_barrier_selected_expand,50,86|87|88,ARC-refinement@th0.5,K4_gap_duration_negative_barrier_selected_expand
