run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,selector,materializer_variant
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,0,400,999,40.0,100.0,0.2855063635125257,K1_gap_limited,80,4|5|6|7|8|9,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,1,1200,1299,120.0,130.0,0.3507529698913206,K1_gap_limited,80,12,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,2,2500,2599,250.0,260.0,0.2458370010258339,K1_gap_limited,80,25,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,3,3800,4099,380.0,410.0,0.2822744858199662,K1_gap_limited,80,38|39|40,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,4,4900,5099,490.0,510.0,0.45232344458656976,K1_gap_limited,80,49|50,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,5,5300,5399,530.0,540.0,0.2451944604958394,K1_gap_limited,80,53,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,6,5600,5699,560.0,570.0,0.3856315896264007,K1_gap_limited,80,56,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,7,7000,7199,700.0,720.0,0.392924354368701,K1_gap_limited,80,70|71,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,8,7600,8899,760.0,890.0,0.42205049772814707,K1_gap_limited,80,76|77|78|79|80|81|82|83|84|85|86|87|88,ABae-stratified-confirmed,K1_gap_limited
ABae-stratified-confirmed_B80_s2_K1_gap_limited,ABae-stratified-confirmed,80,realcartest,9,9600,9899,960.0,990.0,0.3168355273414083,K1_gap_limited,80,96|97|98,ABae-stratified-confirmed,K1_gap_limited
