segment,budget,seed,release_variant,event_precision,event_recall,selected_duration,guard_calls
realcartest_3200_3830,80,3,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,80,3,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,80,3,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,80,3,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,80,3,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,80,4,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,80,4,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,80,4,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,80,4,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,80,4,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,100,0,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,100,0,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,100,0,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,100,0,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,100,0,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,100,1,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,100,1,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,100,1,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,100,1,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,100,1,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,100,2,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,100,2,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,100,2,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,100,2,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,100,2,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,100,3,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,100,3,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,100,3,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,100,3,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,100,3,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,100,4,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,100,4,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,100,4,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,100,4,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,100,4,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,120,0,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,120,0,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,120,0,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,120,0,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,120,0,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,120,1,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,120,1,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,120,1,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,120,1,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,120,1,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,120,2,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,120,2,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,120,2,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,120,2,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,120,2,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,120,3,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,120,3,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,120,3,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,120,3,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,120,3,full_window,1.0,1.0,630.0,0
realcartest_3200_3830,120,4,core_only,1.0,1.0,130.0,0
realcartest_3200_3830,120,4,core_plus_positive_guard,1.0,1.0,130.0,0
realcartest_3200_3830,120,4,core_plus_1bin_halo,1.0,1.0,250.0,0
realcartest_3200_3830,120,4,core_plus_2bin_halo,1.0,1.0,340.0,0
realcartest_3200_3830,120,4,full_window,1.0,1.0,630.0,0
