run_id,method,method_label,deadline_name,deadline_seconds,replicate,deadline_met,AnytimeAUC_F1,F1_at_deadline,precision,recall,time_to_first_candidate,time_to_first_confirmed_event,confirmed_events,unique_confirmed_events,proxy_coverage,max_unobserved_gap,max_unobserved_gap_auc_fraction,physical_oracle_calls,GPU_seconds,proxy_GPU_seconds,oracle_GPU_seconds,redundant_oracle_queries,cache_replay_calls,future_proxy_accesses,candidate_observation_violations,snapshot_elapsed_seconds,unused_deadline_seconds,time_to_first_event_cell_scan,time_to_first_positive_proxy_exposure,time_to_candidate_creation,time_to_first_physical_VERIFY,positive_cells_touched,positive_candidate_exposure_per_scan,positive_frontier_scan_states,distinct_cells_refined,repeat_refinements,global_gap_integral,semantic_event_set,time_to_confirmation,scan_actions,verify_actions,verify_rejected,action_signature
S3__T_high__r02__attempt_001,S3,S3 Duration+Debt,T_high,123.9524739725,2,True,0.01843174364844646,0.07407407407407407,1.0,0.038461538461538464,20.434229205,93.109560937,1,1,0.3347763347763348,40.0,0.021085637180581644,5,80.708492483,0.621951261,80.086541222,0,0,0,0,112.706071189,11.246402783500002,0.578614424,0.578614424,75.966329179,20.43765253,17,0.5862068965517241,0,116,0,0.013307421362263528,2460.000:2470.000:246,93.109560937,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (129, 216, 303, 64), None), ('scan', (151, 238, 325, 20), None), ('scan', (107, 194, 281, 31), None), ('scan', (53, 75, 118, 140), None), ('scan', (162, 205, 227, 249), None), ('scan', (292, 314, 336, 9), None), ('scan', (96, 183, 270, 14), None), ('scan', (25, 36, 47, 58), None), ('scan', (69, 80, 101, 112), None), ('scan', (123, 134, 145, 156), None), ('scan', (167, 188, 199, 210), None), ('scan', (221, 232, 243, 254), None), ('scan', (275, 286, 297, 308), None), ('scan', (319, 330, 341, 4), None), ('scan', (91, 178, 265, 17), None), ('scan', (28, 39, 50, 61), None), ('scan', (72, 83, 104, 115), None), ('scan', (126, 137, 148, 159), None), ('scan', (170, 191, 202, 213), None), ('scan', (224, 235, 246, 257), None), ('scan', (278, 289, 300, 311), None), ('scan', (322, 333, 344, 1), None), ('scan', (6, 11, 22, 33), None), ('scan', (44, 55, 66, 77), None), ('scan', (88, 93, 98, 109), None), ('scan', (120, 131, 142, 153), None), ('scan', (164, 175, 180, 185), None), ('scan', (196, 207, 218, 229), None), ('query', (), 167), ('query', (), 344), ('query', (), 205), ('query', (), 246), ('query', (), 72))"
S3__T_transition__r00__attempt_001,S3,S3 Duration+Debt,T_transition,121.747711537,0,True,0.015396238832616474,0.07407407407407407,1.0,0.038461538461538464,24.502410306,96.442544141,1,1,0.3347763347763348,40.0,0.02144475824072694,4,62.672316564000006,0.6040425930000001,62.068273971,0,0,0,0,96.442544141,25.305167396,0.524244538,0.524244538,79.34495684,24.505519996,17,0.5862068965517241,0,116,0,0.013581370899661969,2460.000:2470.000:246,96.442544141,29,4,1,"(('scan', (173, 86, 260, 42), None), ('scan', (129, 216, 303, 64), None), ('scan', (151, 238, 325, 20), None), ('scan', (107, 194, 281, 31), None), ('scan', (53, 75, 118, 140), None), ('scan', (162, 205, 227, 249), None), ('scan', (292, 314, 336, 9), None), ('scan', (96, 183, 270, 14), None), ('scan', (25, 36, 47, 58), None), ('scan', (69, 80, 101, 112), None), ('scan', (123, 134, 145, 156), None), ('scan', (167, 188, 199, 210), None), ('scan', (221, 232, 243, 254), None), ('scan', (275, 286, 297, 308), None), ('scan', (319, 330, 341, 4), None), ('scan', (91, 178, 265, 17), None), ('scan', (28, 39, 50, 61), None), ('scan', (72, 83, 104, 115), None), ('scan', (126, 137, 148, 159), None), ('scan', (170, 191, 202, 213), None), ('scan', (224, 235, 246, 257), None), ('scan', (278, 289, 300, 311), None), ('scan', (322, 333, 344, 1), None), ('scan', (6, 11, 22, 33), None), ('scan', (44, 55, 66, 77), None), ('scan', (88, 93, 98, 109), None), ('scan', (120, 131, 142, 153), None), ('scan', (164, 175, 180, 185), None), ('scan', (196, 207, 218, 229), None), ('query', (), 167), ('query', (), 344), ('query', (), 205), ('query', (), 246))"
S3__T_transition__r01__attempt_001,S3,S3 Duration+Debt,T_transition,121.747711537,1,True,0.016838376720984677,0.07407407407407407,1.0,0.038461538461538464,22.230004875,94.072254808,1,1,0.3347763347763348,40.0,0.021321329256171785,5,80.022508265,0.579324077,79.443184188,0,0,0,0,113.781564386,7.966147151000001,0.613680946,0.613680946,76.781997761,22.232978542,17,0.5862068965517241,0,116,0,0.013559130466772073,2460.000:2470.000:246,94.072254808,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (129, 216, 303, 64), None), ('scan', (151, 238, 325, 20), None), ('scan', (107, 194, 281, 31), None), ('scan', (53, 75, 118, 140), None), ('scan', (162, 205, 227, 249), None), ('scan', (292, 314, 336, 9), None), ('scan', (96, 183, 270, 14), None), ('scan', (25, 36, 47, 58), None), ('scan', (69, 80, 101, 112), None), ('scan', (123, 134, 145, 156), None), ('scan', (167, 188, 199, 210), None), ('scan', (221, 232, 243, 254), None), ('scan', (275, 286, 297, 308), None), ('scan', (319, 330, 341, 4), None), ('scan', (91, 178, 265, 17), None), ('scan', (28, 39, 50, 61), None), ('scan', (72, 83, 104, 115), None), ('scan', (126, 137, 148, 159), None), ('scan', (170, 191, 202, 213), None), ('scan', (224, 235, 246, 257), None), ('scan', (278, 289, 300, 311), None), ('scan', (322, 333, 344, 1), None), ('scan', (6, 11, 22, 33), None), ('scan', (44, 55, 66, 77), None), ('scan', (88, 93, 98, 109), None), ('scan', (120, 131, 142, 153), None), ('scan', (164, 175, 180, 185), None), ('scan', (196, 207, 218, 229), None), ('query', (), 167), ('query', (), 344), ('query', (), 205), ('query', (), 246), ('query', (), 72))"
S3__T_transition__r02__attempt_001,S3,S3 Duration+Debt,T_transition,121.747711537,2,True,0.01569256562114429,0.07407407407407407,1.0,0.038461538461538464,22.860637198,95.955503178,1,1,0.3347763347763348,40.0,0.021613998009860604,4,63.83245962,0.615086697,63.217372923,0,0,0,0,95.955503178,25.792208359,0.587725113,0.587725113,78.446266538,22.863896016,17,0.5862068965517241,0,116,0,0.01379114574109937,2460.000:2470.000:246,95.955503178,29,4,1,"(('scan', (173, 86, 260, 42), None), ('scan', (129, 216, 303, 64), None), ('scan', (151, 238, 325, 20), None), ('scan', (107, 194, 281, 31), None), ('scan', (53, 75, 118, 140), None), ('scan', (162, 205, 227, 249), None), ('scan', (292, 314, 336, 9), None), ('scan', (96, 183, 270, 14), None), ('scan', (25, 36, 47, 58), None), ('scan', (69, 80, 101, 112), None), ('scan', (123, 134, 145, 156), None), ('scan', (167, 188, 199, 210), None), ('scan', (221, 232, 243, 254), None), ('scan', (275, 286, 297, 308), None), ('scan', (319, 330, 341, 4), None), ('scan', (91, 178, 265, 17), None), ('scan', (28, 39, 50, 61), None), ('scan', (72, 83, 104, 115), None), ('scan', (126, 137, 148, 159), None), ('scan', (170, 191, 202, 213), None), ('scan', (224, 235, 246, 257), None), ('scan', (278, 289, 300, 311), None), ('scan', (322, 333, 344, 1), None), ('scan', (6, 11, 22, 33), None), ('scan', (44, 55, 66, 77), None), ('scan', (88, 93, 98, 109), None), ('scan', (120, 131, 142, 153), None), ('scan', (164, 175, 180, 185), None), ('scan', (196, 207, 218, 229), None), ('query', (), 167), ('query', (), 344), ('query', (), 205), ('query', (), 246))"
S4__T_high__r00__attempt_001,S4,S4 Debt+Proxy,T_high,123.9524739725,0,True,0.02896889820149921,0.07407407407407407,1.0,0.038461538461538464,18.675001564,75.477124868,1,1,0.3347763347763348,50.0,0.022366504599672873,5,81.375425338,0.5593687140000001,80.816056624,0,0,0,0,111.485238453,12.467235519500008,0.487411268,0.487411268,54.649258099,18.678164964,15,0.5172413793103449,0,116,0,0.01292460502877084,3170.000:3180.000:317,75.477124868,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (303, 216, 129, 238), None), ('scan', (325, 281, 64, 107), None), ('scan', (194, 151, 20, 249), None), ('scan', (140, 162, 292, 314), None), ('scan', (270, 227, 31, 75), None), ('scan', (118, 205, 53, 9), None), ('scan', (183, 336, 96, 210), None), ('scan', (199, 156, 308, 254), None), ('scan', (265, 145, 297, 243), None), ('scan', (101, 232, 14, 25), None), ('scan', (80, 69, 134, 112), None), ('scan', (167, 221, 341, 91), None), ('scan', (286, 330, 178, 275), None), ('scan', (36, 188, 170, 168), None), ('scan', (319, 58, 4, 47), None), ('scan', (123, 207, 202, 262), None), ('scan', (126, 257, 164, 148), None), ('scan', (300, 153, 305, 124), None), ('scan', (235, 322, 120, 240), None), ('scan', (28, 159, 165, 166), None), ('scan', (17, 39, 72, 137), None), ('scan', (73, 213, 344, 98), None), ('scan', (345, 104, 311, 83), None), ('scan', (289, 333, 115, 99), None), ('scan', (154, 306, 334, 11), None), ('scan', (22, 77, 142, 316), None), ('scan', (317, 315, 143, 50), None), ('scan', (61, 278, 246, 338), None), ('query', (), 316), ('query', (), 167), ('query', (), 317), ('query', (), 344), ('query', (), 205))"
S4__T_high__r01__attempt_001,S4,S4 Debt+Proxy,T_high,123.9524739725,1,True,0.02954429931568313,0.07407407407407407,1.0,0.038461538461538464,16.897062983,74.514272581,1,1,0.3347763347763348,50.0,0.022603856524114327,5,82.072711346,0.5675847350000001,81.50512661100001,0,0,0,0,110.54554241,13.406931562500006,0.568253872,0.568253872,53.360640218,16.900339504,15,0.5172413793103449,0,116,0,0.01321387519921629,3170.000:3180.000:317,74.514272581,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (303, 216, 129, 238), None), ('scan', (325, 281, 64, 107), None), ('scan', (194, 151, 20, 249), None), ('scan', (140, 162, 292, 314), None), ('scan', (270, 227, 31, 75), None), ('scan', (118, 205, 53, 9), None), ('scan', (183, 336, 96, 210), None), ('scan', (199, 156, 308, 254), None), ('scan', (265, 145, 297, 243), None), ('scan', (101, 232, 14, 25), None), ('scan', (80, 69, 134, 112), None), ('scan', (167, 221, 341, 91), None), ('scan', (286, 330, 178, 275), None), ('scan', (36, 188, 170, 168), None), ('scan', (319, 58, 4, 47), None), ('scan', (123, 207, 202, 262), None), ('scan', (126, 257, 164, 148), None), ('scan', (300, 153, 305, 124), None), ('scan', (235, 322, 120, 240), None), ('scan', (28, 159, 165, 166), None), ('scan', (17, 39, 72, 137), None), ('scan', (73, 213, 344, 98), None), ('scan', (345, 104, 311, 83), None), ('scan', (289, 333, 115, 99), None), ('scan', (154, 306, 334, 11), None), ('scan', (22, 77, 142, 316), None), ('scan', (317, 315, 143, 50), None), ('scan', (61, 278, 246, 338), None), ('query', (), 316), ('query', (), 167), ('query', (), 317), ('query', (), 344), ('query', (), 205))"
S4__T_high__r02__attempt_001,S4,S4 Debt+Proxy,T_high,123.9524739725,2,True,0.03038406967758022,0.07407407407407407,1.0,0.038461538461538464,15.924328231,73.109035793,1,1,0.3347763347763348,50.0,0.021888966266438797,5,81.363526887,0.5553148299999999,80.808212057,0,0,0,0,108.621399866,15.331074106499997,0.507177161,0.507177161,52.170294328,15.928446983,15,0.5172413793103449,0,116,0,0.012523232360111892,3170.000:3180.000:317,73.109035793,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (303, 216, 129, 238), None), ('scan', (325, 281, 64, 107), None), ('scan', (194, 151, 20, 249), None), ('scan', (140, 162, 292, 314), None), ('scan', (270, 227, 31, 75), None), ('scan', (118, 205, 53, 9), None), ('scan', (183, 336, 96, 210), None), ('scan', (199, 156, 308, 254), None), ('scan', (265, 145, 297, 243), None), ('scan', (101, 232, 14, 25), None), ('scan', (80, 69, 134, 112), None), ('scan', (167, 221, 341, 91), None), ('scan', (286, 330, 178, 275), None), ('scan', (36, 188, 170, 168), None), ('scan', (319, 58, 4, 47), None), ('scan', (123, 207, 202, 262), None), ('scan', (126, 257, 164, 148), None), ('scan', (300, 153, 305, 124), None), ('scan', (235, 322, 120, 240), None), ('scan', (28, 159, 165, 166), None), ('scan', (17, 39, 72, 137), None), ('scan', (73, 213, 344, 98), None), ('scan', (345, 104, 311, 83), None), ('scan', (289, 333, 115, 99), None), ('scan', (154, 306, 334, 11), None), ('scan', (22, 77, 142, 316), None), ('scan', (317, 315, 143, 50), None), ('scan', (61, 278, 246, 338), None), ('query', (), 316), ('query', (), 167), ('query', (), 317), ('query', (), 344), ('query', (), 205))"
S4__T_transition__r00__attempt_001,S4,S4 Debt+Proxy,T_transition,121.747711537,0,True,0.028170036625244862,0.07407407407407407,1.0,0.038461538461538464,17.786908681,75.447605381,1,1,0.3347763347763348,50.0,0.022805117528463852,5,82.289380674,0.570799756,81.718580918,0,0,0,0,111.477889588,10.269821949000004,0.533418212,0.533418212,54.40872908,17.790056862,15,0.5172413793103449,0,116,0,0.01338167343657435,3170.000:3180.000:317,75.447605381,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (303, 216, 129, 238), None), ('scan', (325, 281, 64, 107), None), ('scan', (194, 151, 20, 249), None), ('scan', (140, 162, 292, 314), None), ('scan', (270, 227, 31, 75), None), ('scan', (118, 205, 53, 9), None), ('scan', (183, 336, 96, 210), None), ('scan', (199, 156, 308, 254), None), ('scan', (265, 145, 297, 243), None), ('scan', (101, 232, 14, 25), None), ('scan', (80, 69, 134, 112), None), ('scan', (167, 221, 341, 91), None), ('scan', (286, 330, 178, 275), None), ('scan', (36, 188, 170, 168), None), ('scan', (319, 58, 4, 47), None), ('scan', (123, 207, 202, 262), None), ('scan', (126, 257, 164, 148), None), ('scan', (300, 153, 305, 124), None), ('scan', (235, 322, 120, 240), None), ('scan', (28, 159, 165, 166), None), ('scan', (17, 39, 72, 137), None), ('scan', (73, 213, 344, 98), None), ('scan', (345, 104, 311, 83), None), ('scan', (289, 333, 115, 99), None), ('scan', (154, 306, 334, 11), None), ('scan', (22, 77, 142, 316), None), ('scan', (317, 315, 143, 50), None), ('scan', (61, 278, 246, 338), None), ('query', (), 316), ('query', (), 167), ('query', (), 317), ('query', (), 344), ('query', (), 205))"
S4__T_transition__r01__attempt_001,S4,S4 Debt+Proxy,T_transition,121.747711537,1,True,0.02830233795088197,0.07407407407407407,1.0,0.038461538461538464,18.342757481,75.230155702,1,1,0.3347763347763348,50.0,0.02259110025192564,5,81.703146247,0.5654068550000001,81.137739392,0,0,0,0,111.448823227,10.298888309999995,0.50397979,0.50397979,54.371803375,18.345906714,15,0.5172413793103449,0,116,0,0.013175832225277725,3170.000:3180.000:317,75.230155702,29,5,1,"(('scan', (173, 86, 260, 42), None), ('scan', (303, 216, 129, 238), None), ('scan', (325, 281, 64, 107), None), ('scan', (194, 151, 20, 249), None), ('scan', (140, 162, 292, 314), None), ('scan', (270, 227, 31, 75), None), ('scan', (118, 205, 53, 9), None), ('scan', (183, 336, 96, 210), None), ('scan', (199, 156, 308, 254), None), ('scan', (265, 145, 297, 243), None), ('scan', (101, 232, 14, 25), None), ('scan', (80, 69, 134, 112), None), ('scan', (167, 221, 341, 91), None), ('scan', (286, 330, 178, 275), None), ('scan', (36, 188, 170, 168), None), ('scan', (319, 58, 4, 47), None), ('scan', (123, 207, 202, 262), None), ('scan', (126, 257, 164, 148), None), ('scan', (300, 153, 305, 124), None), ('scan', (235, 322, 120, 240), None), ('scan', (28, 159, 165, 166), None), ('scan', (17, 39, 72, 137), None), ('scan', (73, 213, 344, 98), None), ('scan', (345, 104, 311, 83), None), ('scan', (289, 333, 115, 99), None), ('scan', (154, 306, 334, 11), None), ('scan', (22, 77, 142, 316), None), ('scan', (317, 315, 143, 50), None), ('scan', (61, 278, 246, 338), None), ('query', (), 316), ('query', (), 167), ('query', (), 317), ('query', (), 344), ('query', (), 205))"
S4__T_transition__r02__attempt_001,S4,S4 Debt+Proxy,T_transition,121.747711537,2,True,0.02609611863230731,0.07407407407407407,1.0,0.038461538461538464,20.410233235,78.85628477,1,1,0.3347763347763348,50.0,0.023679201401513632,4,68.766173888,0.6176847769999999,68.148489111,0,0,0,0,98.251882555,23.495828982000006,0.556901843,0.556901843,56.798886182,20.413488276,15,0.5172413793103449,0,116,0,0.014144165994374246,3170.000:3180.000:317,78.85628477,29,4,1,"(('scan', (173, 86, 260, 42), None), ('scan', (303, 216, 129, 238), None), ('scan', (325, 281, 64, 107), None), ('scan', (194, 151, 20, 249), None), ('scan', (140, 162, 292, 314), None), ('scan', (270, 227, 31, 75), None), ('scan', (118, 205, 53, 9), None), ('scan', (183, 336, 96, 210), None), ('scan', (199, 156, 308, 254), None), ('scan', (265, 145, 297, 243), None), ('scan', (101, 232, 14, 25), None), ('scan', (80, 69, 134, 112), None), ('scan', (167, 221, 341, 91), None), ('scan', (286, 330, 178, 275), None), ('scan', (36, 188, 170, 168), None), ('scan', (319, 58, 4, 47), None), ('scan', (123, 207, 202, 262), None), ('scan', (126, 257, 164, 148), None), ('scan', (300, 153, 305, 124), None), ('scan', (235, 322, 120, 240), None), ('scan', (28, 159, 165, 166), None), ('scan', (17, 39, 72, 137), None), ('scan', (73, 213, 344, 98), None), ('scan', (345, 104, 311, 83), None), ('scan', (289, 333, 115, 99), None), ('scan', (154, 306, 334, 11), None), ('scan', (22, 77, 142, 316), None), ('scan', (317, 315, 143, 50), None), ('scan', (61, 278, 246, 338), None), ('query', (), 316), ('query', (), 167), ('query', (), 317), ('query', (), 344))"
