video_id,query_id,proxy_id,budget,verified_positive_count,match_type,trace_count,policy_count,region_min,region_max,region_contrast,dispersion_range,coverage_range,largest_gap_range
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,80,15,EXACT_YIELD,4,4,49,62,13,0.022776568169116274,0.012397158710634626,80.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,100,15,EXACT_YIELD,3,3,68,74,6,0.02392342444158785,0.010704662138239507,50.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,100,19,EXACT_YIELD,3,3,51,54,3,0.006940210097875044,0.0,80.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,5,0,EXACT_YIELD,6,6,4,5,1,0.2978490270233208,0.8498381644823187,1780.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,10,0,EXACT_YIELD,5,5,7,10,3,0.09143069218957892,0.30321139864147184,850.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,10,1,EXACT_YIELD,2,2,9,10,1,0.059588495661543894,0.020214093242764797,870.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,10,2,EXACT_YIELD,4,4,9,10,1,0.06006529762095053,0.12128455945658867,520.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,20,0,EXACT_YIELD,3,3,6,19,13,0.1320038497632689,0.3696291335819847,1310.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,20,4,EXACT_YIELD,8,8,17,20,3,0.038195011160847836,0.10769216971224005,470.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,50,7,EXACT_YIELD,2,2,41,42,1,0.006800335505604049,0.06726398322671046,30.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,50,8,EXACT_YIELD,4,4,42,50,8,0.02972387600799614,0.04704988998394566,340.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,50,9,EXACT_YIELD,2,2,42,43,1,0.009333340117503475,0.04331591409163882,100.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,50,12,EXACT_YIELD,2,2,40,42,2,0.0140206649439088,0.002887727606109225,70.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,80,11,EXACT_YIELD,2,2,62,63,1,0.001423572013081631,0.010704662138239507,30.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,80,13,EXACT_YIELD,3,3,57,80,23,0.018669286403954266,0.017326365636655572,120.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,80,14,EXACT_YIELD,2,2,56,64,8,0.00023890930565845236,0.002887727606109336,0.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,80,15,EXACT_YIELD,4,4,54,62,8,0.000817182642612102,0.002887727606109336,10.0
WUHAN,Q_VULNERABLE_ROAD_USER_CONFLICT_V1,PROXY_B_OPTICAL_FLOW_VISUAL_DYNAMICS,100,15,EXACT_YIELD,3,3,68,74,6,0.02392342444158785,0.010704662138239507,50.0
