run_id,method,budget,video_id,segment_id,start_frame,end_frame,start_time,end_time,segment_score,verification_state,oracle_calls,source_frame_ids,selector,materializer_variant
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,0,300,499,30.0,50.0,0.298775826048428,C2_duration_prior,56,3|4,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,1,1200,1299,120.0,130.0,0.3507529698913206,C2_duration_prior,56,12,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,2,3800,4099,380.0,410.0,0.2822744858199662,C2_duration_prior,56,38|39|40,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,3,5600,5699,560.0,570.0,0.3856315896264007,C2_duration_prior,56,56,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,4,7000,7199,700.0,720.0,0.392924354368701,C2_duration_prior,56,70|71,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,5,7900,7999,790.0,800.0,0.4111073851885846,C2_duration_prior,56,79,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,6,8300,8699,830.0,870.0,0.4287805485130094,C2_duration_prior,56,83|84|85|86,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,7,8700,8899,870.0,890.0,0.5058738273007904,C2_duration_prior,56,87|88,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,8,9600,9899,960.0,990.0,0.3168355273414083,C2_duration_prior,56,96|97|98,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,9,10600,10699,1060.0,1070.0,0.379637015441183,C2_duration_prior,56,106,SUPG-RT-confirmed-only,C2_duration_prior
SUPG-RT-confirmed-only_B80_s1_C2_duration_prior,SUPG-RT-confirmed-only,80,realcartest,10,11100,11199,1110.0,1120.0,0.4097589050237029,C2_duration_prior,56,111,SUPG-RT-confirmed-only,C2_duration_prior
