dataset,method,method_variant,seed,budget,exact_oracle_calls,selected_positive_units,selected_distinct_reference_events,positive_duplicate_burden,event_precision,event_recall,event_f1,event_count_error,predicted_event_count,reference_event_count,tiou_03,tiou_05,matched_mean_iou,overmerge,oversplit,returned_seconds,overcoverage_ratio,event_recall_per_returned_minute
development,random,uniform_nested,31,5,5.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261671,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,31,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261671,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,31,20,20.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.07692307692307693,0.07692307692307693,0.3613457693005517,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,31,50,50.0,11.0,10.0,1.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.24480746158033054,0.0,1.0,110.0,0.7422402159244345,0.20979020979020982
development,random,uniform_nested,31,80,80.0,13.0,12.0,1.0,0.9230769230769231,0.46153846153846156,0.6153846153846155,13.0,13.0,26.0,0.11538461538461539,0.11538461538461539,0.28772117125463853,0.0,1.0,130.0,0.8771929824561499,0.21301775147928997
development,random,uniform_nested,31,100,100.0,14.0,12.0,2.0,0.9230769230769231,0.46153846153846156,0.6153846153846155,13.0,13.0,26.0,0.11538461538461539,0.11538461538461539,0.2980474826961916,0.0,1.0,140.0,0.9446693657220075,0.1978021978021978
development,random,uniform_nested,32,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,32,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,32,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,32,50,50.0,6.0,4.0,2.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.0,0.0,0.11445786864931616,0.0,1.0,60.0,0.4048582995951461,0.15384615384615385
development,random,uniform_nested,32,80,80.0,12.0,9.0,3.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.0,0.0,0.08587016384413396,0.0,2.0,120.0,0.8097165991902922,0.17307692307692307
development,random,uniform_nested,32,100,100.0,13.0,9.0,4.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.0,0.0,0.08587016384413396,0.0,2.0,130.0,0.8771929824561499,0.15976331360946747
development,random,uniform_nested,33,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,33,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07945786864931957,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,33,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.076305245766207,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,33,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.24669903531019158,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,33,80,80.0,10.0,9.0,1.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.07692307692307693,0.07692307692307693,0.2198327973945463,0.0,0.0,100.0,0.6747638326585768,0.20769230769230768
development,random,uniform_nested,33,100,100.0,12.0,10.0,2.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.20484951765509213,0.0,1.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,34,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,34,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,34,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,34,50,50.0,7.0,7.0,0.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.1846224595757204,0.0,0.0,70.0,0.4723346828610038,0.23076923076923075
development,random,uniform_nested,34,80,80.0,12.0,10.0,2.0,0.8333333333333334,0.38461538461538464,0.5263157894736842,14.0,12.0,26.0,0.038461538461538464,0.038461538461538464,0.16184951765508696,0.0,2.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,34,100,100.0,14.0,11.0,3.0,0.9166666666666666,0.4230769230769231,0.5789473684210527,14.0,12.0,26.0,0.038461538461538464,0.038461538461538464,0.16314358538656498,0.0,1.0,140.0,0.9446693657220075,0.1813186813186813
development,random,uniform_nested,35,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,35,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,35,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.09695786864930933,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,35,50,50.0,6.0,5.0,1.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.27848218276992226,0.0,0.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,35,80,80.0,10.0,7.0,3.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.07692307692307693,0.038461538461538464,0.17953531598512473,0.0,0.0,100.0,0.6747638326585768,0.16153846153846152
development,random,uniform_nested,35,100,100.0,12.0,8.0,4.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.07692307692307693,0.038461538461538464,0.1813328686493143,0.0,0.0,120.0,0.8097165991902922,0.15384615384615385
development,random,uniform_nested,36,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,36,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,36,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523523,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,36,50,50.0,9.0,8.0,1.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.11538461538461539,0.11538461538461539,0.39658175688195985,0.0,1.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,36,80,80.0,12.0,8.0,4.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.15384615384615385,0.15384615384615385,0.4246237941377482,0.0,1.0,120.0,0.8097165991902922,0.15384615384615385
development,random,uniform_nested,36,100,100.0,16.0,11.0,5.0,0.9166666666666666,0.4230769230769231,0.5789473684210527,14.0,12.0,26.0,0.23076923076923078,0.19230769230769232,0.4177714117866289,0.0,1.0,160.0,1.079622132253723,0.15865384615384617
development,random,uniform_nested,37,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,37,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,37,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,37,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.0,0.0,0.057555555555554735,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,37,80,80.0,9.0,7.0,2.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.0,0.0,0.08785714285714326,0.0,0.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,37,100,100.0,9.0,7.0,2.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.0,0.0,0.08785714285714326,0.0,0.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,38,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,38,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,38,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,38,50,50.0,6.0,5.0,1.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.07692307692307693,0.07692307692307693,0.4196149231606657,0.0,1.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,38,80,80.0,12.0,9.0,3.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.11538461538461539,0.11538461538461539,0.3720820353063341,0.0,1.0,120.0,0.8097165991902922,0.17307692307692307
development,random,uniform_nested,38,100,100.0,15.0,9.0,6.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.11538461538461539,0.11538461538461539,0.2832866043613683,0.0,2.0,150.0,1.0121457489878651,0.13846153846153847
development,random,uniform_nested,39,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,39,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,39,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5292475882754946,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,39,50,50.0,9.0,8.0,1.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.19592636423119927,0.0,0.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,39,80,80.0,13.0,9.0,4.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.07692307692307693,0.038461538461538464,0.19181407234980374,0.0,1.0,130.0,0.8771929824561499,0.15976331360946747
development,random,uniform_nested,39,100,100.0,13.0,9.0,4.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.07692307692307693,0.038461538461538464,0.19181407234980374,0.0,1.0,130.0,0.8771929824561499,0.15976331360946747
development,random,uniform_nested,40,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,40,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.09695786864932071,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,40,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.09695786864932071,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,40,50,50.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.038461538461538464,0.038461538461538464,0.37616505885032464,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,40,80,80.0,7.0,6.0,1.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.1564859562164391,0.0,0.0,70.0,0.4723346828610038,0.1978021978021978
development,random,uniform_nested,40,100,100.0,12.0,8.0,4.0,0.7272727272727273,0.3076923076923077,0.43243243243243246,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.23856189706887224,0.0,3.0,120.0,0.8097165991902922,0.15384615384615385
development,random,uniform_nested,41,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,41,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,41,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.08797191243286683,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,41,50,50.0,6.0,5.0,1.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.27148218276991615,0.0,0.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,41,80,80.0,12.0,10.0,2.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.25369903531018945,0.0,1.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,41,100,100.0,13.0,10.0,3.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.2519158878504621,0.0,1.0,130.0,0.8771929824561499,0.1775147928994083
development,random,uniform_nested,42,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,42,10,10.0,2.0,1.0,1.0,0.5,0.038461538461538464,0.07142857142857144,24.0,2.0,26.0,0.0,0.0,0.12391573729863686,0.0,1.0,20.0,0.13495276653171537,0.11538461538461539
development,random,uniform_nested,42,20,20.0,3.0,2.0,1.0,0.6666666666666666,0.07692307692307693,0.13793103448275862,23.0,3.0,26.0,0.0,0.0,0.09695786864932071,0.0,1.0,30.0,0.20242914979757304,0.15384615384615385
development,random,uniform_nested,42,50,50.0,6.0,4.0,2.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.19972893432466204,0.0,1.0,60.0,0.4048582995951461,0.15384615384615385
development,random,uniform_nested,42,80,80.0,9.0,5.0,4.0,0.7142857142857143,0.19230769230769232,0.30303030303030304,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.19856629491945338,0.0,2.0,90.0,0.6072874493927192,0.12820512820512822
development,random,uniform_nested,42,100,100.0,11.0,6.0,5.0,0.75,0.23076923076923078,0.3529411764705882,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.17713857909954145,0.0,2.0,110.0,0.7422402159244345,0.1258741258741259
development,random,uniform_nested,43,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,43,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,43,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,43,50,50.0,8.0,7.0,1.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.1341308196140866,0.0,0.0,80.0,0.5398110661268615,0.20192307692307693
development,random,uniform_nested,43,80,80.0,9.0,7.0,2.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.1341308196140866,0.0,1.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,43,100,100.0,11.0,9.0,2.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.07692307692307693,0.07692307692307693,0.21594390850566,0.0,1.0,110.0,0.7422402159244345,0.1888111888111888
development,random,uniform_nested,44,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,44,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523324,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,44,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.038461538461538464,0.038461538461538464,0.9345794392523324,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,44,50,50.0,4.0,3.0,1.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.038461538461538464,0.038461538461538464,0.2249999999999962,0.0,0.0,40.0,0.26990553306343074,0.1730769230769231
development,random,uniform_nested,44,80,80.0,6.0,5.0,1.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.17378314745972148,0.0,0.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,44,100,100.0,8.0,7.0,1.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.144130819614084,0.0,0.0,80.0,0.5398110661268615,0.20192307692307693
development,random,uniform_nested,45,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,45,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.05249999999998636,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,45,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.07630524576620319,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,45,50,50.0,6.0,5.0,1.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.0,0.0,0.07378314745971919,0.0,1.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,45,80,80.0,10.0,9.0,1.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.0,0.0,0.06432397081095473,0.0,1.0,100.0,0.6747638326585768,0.20769230769230768
development,random,uniform_nested,45,100,100.0,12.0,10.0,2.0,0.8333333333333334,0.38461538461538464,0.5263157894736842,14.0,12.0,26.0,0.0,0.0,0.06489157372985971,0.0,2.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,46,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,46,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,46,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.038461538461538464,0.038461538461538464,0.35819314641743966,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,46,50,50.0,8.0,8.0,0.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.07692307692307693,0.07692307692307693,0.2928843269754092,0.0,0.0,80.0,0.5398110661268615,0.23076923076923078
development,random,uniform_nested,46,80,80.0,11.0,11.0,0.0,1.0,0.4230769230769231,0.5945945945945945,15.0,11.0,26.0,0.11538461538461539,0.11538461538461539,0.3106958231868759,0.0,0.0,110.0,0.7422402159244345,0.23076923076923078
development,random,uniform_nested,46,100,100.0,14.0,12.0,2.0,1.0,0.46153846153846156,0.631578947368421,14.0,12.0,26.0,0.11538461538461539,0.11538461538461539,0.2676658627584955,0.0,0.0,140.0,0.9446693657220075,0.1978021978021978
development,random,uniform_nested,47,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,47,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,47,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,47,50,50.0,7.0,5.0,2.0,0.7142857142857143,0.19230769230769232,0.30303030303030304,19.0,7.0,26.0,0.0,0.0,0.07378314745971919,0.0,2.0,70.0,0.4723346828610038,0.16483516483516483
development,random,uniform_nested,47,80,80.0,11.0,8.0,3.0,0.7272727272727273,0.3076923076923077,0.43243243243243246,15.0,11.0,26.0,0.0,0.0,0.06798946716231881,0.0,3.0,110.0,0.7422402159244345,0.16783216783216784
development,random,uniform_nested,47,100,100.0,13.0,10.0,3.0,0.7692307692307693,0.38461538461538464,0.5128205128205128,13.0,13.0,26.0,0.0,0.0,0.06839157372985313,0.0,3.0,130.0,0.8771929824561499,0.1775147928994083
development,random,uniform_nested,48,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,48,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,48,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,48,50,50.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.0,0.0,0.07472893432465637,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,48,80,80.0,10.0,8.0,2.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.1959263642312007,0.0,1.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,48,100,100.0,13.0,10.0,3.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.15384615384615385,0.11538461538461539,0.3560485529652927,0.0,1.0,130.0,0.8771929824561499,0.1775147928994083
development,random,uniform_nested,49,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,49,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,49,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,49,50,50.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.0,0.0,0.05444444444444656,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,49,80,80.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.0,0.0,0.05962962962963256,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,49,100,100.0,11.0,10.0,1.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.1583495176550995,0.0,1.0,110.0,0.7422402159244345,0.20979020979020982
development,random,uniform_nested,50,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,50,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,50,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,50,50,50.0,6.0,5.0,1.0,0.8333333333333334,0.19230769230769232,0.3125,20.0,6.0,26.0,0.0,0.0,0.08078314745972191,0.0,1.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,50,80,80.0,9.0,8.0,1.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.18043689706886862,0.0,1.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,50,100,100.0,10.0,9.0,1.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.038461538461538464,0.038461538461538464,0.1642772418389933,0.0,1.0,100.0,0.6747638326585768,0.20769230769230768
development,random,uniform_nested,51,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,51,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261784,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,51,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.07692307692307693,0.07692307692307693,0.6463862928348965,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
