dataset,method,method_variant,seed,budget,exact_oracle_calls,selected_positive_units,selected_distinct_reference_events,positive_duplicate_burden,event_precision,event_recall,event_f1,event_count_error,predicted_event_count,reference_event_count,tiou_03,tiou_05,matched_mean_iou,overmerge,oversplit,returned_seconds,overcoverage_ratio,event_recall_per_returned_minute
development,random,uniform_nested,10,80,80.0,5.0,3.0,2.0,0.6,0.11538461538461539,0.1935483870967742,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.3761650588503313,0.0,2.0,50.0,0.3373819163292884,0.13846153846153847
development,random,uniform_nested,10,100,100.0,9.0,4.0,5.0,0.6666666666666666,0.15384615384615385,0.25,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.23070786864931275,0.0,2.0,90.0,0.6072874493927192,0.10256410256410257
development,random,uniform_nested,11,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,11,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,11,20,20.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.0,0.0,0.07472893432466206,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,11,50,50.0,7.0,6.0,1.0,0.8571428571428571,0.23076923076923078,0.36363636363636365,19.0,7.0,26.0,0.0,0.0,0.06731928954977016,0.0,1.0,70.0,0.4723346828610038,0.1978021978021978
development,random,uniform_nested,11,80,80.0,9.0,7.0,2.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.0,0.0,0.08540449637103424,0.0,1.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,11,100,100.0,14.0,10.0,4.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.07692307692307693,0.038461538461538464,0.13617472118958512,0.0,1.0,140.0,0.9446693657220075,0.16483516483516483
development,random,uniform_nested,12,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,12,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,12,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,12,50,50.0,9.0,7.0,2.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.21391584483565568,0.0,1.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,12,80,80.0,10.0,8.0,2.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.19592636423119644,0.0,1.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,12,100,100.0,12.0,10.0,2.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.07692307692307693,0.07692307692307693,0.25719903531018856,0.0,1.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,13,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,13,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,13,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.08797191243286683,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,13,50,50.0,7.0,6.0,1.0,0.8571428571428571,0.23076923076923078,0.36363636363636365,19.0,7.0,26.0,0.0,0.0,0.07315262288309818,0.0,1.0,70.0,0.4723346828610038,0.1978021978021978
development,random,uniform_nested,13,80,80.0,10.0,8.0,2.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.0,0.0,0.08347893432464984,0.0,1.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,13,100,100.0,15.0,12.0,3.0,0.9230769230769231,0.46153846153846156,0.6153846153846155,13.0,13.0,26.0,0.038461538461538464,0.038461538461538464,0.12065262288309951,0.0,1.0,150.0,1.0121457489878651,0.18461538461538463
development,random,uniform_nested,14,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,14,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,14,20,20.0,4.0,3.0,1.0,0.75,0.11538461538461539,0.19999999999999998,22.0,4.0,26.0,0.0,0.0,0.087971912432882,0.0,1.0,40.0,0.26990553306343074,0.1730769230769231
development,random,uniform_nested,14,50,50.0,7.0,6.0,1.0,0.8571428571428571,0.23076923076923078,0.36363636363636365,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.21724919609183227,0.0,1.0,70.0,0.4723346828610038,0.1978021978021978
development,random,uniform_nested,14,80,80.0,9.0,7.0,2.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.07692307692307693,0.07692307692307693,0.26764216807871405,0.0,1.0,90.0,0.6072874493927192,0.1794871794871795
development,random,uniform_nested,14,100,100.0,11.0,8.0,3.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.07692307692307693,0.07692307692307693,0.2540513642312047,0.0,1.0,110.0,0.7422402159244345,0.16783216783216784
development,random,uniform_nested,15,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,15,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07945786864931957,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,15,20,20.0,3.0,2.0,1.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.141415737298638,0.0,0.0,30.0,0.20242914979757304,0.15384615384615385
development,random,uniform_nested,15,50,50.0,6.0,5.0,1.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.2714821827699229,0.0,0.0,60.0,0.4048582995951461,0.19230769230769232
development,random,uniform_nested,15,80,80.0,11.0,9.0,2.0,0.9,0.34615384615384615,0.5,16.0,10.0,26.0,0.07692307692307693,0.07692307692307693,0.27799892812243754,0.0,1.0,110.0,0.7422402159244345,0.1888111888111888
development,random,uniform_nested,15,100,100.0,14.0,11.0,3.0,0.8461538461538461,0.4230769230769231,0.5641025641025641,13.0,13.0,26.0,0.11538461538461539,0.11538461538461539,0.3187790720322086,0.0,2.0,140.0,0.9446693657220075,0.1813186813186813
development,random,uniform_nested,16,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.12391573729863686,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,16,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.09695786864932071,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,16,20,20.0,3.0,2.0,1.0,0.6666666666666666,0.07692307692307693,0.13793103448275862,23.0,3.0,26.0,0.0,0.0,0.09695786864932071,0.0,1.0,30.0,0.20242914979757304,0.15384615384615385
development,random,uniform_nested,16,50,50.0,8.0,6.0,2.0,0.75,0.23076923076923078,0.3529411764705882,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.2172491960918285,0.0,2.0,80.0,0.5398110661268615,0.1730769230769231
development,random,uniform_nested,16,80,80.0,11.0,7.0,4.0,0.7777777777777778,0.2692307692307692,0.39999999999999997,17.0,9.0,26.0,0.07692307692307693,0.07692307692307693,0.20555939104265883,0.0,2.0,110.0,0.7422402159244345,0.14685314685314685
development,random,uniform_nested,16,100,100.0,13.0,9.0,4.0,0.8181818181818182,0.34615384615384615,0.4864864864864865,15.0,11.0,26.0,0.11538461538461539,0.11538461538461539,0.2714994640612188,0.0,2.0,130.0,0.8771929824561499,0.15976331360946747
development,random,uniform_nested,17,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,17,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,17,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,17,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.0,0.0,0.06999999999998635,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,17,80,80.0,8.0,8.0,0.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.0,0.0,0.061249999999991186,0.0,0.0,80.0,0.5398110661268615,0.23076923076923078
development,random,uniform_nested,17,100,100.0,12.0,12.0,0.0,1.0,0.46153846153846156,0.631578947368421,14.0,12.0,26.0,0.07692307692307693,0.07692307692307693,0.21275621798360414,0.0,0.0,120.0,0.8097165991902922,0.23076923076923078
development,random,uniform_nested,18,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,18,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,18,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.06999999999999697,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,18,50,50.0,7.0,6.0,1.0,0.8571428571428571,0.23076923076923078,0.36363636363636365,19.0,7.0,26.0,0.0,0.0,0.07898595621643568,0.0,1.0,70.0,0.4723346828610038,0.1978021978021978
development,random,uniform_nested,18,80,80.0,11.0,10.0,1.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.16184951765509148,0.0,1.0,110.0,0.7422402159244345,0.20979020979020982
development,random,uniform_nested,18,100,100.0,12.0,10.0,2.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.17424109138495517,0.0,1.0,120.0,0.8097165991902922,0.19230769230769232
development,random,uniform_nested,19,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.007777777777778283,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,19,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.007777777777778283,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,19,20,20.0,3.0,2.0,1.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.0944444444444356,0.0,0.0,30.0,0.20242914979757304,0.15384615384615385
development,random,uniform_nested,19,50,50.0,5.0,4.0,1.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.038461538461538464,0.038461538461538464,0.2896170820352986,0.0,0.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,19,80,80.0,10.0,8.0,2.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.12548611111110008,0.0,0.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,19,100,100.0,11.0,9.0,2.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.07692307692307693,0.07692307692307693,0.21538536979345924,0.0,0.0,110.0,0.7422402159244345,0.1888111888111888
development,random,uniform_nested,20,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,20,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,20,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.05249999999999773,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,20,50,50.0,8.0,8.0,0.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.0,0.0,0.06798946716232591,0.0,0.0,80.0,0.5398110661268615,0.23076923076923078
development,random,uniform_nested,20,80,80.0,15.0,12.0,3.0,0.8571428571428571,0.46153846153846156,0.6,12.0,14.0,26.0,0.038461538461538464,0.038461538461538464,0.10449297810821696,0.0,2.0,150.0,1.0121457489878651,0.18461538461538463
development,random,uniform_nested,20,100,100.0,17.0,14.0,3.0,0.875,0.5384615384615384,0.6666666666666667,10.0,16.0,26.0,0.038461538461538464,0.038461538461538464,0.09956540980704376,0.0,2.0,170.0,1.1470985155195805,0.19004524886877827
development,random,uniform_nested,21,5,5.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,21,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.09695786864930933,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,21,20,20.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.0,0.0,0.07472893432464785,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,21,50,50.0,8.0,6.0,2.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.07692307692307693,0.038461538461538464,0.2585544418580299,0.0,0.0,80.0,0.5398110661268615,0.1730769230769231
development,random,uniform_nested,21,80,80.0,11.0,9.0,2.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.11538461538461539,0.07692307692307693,0.29176734337783056,0.0,0.0,110.0,0.7422402159244345,0.1888111888111888
development,random,uniform_nested,21,100,100.0,13.0,11.0,2.0,1.0,0.4230769230769231,0.5945945945945945,15.0,11.0,26.0,0.11538461538461539,0.07692307692307693,0.2514460082182232,0.0,0.0,130.0,0.8771929824561499,0.1952662721893491
development,random,uniform_nested,22,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,22,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,22,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.0879719124328744,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,22,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.038461538461538464,0.038461538461538464,0.22308252942516413,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,22,80,80.0,9.0,8.0,1.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.18043689706887253,0.0,1.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,22,100,100.0,11.0,10.0,1.0,0.9090909090909091,0.38461538461538464,0.5405405405405405,15.0,11.0,26.0,0.038461538461538464,0.038461538461538464,0.15834951765509436,0.0,1.0,110.0,0.7422402159244345,0.20979020979020982
development,random,uniform_nested,23,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,23,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,23,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,23,50,50.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,23,80,80.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.038461538461538464,0.038461538461538464,0.27739485981308526,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,23,100,100.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.23591588785046452,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,24,5,5.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.038461538461538464,0.038461538461538464,0.5022897196261784,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,24,10,10.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.038461538461538464,0.038461538461538464,0.35819314641745376,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,24,20,20.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.038461538461538464,0.038461538461538464,0.28614485981309146,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,24,50,50.0,8.0,8.0,0.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.18043689706886967,0.0,0.0,80.0,0.5398110661268615,0.23076923076923078
development,random,uniform_nested,24,80,80.0,13.0,11.0,2.0,0.9166666666666666,0.4230769230769231,0.5789473684210527,14.0,12.0,26.0,0.038461538461538464,0.038461538461538464,0.1584009921681439,0.0,1.0,130.0,0.8771929824561499,0.1952662721893491
development,random,uniform_nested,24,100,100.0,13.0,11.0,2.0,0.9166666666666666,0.4230769230769231,0.5789473684210527,14.0,12.0,26.0,0.038461538461538464,0.038461538461538464,0.1584009921681439,0.0,1.0,130.0,0.8771929824561499,0.1952662721893491
development,random,uniform_nested,25,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,25,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,25,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.06999999999999318,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,25,50,50.0,4.0,4.0,0.0,1.0,0.15384615384615385,0.2666666666666667,22.0,4.0,26.0,0.0,0.0,0.061249999999989764,0.0,0.0,40.0,0.26990553306343074,0.23076923076923078
development,random,uniform_nested,25,80,80.0,8.0,7.0,1.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.038461538461538464,0.038461538461538464,0.13413081961408416,0.0,0.0,80.0,0.5398110661268615,0.20192307692307693
development,random,uniform_nested,25,100,100.0,10.0,8.0,2.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.14160393432465385,0.0,0.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,26,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,26,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,26,20,20.0,3.0,2.0,1.0,0.6666666666666666,0.07692307692307693,0.13793103448275862,23.0,3.0,26.0,0.0,0.0,0.09695786864930933,0.0,1.0,30.0,0.20242914979757304,0.15384615384615385
development,random,uniform_nested,26,50,50.0,5.0,4.0,1.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.0,0.0,0.07472893432465069,0.0,1.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,26,80,80.0,9.0,8.0,1.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.0,0.0,0.07236446716232406,0.0,1.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,26,100,100.0,12.0,11.0,1.0,0.9166666666666666,0.4230769230769231,0.5789473684210527,14.0,12.0,26.0,0.0,0.0,0.06853779429986794,0.0,1.0,120.0,0.8097165991902922,0.21153846153846154
development,random,uniform_nested,27,5,5.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,27,10,10.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,27,20,20.0,2.0,2.0,0.0,1.0,0.07692307692307693,0.14285714285714288,24.0,2.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,20.0,0.13495276653171537,0.23076923076923078
development,random,uniform_nested,27,50,50.0,8.0,7.0,1.0,0.875,0.2692307692307692,0.411764705882353,18.0,8.0,26.0,0.038461538461538464,0.038461538461538464,0.19621359665013613,0.0,1.0,80.0,0.5398110661268615,0.20192307692307693
development,random,uniform_nested,27,80,80.0,10.0,8.0,2.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.13048946716232168,0.0,1.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,27,100,100.0,10.0,8.0,2.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.038461538461538464,0.038461538461538464,0.13048946716232168,0.0,1.0,100.0,0.6747638326585768,0.18461538461538463
development,random,uniform_nested,28,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,28,10,10.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.06999999999998181,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,28,20,20.0,3.0,3.0,0.0,1.0,0.11538461538461539,0.20689655172413793,23.0,3.0,26.0,0.0,0.0,0.06999999999998939,0.0,0.0,30.0,0.20242914979757304,0.23076923076923078
development,random,uniform_nested,28,50,50.0,6.0,6.0,0.0,1.0,0.23076923076923078,0.375,20.0,6.0,26.0,0.0,0.0,0.07898595621643474,0.0,0.0,60.0,0.4048582995951461,0.23076923076923078
development,random,uniform_nested,28,80,80.0,7.0,7.0,0.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.0,0.0,0.07770224818551615,0.0,0.0,70.0,0.4723346828610038,0.23076923076923075
development,random,uniform_nested,28,100,100.0,9.0,8.0,1.0,1.0,0.3076923076923077,0.47058823529411764,18.0,8.0,26.0,0.0,0.0,0.07611111111110876,0.0,0.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,29,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,29,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,29,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.07000000000000454,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,29,50,50.0,5.0,5.0,0.0,1.0,0.19230769230769232,0.32258064516129037,21.0,5.0,26.0,0.0,0.0,0.07378314745971919,0.0,0.0,50.0,0.3373819163292884,0.23076923076923078
development,random,uniform_nested,29,80,80.0,7.0,7.0,0.0,1.0,0.2692307692307692,0.42424242424242425,19.0,7.0,26.0,0.0,0.0,0.07270224818551176,0.0,0.0,70.0,0.4723346828610038,0.23076923076923075
development,random,uniform_nested,29,100,100.0,9.0,9.0,0.0,1.0,0.34615384615384615,0.5142857142857142,17.0,9.0,26.0,0.0,0.0,0.06821285969984071,0.0,0.0,90.0,0.6072874493927192,0.23076923076923075
development,random,uniform_nested,30,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,30,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development,random,uniform_nested,30,20,20.0,1.0,1.0,0.0,1.0,0.038461538461538464,0.07407407407407407,25.0,1.0,26.0,0.0,0.0,0.034999999999990906,0.0,0.0,10.0,0.06747638326585768,0.23076923076923078
development,random,uniform_nested,30,50,50.0,5.0,4.0,1.0,0.8,0.15384615384615385,0.25806451612903225,21.0,5.0,26.0,0.038461538461538464,0.038461538461538464,0.29087379413774045,0.0,1.0,50.0,0.3373819163292884,0.18461538461538463
development,random,uniform_nested,30,80,80.0,9.0,8.0,1.0,0.8888888888888888,0.3076923076923077,0.4571428571428572,17.0,9.0,26.0,0.07692307692307693,0.07692307692307693,0.2885093269754078,0.0,1.0,90.0,0.6072874493927192,0.20512820512820515
development,random,uniform_nested,30,100,100.0,13.0,11.0,2.0,0.8461538461538461,0.4230769230769231,0.5641025641025641,13.0,13.0,26.0,0.07692307692307693,0.07692307692307693,0.2289158741639321,0.0,2.0,130.0,0.8771929824561499,0.1952662721893491
