effective_sensitivity,effective_specificity,unknown_rate,cost_assumption,fixed_fraction,all_placements_pass,worst_event_recall,worst_dense_ratio,worst_false_pruned_event_multiplicity
0.99,0.975,0.05,registered_constant_optimistic,1.0,False,0.4230769230769231,0.6923631123919308,15
0.99,0.975,0.05,registered_grid_0.95,0.95,False,0.4230769230769231,1.021974063400577,15
0.99,0.975,0.1,registered_constant_optimistic,1.0,False,0.4230769230769231,0.7154178674351584,15
0.99,0.975,0.1,registered_grid_0.95,0.95,False,0.4230769230769231,1.047046109510087,15
0.99,0.975,0.2,registered_constant_optimistic,1.0,False,0.4230769230769231,0.7615273775216138,15
0.99,0.975,0.2,registered_grid_0.95,0.95,False,0.4230769230769231,1.0971902017291073,15
0.99,0.99,0.0,registered_constant_optimistic,1.0,False,0.4230769230769231,0.6577809798270894,15
0.99,0.99,0.0,registered_grid_0.95,0.95,False,0.4230769230769231,0.9856628242074932,15
0.99,0.99,0.05,registered_constant_optimistic,1.0,False,0.4230769230769231,0.6923631123919308,15
0.99,0.99,0.05,registered_grid_0.95,0.95,False,0.4230769230769231,1.021974063400577,15
0.99,0.99,0.1,registered_constant_optimistic,1.0,False,0.4230769230769231,0.7154178674351584,15
0.99,0.99,0.1,registered_grid_0.95,0.95,False,0.4230769230769231,1.047046109510087,15
0.99,0.99,0.2,registered_constant_optimistic,1.0,False,0.4230769230769231,0.7557636887608069,15
0.99,0.99,0.2,registered_grid_0.95,0.95,False,0.4230769230769231,1.0914265129683005,15
0.99,1.0,0.0,registered_constant_optimistic,1.0,False,0.4230769230769231,0.6520172910662824,15
0.99,1.0,0.0,registered_grid_0.95,0.95,False,0.4230769230769231,0.9786023054755048,15
0.99,1.0,0.05,registered_constant_optimistic,1.0,False,0.4230769230769231,0.6923631123919308,15
0.99,1.0,0.05,registered_grid_0.95,0.95,False,0.4230769230769231,1.021974063400577,15
0.99,1.0,0.1,registered_constant_optimistic,1.0,False,0.4230769230769231,0.7096541786743515,15
0.99,1.0,0.1,registered_grid_0.95,0.95,False,0.4230769230769231,1.0399855907780984,15
0.99,1.0,0.2,registered_constant_optimistic,1.0,False,0.4230769230769231,0.7557636887608069,15
0.99,1.0,0.2,registered_grid_0.95,0.95,False,0.4230769230769231,1.0914265129683005,15
1.0,0.8,0.0,registered_constant_optimistic,1.0,False,0.8076923076923077,1.2226224783861672,0
1.0,0.8,0.0,registered_grid_0.95,0.95,False,0.8076923076923077,1.6052593659942416,0
1.0,0.8,0.05,registered_constant_optimistic,1.0,False,0.8076923076923077,1.3206051873198847,0
1.0,0.8,0.05,registered_grid_0.95,0.95,False,0.8076923076923077,1.7048270893371802,0
1.0,0.8,0.1,registered_constant_optimistic,1.0,False,0.8076923076923077,1.430115273775216,0
1.0,0.8,0.1,registered_grid_0.95,0.95,False,0.8076923076923077,1.81433717579251,0
1.0,0.8,0.2,registered_constant_optimistic,1.0,False,0.8076923076923077,1.6260806916426513,0
1.0,0.8,0.2,registered_grid_0.95,0.95,False,0.8076923076923077,2.0103025936599437,0
1.0,0.9,0.0,registered_constant_optimistic,1.0,False,0.8076923076923077,0.9402017291066282,0
1.0,0.9,0.0,registered_grid_0.95,0.95,False,0.8076923076923077,1.3152017291066314,0
1.0,0.9,0.05,registered_constant_optimistic,1.0,False,0.8076923076923077,1.0785302593659942,0
1.0,0.9,0.05,registered_grid_0.95,0.95,False,0.8076923076923077,1.4575648414985631,0
1.0,0.9,0.1,registered_constant_optimistic,1.0,False,0.8076923076923077,1.2053314121037464,0
1.0,0.9,0.1,registered_grid_0.95,0.95,False,0.8076923076923077,1.5875360230547604,0
1.0,0.9,0.2,registered_constant_optimistic,1.0,False,0.8076923076923077,1.430115273775216,0
1.0,0.9,0.2,registered_grid_0.95,0.95,False,0.8076923076923077,1.81433717579251,0
1.0,0.95,0.0,registered_constant_optimistic,1.0,False,0.8076923076923077,0.8018731988472623,0
1.0,0.95,0.0,registered_grid_0.95,0.95,False,0.8076923076923077,1.1659221902017303,0
1.0,0.95,0.05,registered_constant_optimistic,1.0,False,0.8076923076923077,0.9344380403458213,0
1.0,0.95,0.05,registered_grid_0.95,0.95,False,0.8076923076923077,1.3090057636887638,0
1.0,0.95,0.1,registered_constant_optimistic,1.0,False,0.8076923076923077,1.0785302593659942,0
1.0,0.95,0.1,registered_grid_0.95,0.95,False,0.8076923076923077,1.4575648414985631,0
1.0,0.95,0.2,registered_constant_optimistic,1.0,False,0.8076923076923077,1.3206051873198847,0
1.0,0.95,0.2,registered_grid_0.95,0.95,False,0.8076923076923077,1.7048270893371802,0
1.0,0.975,0.0,registered_constant_optimistic,1.0,False,0.8076923076923077,0.7211815561959655,0
1.0,0.975,0.0,registered_grid_0.95,0.95,False,0.8076923076923077,1.0748559077809803,0
1.0,0.975,0.05,registered_constant_optimistic,1.0,False,0.8076923076923077,0.8595100864553314,0
1.0,0.975,0.05,registered_grid_0.95,0.95,False,0.8076923076923077,1.228458213256486,0
1.0,0.975,0.1,registered_constant_optimistic,1.0,False,0.8076923076923077,1.0036023054755043,0
1.0,0.975,0.1,registered_grid_0.95,0.95,False,0.8076923076923077,1.3807636887608106,0
1.0,0.975,0.2,registered_constant_optimistic,1.0,False,0.8076923076923077,1.2629682997118155,0
1.0,0.975,0.2,registered_grid_0.95,0.95,False,0.8076923076923077,1.6466138328530304,0
1.0,0.99,0.0,registered_constant_optimistic,1.0,True,0.8076923076923077,0.6750720461095101,0
1.0,0.99,0.0,registered_grid_0.95,0.95,False,0.8076923076923077,1.0183717579250726,0
1.0,0.99,0.05,registered_constant_optimistic,1.0,False,0.8076923076923077,0.8134005763688761,0
1.0,0.99,0.05,registered_grid_0.95,0.95,False,0.8076923076923077,1.1786023054755055,0
1.0,0.99,0.1,registered_constant_optimistic,1.0,False,0.8076923076923077,0.9690201729106628,0
1.0,0.99,0.1,registered_grid_0.95,0.95,False,0.8076923076923077,1.3453170028818475,0
1.0,0.99,0.2,registered_constant_optimistic,1.0,False,0.8076923076923077,1.2399135446685878,0
1.0,0.99,0.2,registered_grid_0.95,0.95,False,0.8076923076923077,1.6229827089337228,0
1.0,1.0,0.0,registered_constant_optimistic,1.0,True,0.8076923076923077,0.6404899135446686,0
1.0,1.0,0.0,registered_grid_0.95,0.95,False,0.8076923076923077,0.9669308357348707,0
1.0,1.0,0.05,registered_constant_optimistic,1.0,False,0.8076923076923077,0.8018731988472623,0
1.0,1.0,0.05,registered_grid_0.95,0.95,False,0.8076923076923077,1.1659221902017303,0
1.0,1.0,0.1,registered_constant_optimistic,1.0,False,0.8076923076923077,0.9402017291066282,0
1.0,1.0,0.1,registered_grid_0.95,0.95,False,0.8076923076923077,1.3152017291066314,0
1.0,1.0,0.2,registered_constant_optimistic,1.0,False,0.8076923076923077,1.2226224783861672,0
1.0,1.0,0.2,registered_grid_0.95,0.95,False,0.8076923076923077,1.6052593659942416,0
