replicate,metric,median,mean
146,delta_F1,0.0069023569023569,0.012574758236858684
146,delta_EventRecall,0.00609756097560975,0.011123429416112334
146,delta_AnytimeAUC,0.007912120399960934,0.008334981917079981
147,delta_F1,0.0,0.0029601155530705587
147,delta_EventRecall,0.0,0.004545454545454542
147,delta_AnytimeAUC,0.005286363539346306,0.0015796684577719332
148,delta_F1,0.0,0.0029601155530705587
148,delta_EventRecall,0.0,0.004545454545454542
148,delta_AnytimeAUC,0.005286363539346306,0.002631537308477474
149,delta_F1,0.0,0.000617178378200608
149,delta_EventRecall,0.0,0.0009993552546744
149,delta_AnytimeAUC,0.005286363539346306,0.0014360758204175021
150,delta_F1,0.0,-0.0011305869149006336
150,delta_EventRecall,0.0,-0.0015135789655768917
150,delta_AnytimeAUC,0.011067726952077556,0.005725071826771779
151,delta_F1,-0.01355942376950775,-0.010170202761239134
151,delta_EventRecall,-0.010638297872340425,-0.008605777547137176
151,delta_AnytimeAUC,-0.012680155305849927,-0.009408213955475664
152,delta_F1,0.0069023569023569,0.005218749646438541
152,delta_EventRecall,0.00609756097560975,0.005064395905080901
152,delta_AnytimeAUC,0.010537877260575562,0.0031865803941605875
153,delta_F1,0.0138047138047138,0.007519535280557508
153,delta_EventRecall,0.0121951219512195,0.00709691623028415
153,delta_AnytimeAUC,0.010537877260575562,0.0030099638303265897
154,delta_F1,0.0138047138047138,0.014875543870977649
154,delta_EventRecall,0.0121951219512195,0.013155949741315584
154,delta_AnytimeAUC,0.011067726952077556,0.010262103054657065
155,delta_F1,0.0,0.0034112275047005155
155,delta_EventRecall,0.0,0.0019987105093488004
155,delta_AnytimeAUC,0.008441970091462928,0.0013272973777885971
156,delta_F1,-0.00326530612244895,-0.0010066720290809667
156,delta_EventRecall,0.0,0.0005189413596263584
156,delta_AnytimeAUC,0.0007220532094527748,-0.00029679171477319893
157,delta_F1,0.0,0.0074377719354888246
157,delta_EventRecall,0.0,0.006577974870657792
157,delta_AnytimeAUC,0.011067726952077556,0.009352036573059996
158,delta_F1,-0.00326530612244895,-0.00326530612244895
158,delta_EventRecall,0.0,0.0
158,delta_AnytimeAUC,-0.0019037036511618532,-0.0008518348004563128
159,delta_F1,0.0069023569023569,0.012574758236858682
159,delta_EventRecall,0.00609756097560975,0.011123429416112334
159,delta_AnytimeAUC,0.007912120399960934,0.008334981917079981
160,delta_F1,0.0069023569023569,0.009738557569607792
160,delta_EventRecall,0.00609756097560975,0.008610495195861042
160,delta_AnytimeAUC,0.010537877260575562,0.009175420009225999
161,delta_F1,0.0,0.0029601155530705587
161,delta_EventRecall,0.0,0.004545454545454542
161,delta_AnytimeAUC,0.005286363539346306,0.002631537308477474
162,delta_F1,0.0036370507799079505,0.0017873770974189407
162,delta_EventRecall,0.00609756097560975,0.0015182966143007586
162,delta_AnytimeAUC,0.0007220532094527748,-0.0014574390081076444
163,delta_F1,0.0,0.0011701987192183332
163,delta_EventRecall,0.0,0.0005189413596263584
163,delta_AnytimeAUC,0.010537877260575562,0.005548455262937781
164,delta_F1,0.0,0.0029179640123195745
164,delta_EventRecall,0.0,0.0030318755798776497
