run_id,method,family,task_id,deadline_name,replicate,action,checkpoint_index,confirmed_events,elapsed_seconds,frontier_candidates,frontier_temporal_entropy,frontier_unique_temporal_cells,observed_units,physical_oracle_calls,snapshot_path,temporal_coverage,event_precision,event_recall,event_f1,unique_confirmed_events
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,5,0,21.858348555,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,6,0,22.832469006,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,7,0,23.947395313,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,query,8,0,41.536665144,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,9,0,42.880692936,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,10,0,43.98961714,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,11,0,44.97083712,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,query,12,0,62.878909177,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,13,0,64.05945508,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,14,0,65.019349,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,scan,15,0,66.02164917,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_high__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_high,2,query,16,0,83.120032584,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_high__replicate_02/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,initial_commit,0,0,0.049165365,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,1,0,0.984925908,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_001_snapshot.json,0.0017650582711492553,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,2,0,1.883614782,1,0.0,1,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_002_snapshot.json,0.0035301165422985106,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,3,0,2.860674583,2,1.0,2,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_003_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,query,4,0,20.109232441,1,0.0,1,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_004_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,5,0,21.112351265,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,6,0,22.125375782,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,7,0,23.152971236,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,query,8,0,40.487738728,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,9,0,41.516322406,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,10,0,42.411068302,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,11,0,43.385423567,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,query,12,0,61.329355482,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,13,0,62.300675123,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,14,0,63.208858421,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,scan,15,0,64.09025001,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r00__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,0,query,16,0,81.121883614,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_00/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,initial_commit,0,0,0.051909776,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,1,0,1.132226959,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_001_snapshot.json,0.0017650582711492553,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,2,0,2.090143612,1,0.0,1,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_002_snapshot.json,0.0035301165422985106,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,3,0,3.156331271,2,1.0,2,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_003_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,query,4,0,20.291780219,1,0.0,1,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_004_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,5,0,21.371547185,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,6,0,22.503897654,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,7,0,23.591105424,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,query,8,0,40.931770649,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,9,0,41.973498396,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,10,0,42.980716803,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,11,0,43.999558237,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,query,12,0,61.756680868,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,13,0,62.903342026,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,14,0,63.978523262,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,scan,15,0,64.92734527,6,0.9999999999999999,6,12,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_015_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r01__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,1,query,16,0,81.97229662,5,1.0000000000000002,5,12,4,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_01/attempt_001/checkpoint_016_snapshot.json,0.021180699253791062,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,initial_commit,0,0,0.05065204,0,0.0,0,0,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_000_snapshot.json,0.0,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,1,0,1.144293843,1,0.0,1,1,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_001_snapshot.json,0.0017650582711492553,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,2,0,2.311114642,1,0.0,1,2,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_002_snapshot.json,0.0035301165422985106,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,3,0,3.527622561,2,1.0,2,3,0,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_003_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,query,4,0,20.828145663,1,0.0,1,3,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_004_snapshot.json,0.0052951748134477655,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,5,0,21.918678198,2,1.0,2,4,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_005_snapshot.json,0.007060233084597021,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,6,0,23.043195274,3,0.9999999999999998,3,5,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_006_snapshot.json,0.008825291355746277,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,7,0,24.220167283,4,1.0,4,6,1,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_007_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,query,8,0,41.519929876,3,0.9999999999999998,3,6,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_008_snapshot.json,0.010590349626895531,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,9,0,42.727171825,4,1.0,4,7,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_009_snapshot.json,0.012355407898044787,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,10,0,43.87396752,4,1.0,4,8,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_010_snapshot.json,0.014120466169194042,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,11,0,45.062167379,5,1.0000000000000002,5,9,2,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_011_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,query,12,0,62.722097316,4,1.0,4,9,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_012_snapshot.json,0.015885524440343298,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,13,0,63.930205251,4,1.0,4,10,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_013_snapshot.json,0.017650582711492554,0.0,0.0,0.0,0
exposure_temporal_nms__Y8__V1_Q2__T_transition__r02__attempt_001,exposure_temporal_nms,Y8,V1_Q2,T_transition,2,scan,14,0,65.152645131,5,1.0000000000000002,5,11,3,/qiuyeqing/llama_prl/G-ARC/outputs/psvr_two_video_loop/h_expose2/revision_exposure_temporal_nms/raw/exposure_temporal_nms__Y8__V1_Q2__T_transition__replicate_02/attempt_001/checkpoint_014_snapshot.json,0.01941564098264181,0.0,0.0,0.0,0
