video_id,query_id,proxy_family,budget,generator,seed,trace_hash,selected_unit_ids_json,verified_positive_count,positive_yield,number_of_temporal_regions_touched,coverage_fraction,largest_unqueried_gap_units,temporal_dispersion,positive_temporal_dispersion_ORACLE_OBSERVED_AFTER_VERIFY
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,0,dd920fb6ad5a79cacd4898fcd431f6201e891ce15db4fa428a693ec5a3514697,"[""DALI_u0385"",""DALI_u0197"",""DALI_u0538"",""DALI_u0162"",""DALI_u0018"",""DALI_u0517"",""DALI_u0233"",""DALI_u0298"",""DALI_u0504"",""DALI_u0039""]",1,0.1,10,0.9188712522045855,122,0.3224935331711047,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,1,8ee3e370e082d8dbea0f439903c03d86a6475dc313461e9398c7650cba3e1d40,"[""DALI_u0321"",""DALI_u0079"",""DALI_u0459"",""DALI_u0180"",""DALI_u0514"",""DALI_u0295"",""DALI_u0116"",""DALI_u0004"",""DALI_u0254"",""DALI_u0339""]",0,0.0,10,0.9012345679012346,119,0.2740628957943378,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,2,edaaa790b83331e78785ee6020a09c6b8ff532b2f8037d4ebb0cac5fbe0c8870,"[""DALI_u0098"",""DALI_u0284"",""DALI_u0274"",""DALI_u0444"",""DALI_u0429"",""DALI_u0519"",""DALI_u0375"",""DALI_u0060"",""DALI_u0448"",""DALI_u0091""]",4,0.4,10,0.8112874779541446,175,0.2825947292389661,0.2951984364710531
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,3,f0d72b94dfae760c5c9ce55493823ed65efa05be8f40f62654324d90ffa0f11b,"[""DALI_u0009"",""DALI_u0147"",""DALI_u0023"",""DALI_u0461"",""DALI_u0210"",""DALI_u0250"",""DALI_u0547"",""DALI_u0220"",""DALI_u0330"",""DALI_u0202""]",0,0.0,10,0.9506172839506173,130,0.286596673237695,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,4,e9a06f091a5f4cb75e4a7eb63f9aedd1efb5ae66e173b987d68cee4973117a46,"[""DALI_u0181"",""DALI_u0026"",""DALI_u0240"",""DALI_u0234"",""DALI_u0055"",""DALI_u0130"",""DALI_u0043"",""DALI_u0499"",""DALI_u0395"",""DALI_u0440""]",0,0.0,10,0.8359788359788359,154,0.2865722747730599,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,5,e0d6ef5a521744556704bf30f42436df347d7d9dc9ae98012fd24fff239571d0,"[""DALI_u0139"",""DALI_u0515"",""DALI_u0435"",""DALI_u0489"",""DALI_u0386"",""DALI_u0532"",""DALI_u0223"",""DALI_u0485"",""DALI_u0121"",""DALI_u0074""]",2,0.2,10,0.8095238095238095,162,0.30328176452035777,0.0035335689045936395
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,6,9b78b7991607bbf10277106cae97c52dd644e03181cf401e7656402aa8a932d8,"[""DALI_u0527"",""DALI_u0296"",""DALI_u0111"",""DALI_u0510"",""DALI_u0370"",""DALI_u0432"",""DALI_u0247"",""DALI_u0480"",""DALI_u0529"",""DALI_u0042""]",1,0.1,10,0.8606701940035273,135,0.2947462487832904,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,SeededTemporalHash,7,971b0bb43fe2c4686a67ba597d82a8e447aea3473d4a24d108b3f3fdc4586c44,"[""DALI_u0204"",""DALI_u0208"",""DALI_u0022"",""DALI_u0150"",""DALI_u0390"",""DALI_u0294"",""DALI_u0394"",""DALI_u0335"",""DALI_u0466"",""DALI_u0287""]",0,0.0,10,0.7848324514991182,127,0.22147331982672988,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,StaticProxyRank,0,114172bbefb7b04b7b8d3d03a0bc19ea485fe1d3f44705ed66a22c7f448242aa,"[""DALI_u0367"",""DALI_u0360"",""DALI_u0398"",""DALI_u0474"",""DALI_u0373"",""DALI_u0356"",""DALI_u0376"",""DALI_u0460"",""DALI_u0468"",""DALI_u0475""]",6,0.6,9,0.21164021164021163,356,0.08675991095321428,0.09251281476295604
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,10,UniformTemporal,0,31aeae31ea59c3d4f8ea62eb57b680cb9ef97785bb9821f8fdeb2c8e90f42db5,"[""DALI_u0000"",""DALI_u0063"",""DALI_u0126"",""DALI_u0189"",""DALI_u0252"",""DALI_u0314"",""DALI_u0377"",""DALI_u0440"",""DALI_u0503"",""DALI_u0566""]",1,0.1,10,1.0,62,0.3189376273720365,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,CoverageFirst,0,eee69f595cc89f469ab0ec98f2fd682ae7cf90d57547eb8970779f043720335d,"[""DALI_u0283"",""DALI_u0141"",""DALI_u0070"",""DALI_u0035"",""DALI_u0017"",""DALI_u0008"",""DALI_u0004"",""DALI_u0002"",""DALI_u0001"",""DALI_u0000"",""DALI_u0003"",""DALI_u0006"",""DALI_u0005"",""DALI_u0007"",""DALI_u0013"",""DALI_u0011"",""DALI_u0010"",""DALI_u0009"",""DALI_u0012"",""DALI_u0015""]",2,0.1,7,0.5008818342151675,283,0.11597214057545896,0.006183745583038869
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,MMR_w025,0,ee347797e15c9b4c65e486a28859a3751ca0b948c3b5782ecea23e1cff1ba348,"[""DALI_u0367"",""DALI_u0075"",""DALI_u0474"",""DALI_u0208"",""DALI_u0398"",""DALI_u0360"",""DALI_u0373"",""DALI_u0460"",""DALI_u0356"",""DALI_u0376"",""DALI_u0468"",""DALI_u0380"",""DALI_u0475"",""DALI_u0365"",""DALI_u0366"",""DALI_u0191"",""DALI_u0357"",""DALI_u0193"",""DALI_u0399"",""DALI_u0364""]",10,0.5,14,0.7072310405643739,147,0.1813446315751207,0.07888667848441167
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,MMR_w050,0,2c7f5d8494d71faf1047d7dc05004df6ffaa7e9a035fabc04937bc56163e51e0,"[""DALI_u0367"",""DALI_u0075"",""DALI_u0474"",""DALI_u0208"",""DALI_u0398"",""DALI_u0360"",""DALI_u0460"",""DALI_u0373"",""DALI_u0356"",""DALI_u0376"",""DALI_u0468"",""DALI_u0191"",""DALI_u0380"",""DALI_u0539"",""DALI_u0127"",""DALI_u0475"",""DALI_u0365"",""DALI_u0366"",""DALI_u0357"",""DALI_u0442""]",9,0.45,16,0.8201058201058201,147,0.20760301848773827,0.08205544375980958
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,MMR_w075,0,5e352e9a00925c0cd19a2b1f3f0bc5bb9c3dc80486439ae034d4aa52f8ff8f81,"[""DALI_u0367"",""DALI_u0000"",""DALI_u0191"",""DALI_u0539"",""DALI_u0460"",""DALI_u0101"",""DALI_u0279"",""DALI_u0398"",""DALI_u0233"",""DALI_u0071"",""DALI_u0474"",""DALI_u0356"",""DALI_u0380"",""DALI_u0208"",""DALI_u0373"",""DALI_u0360"",""DALI_u0144"",""DALI_u0442"",""DALI_u0468"",""DALI_u0376""]",7,0.35,20,0.9523809523809523,76,0.25874556795876935,0.1895512360762817
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,0,b14057acb8750fe6014b743f2d29368725e3a0ac9dcd919c77267b8c9eff96c0,"[""DALI_u0385"",""DALI_u0197"",""DALI_u0538"",""DALI_u0162"",""DALI_u0018"",""DALI_u0517"",""DALI_u0233"",""DALI_u0298"",""DALI_u0504"",""DALI_u0039"",""DALI_u0022"",""DALI_u0354"",""DALI_u0327"",""DALI_u0454"",""DALI_u0557"",""DALI_u0097"",""DALI_u0115"",""DALI_u0493"",""DALI_u0548"",""DALI_u0476""]",2,0.1,20,0.9523809523809523,68,0.3316297715604841,0.2924028268551237
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,1,7b4dce08b794b9c2456d927a55331b5188d13eb686fdaecabf414bf9dcbf3faf,"[""DALI_u0321"",""DALI_u0079"",""DALI_u0459"",""DALI_u0180"",""DALI_u0514"",""DALI_u0295"",""DALI_u0116"",""DALI_u0004"",""DALI_u0254"",""DALI_u0339"",""DALI_u0168"",""DALI_u0520"",""DALI_u0317"",""DALI_u0553"",""DALI_u0015"",""DALI_u0050"",""DALI_u0316"",""DALI_u0128"",""DALI_u0203"",""DALI_u0465""]",1,0.05,19,0.9700176366843033,119,0.29968570566774283,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,2,eac3afb22f3c6a319f10bcf4bb5bc790be3a0ae931f0ab57904ef95acf3957aa,"[""DALI_u0098"",""DALI_u0284"",""DALI_u0274"",""DALI_u0444"",""DALI_u0429"",""DALI_u0519"",""DALI_u0375"",""DALI_u0060"",""DALI_u0448"",""DALI_u0091"",""DALI_u0005"",""DALI_u0245"",""DALI_u0259"",""DALI_u0532"",""DALI_u0405"",""DALI_u0313"",""DALI_u0317"",""DALI_u0097"",""DALI_u0479"",""DALI_u0079""]",4,0.2,19,0.9312169312169312,146,0.2881436814220952,0.2951984364710531
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,3,08134c8bfc7dc4363b28a31d9a6ddc7862b7c04af310e054b667fcbb0387dd47,"[""DALI_u0009"",""DALI_u0147"",""DALI_u0023"",""DALI_u0461"",""DALI_u0210"",""DALI_u0250"",""DALI_u0547"",""DALI_u0220"",""DALI_u0330"",""DALI_u0202"",""DALI_u0040"",""DALI_u0321"",""DALI_u0450"",""DALI_u0313"",""DALI_u0539"",""DALI_u0419"",""DALI_u0234"",""DALI_u0089"",""DALI_u0161"",""DALI_u0427""]",1,0.05,20,0.9506172839506173,88,0.28682068258642934,0.0
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,4,eac6262fd99aeac5705ac1b381192c99d9569df967b441d0b916c538fd3c16a2,"[""DALI_u0181"",""DALI_u0026"",""DALI_u0240"",""DALI_u0234"",""DALI_u0055"",""DALI_u0130"",""DALI_u0043"",""DALI_u0499"",""DALI_u0395"",""DALI_u0440"",""DALI_u0485"",""DALI_u0237"",""DALI_u0300"",""DALI_u0294"",""DALI_u0463"",""DALI_u0143"",""DALI_u0146"",""DALI_u0471"",""DALI_u0213"",""DALI_u0219""]",2,0.1,20,0.8359788359788359,94,0.2638484810013486,0.012367491166077738
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,5,420dd15d9e567fb203b06a8df42c3c3f156b4365b6742cd37dbee5e39649d9cd,"[""DALI_u0139"",""DALI_u0515"",""DALI_u0435"",""DALI_u0489"",""DALI_u0386"",""DALI_u0532"",""DALI_u0223"",""DALI_u0485"",""DALI_u0121"",""DALI_u0074"",""DALI_u0109"",""DALI_u0207"",""DALI_u0481"",""DALI_u0130"",""DALI_u0013"",""DALI_u0261"",""DALI_u0553"",""DALI_u0024"",""DALI_u0209"",""DALI_u0254""]",3,0.15,20,0.9541446208112875,124,0.3173741946077442,0.3947910069277514
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,6,68c9766abf10d71b3f0833f3d20bf25b40631eb55e78ea232c7c2b9789a796fd,"[""DALI_u0527"",""DALI_u0296"",""DALI_u0111"",""DALI_u0510"",""DALI_u0370"",""DALI_u0432"",""DALI_u0247"",""DALI_u0480"",""DALI_u0529"",""DALI_u0042"",""DALI_u0411"",""DALI_u0125"",""DALI_u0050"",""DALI_u0297"",""DALI_u0487"",""DALI_u0367"",""DALI_u0185"",""DALI_u0301"",""DALI_u0037"",""DALI_u0483""]",2,0.1,19,0.8694885361552028,65,0.2968467486283276,0.00265017667844523
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,SeededTemporalHash,7,e6a5625b2d70409d542b447f758d36cfac1fefe5832d51cf074e7bc799dfcaba,"[""DALI_u0204"",""DALI_u0208"",""DALI_u0022"",""DALI_u0150"",""DALI_u0390"",""DALI_u0294"",""DALI_u0394"",""DALI_u0335"",""DALI_u0466"",""DALI_u0287"",""DALI_u0345"",""DALI_u0363"",""DALI_u0006"",""DALI_u0530"",""DALI_u0556"",""DALI_u0113"",""DALI_u0121"",""DALI_u0562"",""DALI_u0435"",""DALI_u0302""]",3,0.15,20,0.982363315696649,90,0.2870115512457901,0.40639712369057923
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,StaticProxyRank,0,6440f053455e18928196ca9a02a6b6b6982e6420de1789fd669aaa7bb09afc00,"[""DALI_u0367"",""DALI_u0360"",""DALI_u0398"",""DALI_u0474"",""DALI_u0373"",""DALI_u0356"",""DALI_u0376"",""DALI_u0460"",""DALI_u0468"",""DALI_u0475"",""DALI_u0380"",""DALI_u0365"",""DALI_u0366"",""DALI_u0357"",""DALI_u0191"",""DALI_u0399"",""DALI_u0193"",""DALI_u0364"",""DALI_u0382"",""DALI_u0208""]",10,0.5,14,0.5026455026455027,191,0.14311870144740627,0.07888667848441167
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,20,UniformTemporal,0,4c0d9c4bdecc7bc82634623f27e1b80c3c37f173c7b293293a98c075702c4f67,"[""DALI_u0000"",""DALI_u0030"",""DALI_u0060"",""DALI_u0089"",""DALI_u0119"",""DALI_u0149"",""DALI_u0179"",""DALI_u0209"",""DALI_u0238"",""DALI_u0268"",""DALI_u0298"",""DALI_u0328"",""DALI_u0357"",""DALI_u0387"",""DALI_u0417"",""DALI_u0447"",""DALI_u0477"",""DALI_u0506"",""DALI_u0536"",""DALI_u0566""]",3,0.15,20,1.0,29,0.3033816367802965,0.2757655672921917
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,50,CoverageFirst,0,20a319279e98f2b933ed5e2a694d45e830eea156d2c3c3fb222cd18f8ef537fa,"[""DALI_u0283"",""DALI_u0141"",""DALI_u0070"",""DALI_u0035"",""DALI_u0017"",""DALI_u0008"",""DALI_u0004"",""DALI_u0002"",""DALI_u0001"",""DALI_u0000"",""DALI_u0003"",""DALI_u0006"",""DALI_u0005"",""DALI_u0007"",""DALI_u0013"",""DALI_u0011"",""DALI_u0010"",""DALI_u0009"",""DALI_u0012"",""DALI_u0015"",""DALI_u0014"",""DALI_u0016"",""DALI_u0026"",""DALI_u0022"",""DALI_u0020"",""DALI_u0019"",""DALI_u0018"",""DALI_u0021"",""DALI_u0024"",""DALI_u0023"",""DALI_u0025"",""DALI_u0031"",""DALI_u0029"",""DALI_u0028"",""DALI_u0027"",""DALI_u0030"",""DALI_u0033"",""DALI_u0032"",""DALI_u0034"",""DALI_u0053"",""DALI_u0044"",""DALI_u0040"",""DALI_u0038"",""DALI_u0037"",""DALI_u0036"",""DALI_u0039"",""DALI_u0042"",""DALI_u0041"",""DALI_u0043"",""DALI_u0049""]",4,0.08,6,0.5008818342151675,283,0.07460019254358939,0.025450283199448646
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,50,MMR_w025,0,dba6c45316183b17de2454e327ff917e3bd712235136b63e4f0a58618d2d71a7,"[""DALI_u0367"",""DALI_u0075"",""DALI_u0474"",""DALI_u0208"",""DALI_u0398"",""DALI_u0360"",""DALI_u0373"",""DALI_u0460"",""DALI_u0356"",""DALI_u0376"",""DALI_u0468"",""DALI_u0380"",""DALI_u0475"",""DALI_u0365"",""DALI_u0366"",""DALI_u0191"",""DALI_u0357"",""DALI_u0193"",""DALI_u0399"",""DALI_u0364"",""DALI_u0382"",""DALI_u0480"",""DALI_u0469"",""DALI_u0350"",""DALI_u0442"",""DALI_u0071"",""DALI_u0372"",""DALI_u0381"",""DALI_u0127"",""DALI_u0377"",""DALI_u0068"",""DALI_u0233"",""DALI_u0463"",""DALI_u0183"",""DALI_u0348"",""DALI_u0539"",""DALI_u0378"",""DALI_u0354"",""DALI_u0459"",""DALI_u0363"",""DALI_u0414"",""DALI_u0101"",""DALI_u0218"",""DALI_u0067"",""DALI_u0454"",""DALI_u0369"",""DALI_u0351"",""DALI_u0358"",""DALI_u0355"",""DALI_u0126""]",20,0.4,30,0.8342151675485009,114,0.21986126111997953,0.21227624772110507
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,50,MMR_w050,0,d3aa0438ead03f8fd3491d063c1f064110b78f029a081a3de13ee6f5976b7aa4,"[""DALI_u0367"",""DALI_u0075"",""DALI_u0474"",""DALI_u0208"",""DALI_u0398"",""DALI_u0360"",""DALI_u0460"",""DALI_u0373"",""DALI_u0356"",""DALI_u0376"",""DALI_u0468"",""DALI_u0191"",""DALI_u0380"",""DALI_u0539"",""DALI_u0127"",""DALI_u0475"",""DALI_u0365"",""DALI_u0366"",""DALI_u0357"",""DALI_u0442"",""DALI_u0193"",""DALI_u0382"",""DALI_u0399"",""DALI_u0364"",""DALI_u0480"",""DALI_u0350"",""DALI_u0469"",""DALI_u0071"",""DALI_u0279"",""DALI_u0233"",""DALI_u0372"",""DALI_u0381"",""DALI_u0101"",""DALI_u0183"",""DALI_u0377"",""DALI_u0068"",""DALI_u0463"",""DALI_u0414"",""DALI_u0348"",""DALI_u0218"",""DALI_u0354"",""DALI_u0378"",""DALI_u0044"",""DALI_u0454"",""DALI_u0459"",""DALI_u0363"",""DALI_u0067"",""DALI_u0369"",""DALI_u0351"",""DALI_u0358""]",20,0.4,33,0.8747795414462081,68,0.22583527625494812,0.22576537999642354
DALI,Q_DRIVER_RESPONSE_V1,PROXY_A_YOLOV8N_OBJECT_MOTION,50,MMR_w075,0,6c00ac5cd16372e8ed322acd44f6b90767b82450940a1310eaf2d3e860f2cb16,"[""DALI_u0367"",""DALI_u0000"",""DALI_u0191"",""DALI_u0539"",""DALI_u0460"",""DALI_u0101"",""DALI_u0279"",""DALI_u0398"",""DALI_u0233"",""DALI_u0071"",""DALI_u0474"",""DALI_u0356"",""DALI_u0380"",""DALI_u0208"",""DALI_u0373"",""DALI_u0360"",""DALI_u0144"",""DALI_u0442"",""DALI_u0468"",""DALI_u0376"",""DALI_u0044"",""DALI_u0365"",""DALI_u0475"",""DALI_u0366"",""DALI_u0127"",""DALI_u0357"",""DALI_u0350"",""DALI_u0480"",""DALI_u0193"",""DALI_u0382"",""DALI_u0414"",""DALI_u0399"",""DALI_u0364"",""DALI_u0075"",""DALI_u0469"",""DALI_u0166"",""DALI_u0183"",""DALI_u0309"",""DALI_u0218"",""DALI_u0372"",""DALI_u0381"",""DALI_u0068"",""DALI_u0463"",""DALI_u0334"",""DALI_u0377"",""DALI_u0454"",""DALI_u0348"",""DALI_u0431"",""DALI_u0354"",""DALI_u0378""]",17,0.34,38,0.9523809523809523,58,0.23723867952432007,0.21794353498889837
