method,budget,trial,oracle_calls,seed_calls,boundary_calls,split_calls,recall,precision,num_pred_clips
frame_stitch,100,47,100,0,0,0,0.0,0.0,33
expbin_dense_split,100,47,102,4,18,80,0.1111111111111111,1.0,2
expbin_proxy_q0.1_r1,100,47,102,14,88,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r2,100,47,102,14,88,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r3,100,47,102,14,88,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r1,100,47,102,14,88,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,47,102,14,88,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,47,102,14,88,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,47,102,14,67,21,0.0,0.0,4
expbin_proxy_q0.3_r2,100,47,100,13,60,27,0.0,0.0,3
expbin_proxy_q0.3_r3,100,47,100,13,60,27,0.0,0.0,3
frame_stitch,100,48,100,0,0,0,0.05555555555555555,0.034482758620689655,29
expbin_dense_split,100,48,102,4,26,72,0.05555555555555555,0.5,2
expbin_proxy_q0.1_r1,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r2,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r3,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r1,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r2,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r1,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r2,100,48,102,11,91,0,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r3,100,48,102,11,91,0,0.05555555555555555,0.2,5
frame_stitch,100,49,100,0,0,0,0.0,0.0,28
expbin_dense_split,100,49,102,1,32,69,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,49,102,7,66,29,0.05555555555555555,0.25,4
expbin_proxy_q0.1_r2,100,49,100,3,60,37,0.0,0.0,3
expbin_proxy_q0.1_r3,100,49,100,3,60,37,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,49,100,3,60,37,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r2,100,49,100,3,60,37,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r3,100,49,100,3,60,37,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r1,100,49,100,3,60,37,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r2,100,49,100,3,60,37,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,49,100,3,60,37,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,50,100,0,0,0,0.0,0.0,38
expbin_dense_split,100,50,102,15,43,44,0.0,0.0,0
expbin_proxy_q0.1_r1,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r2,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r3,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r1,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,50,102,16,86,0,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,51,100,0,0,0,0.0,0.0,31
expbin_dense_split,100,51,102,6,36,60,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,51,102,11,61,30,0.0,0.0,3
expbin_proxy_q0.1_r2,100,51,102,11,53,38,0.0,0.0,3
expbin_proxy_q0.1_r3,100,51,102,12,46,44,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,51,100,5,32,63,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,51,100,5,32,63,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,51,100,5,32,63,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,51,100,5,32,63,0.0,0.0,3
expbin_proxy_q0.3_r2,100,51,100,5,32,63,0.0,0.0,3
expbin_proxy_q0.3_r3,100,51,100,5,32,63,0.0,0.0,2
frame_stitch,100,52,100,0,0,0,0.0,0.0,27
expbin_dense_split,100,52,102,6,62,34,0.0,0.0,0
expbin_proxy_q0.1_r1,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.1_r2,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.1_r3,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.2_r1,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.2_r2,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.2_r3,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.3_r1,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.3_r2,100,52,102,21,81,0,0.0,0.0,3
expbin_proxy_q0.3_r3,100,52,102,21,81,0,0.0,0.0,3
frame_stitch,100,53,100,0,0,0,0.0,0.0,32
expbin_dense_split,100,53,102,1,32,69,0.1111111111111111,1.0,2
expbin_proxy_q0.1_r1,100,53,100,7,63,30,0.05555555555555555,0.4,5
expbin_proxy_q0.1_r2,100,53,102,6,58,38,0.05555555555555555,0.3333333333333333,6
expbin_proxy_q0.1_r3,100,53,102,6,52,44,0.05555555555555555,0.3333333333333333,6
expbin_proxy_q0.2_r1,100,53,100,1,32,67,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,53,100,1,32,67,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,53,100,1,32,67,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,53,100,1,32,67,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r2,100,53,100,1,32,67,0.0,0.0,3
expbin_proxy_q0.3_r3,100,53,100,1,32,67,0.0,0.0,2
frame_stitch,100,54,100,0,0,0,0.0,0.0,30
expbin_dense_split,100,54,102,1,26,75,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,54,100,2,64,34,0.05555555555555555,0.25,4
expbin_proxy_q0.1_r2,100,54,100,2,64,34,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r3,100,54,100,2,64,34,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r1,100,54,100,2,64,34,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r2,100,54,100,2,64,34,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r3,100,54,100,2,64,34,0.1111111111111111,0.5,4
expbin_proxy_q0.3_r1,100,54,100,5,60,35,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r2,100,54,102,5,50,47,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,54,102,5,40,57,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,55,100,0,0,0,0.0,0.0,26
expbin_dense_split,100,55,102,4,34,64,0.05555555555555555,0.5,2
expbin_proxy_q0.1_r1,100,55,102,25,77,0,0.0,0.0,3
expbin_proxy_q0.1_r2,100,55,102,25,77,0,0.0,0.0,3
expbin_proxy_q0.1_r3,100,55,102,25,77,0,0.0,0.0,3
expbin_proxy_q0.2_r1,100,55,102,25,76,1,0.0,0.0,3
expbin_proxy_q0.2_r2,100,55,100,24,74,2,0.0,0.0,3
expbin_proxy_q0.2_r3,100,55,100,23,74,3,0.0,0.0,3
expbin_proxy_q0.3_r1,100,55,100,17,62,21,0.0,0.0,3
expbin_proxy_q0.3_r2,100,55,102,14,55,33,0.0,0.0,3
expbin_proxy_q0.3_r3,100,55,100,8,52,40,0.0,0.0,3
frame_stitch,100,56,100,0,0,0,0.0,0.0,35
expbin_dense_split,100,56,102,1,32,69,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.1_r2,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.1_r3,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.2_r1,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.2_r2,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.2_r3,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.3_r1,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.3_r2,100,56,100,15,84,1,0.0,0.0,3
expbin_proxy_q0.3_r3,100,56,100,15,84,1,0.0,0.0,3
frame_stitch,100,57,100,0,0,0,0.0,0.0,34
expbin_dense_split,100,57,102,2,32,68,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,57,102,4,68,30,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r2,100,57,102,4,60,38,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r3,100,57,100,3,56,41,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r1,100,57,100,3,56,41,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r2,100,57,100,3,56,41,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r3,100,57,100,3,56,41,0.1111111111111111,0.5,4
expbin_proxy_q0.3_r1,100,57,100,3,56,41,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r2,100,57,100,3,56,41,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,57,100,3,56,41,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,58,100,0,0,0,0.0,0.0,39
expbin_dense_split,100,58,102,2,36,64,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,58,102,32,66,4,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r2,100,58,102,32,64,6,0.05555555555555555,0.5,2
expbin_proxy_q0.1_r3,100,58,102,32,62,8,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r1,100,58,100,30,54,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,58,100,26,54,20,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,58,101,21,54,26,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,58,100,6,36,58,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,58,100,2,36,62,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,58,100,2,36,62,0.0,0.0,2
frame_stitch,100,59,100,0,0,0,0.0,0.0,30
expbin_dense_split,100,59,102,2,35,65,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,59,100,62,35,3,0.05555555555555555,0.5,2
expbin_proxy_q0.1_r2,100,59,100,60,35,5,0.05555555555555555,0.5,2
expbin_proxy_q0.1_r3,100,59,100,58,35,7,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r1,100,59,102,28,57,17,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,59,100,25,53,22,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,59,100,19,53,28,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,59,100,4,35,61,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,59,100,2,35,63,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,59,100,2,35,63,0.0,0.0,2
frame_stitch,100,60,100,0,0,0,0.0,0.0,29
expbin_dense_split,100,60,102,2,35,65,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.1_r2,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.1_r3,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.2_r1,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.2_r2,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.2_r3,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.3_r1,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.3_r2,100,60,100,29,71,0,0.0,0.0,2
expbin_proxy_q0.3_r3,100,60,100,29,71,0,0.0,0.0,2
frame_stitch,100,61,100,0,0,0,0.0,0.0,33
expbin_dense_split,100,61,102,1,32,69,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,61,100,13,84,3,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.1_r2,100,61,101,12,84,5,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.1_r3,100,61,102,12,83,7,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.2_r1,100,61,102,8,78,16,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r2,100,61,102,8,74,20,0.16666666666666666,0.75,4
expbin_proxy_q0.2_r3,100,61,101,5,70,26,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.3_r1,100,61,100,3,68,29,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,61,100,3,68,29,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,61,100,3,68,29,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,62,100,0,0,0,0.0,0.0,31
expbin_dense_split,100,62,102,7,42,53,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.1_r2,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.1_r3,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.2_r1,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.2_r2,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.2_r3,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.3_r1,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.3_r2,100,62,102,23,79,0,0.0,0.0,2
expbin_proxy_q0.3_r3,100,62,102,23,79,0,0.0,0.0,2
frame_stitch,100,63,100,0,0,0,0.05555555555555555,0.02857142857142857,35
expbin_dense_split,100,63,102,2,18,82,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,63,100,12,84,4,0.0,0.0,4
expbin_proxy_q0.1_r2,100,63,100,12,84,4,0.0,0.0,4
expbin_proxy_q0.1_r3,100,63,100,12,84,4,0.0,0.0,4
expbin_proxy_q0.2_r1,100,63,100,12,84,4,0.0,0.0,3
expbin_proxy_q0.2_r2,100,63,100,12,84,4,0.0,0.0,3
expbin_proxy_q0.2_r3,100,63,100,12,84,4,0.0,0.0,3
expbin_proxy_q0.3_r1,100,63,100,12,84,4,0.0,0.0,4
expbin_proxy_q0.3_r2,100,63,100,12,84,4,0.0,0.0,4
expbin_proxy_q0.3_r3,100,63,100,12,84,4,0.0,0.0,4
frame_stitch,100,64,100,0,0,0,0.0,0.0,34
expbin_dense_split,100,64,102,15,59,28,0.0,0.0,0
expbin_proxy_q0.1_r1,100,64,100,16,84,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r2,100,64,100,16,84,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r3,100,64,100,16,84,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r1,100,64,100,16,84,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,64,100,16,84,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,64,100,16,84,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,64,100,8,70,22,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,64,100,8,70,22,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,64,100,8,70,22,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,65,100,0,0,0,0.0,0.0,34
expbin_dense_split,100,65,102,1,28,73,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,65,100,9,62,29,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.1_r2,100,65,100,4,62,34,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.1_r3,100,65,100,4,62,34,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.2_r1,100,65,100,4,62,34,0.1111111111111111,0.6666666666666666,3
expbin_proxy_q0.2_r2,100,65,100,4,62,34,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r3,100,65,100,4,62,34,0.1111111111111111,0.5,4
expbin_proxy_q0.3_r1,100,65,100,4,62,34,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,65,100,4,62,34,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,65,100,4,62,34,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,66,100,0,0,0,0.0,0.0,32
expbin_dense_split,100,66,102,5,38,59,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,66,100,7,74,19,0.0,0.0,3
expbin_proxy_q0.1_r2,100,66,100,7,74,19,0.0,0.0,3
expbin_proxy_q0.1_r3,100,66,100,7,74,19,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,66,100,7,74,19,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r2,100,66,100,7,74,19,0.0,0.0,3
expbin_proxy_q0.2_r3,100,66,100,7,74,19,0.0,0.0,3
expbin_proxy_q0.3_r1,100,66,100,7,74,19,0.0,0.0,3
expbin_proxy_q0.3_r2,100,66,100,7,74,19,0.0,0.0,3
expbin_proxy_q0.3_r3,100,66,100,7,74,19,0.0,0.0,3
frame_stitch,100,67,100,0,0,0,0.0,0.0,31
expbin_dense_split,100,67,102,2,16,84,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.1_r2,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.1_r3,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r1,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r2,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r3,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.3_r1,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.3_r2,100,67,102,7,95,0,0.1111111111111111,0.5,4
expbin_proxy_q0.3_r3,100,67,102,7,95,0,0.1111111111111111,0.5,4
frame_stitch,100,68,100,0,0,0,0.0,0.0,32
expbin_dense_split,100,68,102,3,22,77,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,68,102,15,71,16,0.0,0.0,4
expbin_proxy_q0.1_r2,100,68,102,13,68,21,0.0,0.0,3
expbin_proxy_q0.1_r3,100,68,102,12,64,26,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r1,100,68,100,7,62,31,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,68,100,7,62,31,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,68,100,7,62,31,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,68,100,7,62,31,0.0,0.0,3
expbin_proxy_q0.3_r2,100,68,100,7,62,31,0.0,0.0,3
expbin_proxy_q0.3_r3,100,68,100,7,62,31,0.0,0.0,3
frame_stitch,100,69,100,0,0,0,0.0,0.0,28
expbin_dense_split,100,69,102,18,52,32,0.0,0.0,1
expbin_proxy_q0.1_r1,100,69,102,11,91,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r2,100,69,102,11,91,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r3,100,69,102,11,91,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r1,100,69,102,11,91,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,69,102,11,91,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,69,102,11,91,0,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,69,102,8,63,31,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,69,102,8,46,48,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,69,100,3,42,55,0.05555555555555555,0.5,2
frame_stitch,100,70,100,0,0,0,0.0,0.0,30
expbin_dense_split,100,70,102,3,36,63,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,70,102,5,67,30,0.0,0.0,4
expbin_proxy_q0.1_r2,100,70,102,5,59,38,0.0,0.0,3
expbin_proxy_q0.1_r3,100,70,102,7,51,44,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,70,100,3,36,61,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,70,100,3,36,61,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,70,100,3,36,61,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,70,100,3,36,61,0.0,0.0,3
expbin_proxy_q0.3_r2,100,70,100,3,36,61,0.0,0.0,3
expbin_proxy_q0.3_r3,100,70,100,3,36,61,0.0,0.0,2
frame_stitch,100,71,100,0,0,0,0.0,0.0,38
expbin_dense_split,100,71,102,6,44,52,0.0,0.0,0
expbin_proxy_q0.1_r1,100,71,102,14,58,30,0.0,0.0,3
expbin_proxy_q0.1_r2,100,71,102,10,54,38,0.0,0.0,3
expbin_proxy_q0.1_r3,100,71,100,12,44,44,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r1,100,71,100,6,44,50,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r2,100,71,100,6,44,50,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r3,100,71,100,6,44,50,0.05555555555555555,0.5,2
expbin_proxy_q0.3_r1,100,71,100,6,44,50,0.0,0.0,3
expbin_proxy_q0.3_r2,100,71,100,6,44,50,0.0,0.0,2
expbin_proxy_q0.3_r3,100,71,100,6,44,50,0.0,0.0,2
frame_stitch,100,72,100,0,0,0,0.0,0.0,40
expbin_dense_split,100,72,102,9,36,57,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,72,100,10,74,16,0.05555555555555555,0.5,2
expbin_proxy_q0.1_r2,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.1_r3,100,72,100,10,74,16,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r1,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,100,72,100,10,74,16,0.05555555555555555,0.3333333333333333,3
frame_stitch,100,73,100,0,0,0,0.0,0.0,36
expbin_dense_split,100,73,102,5,38,59,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,73,100,24,47,29,0.0,0.0,1
expbin_proxy_q0.1_r2,100,73,102,17,48,37,0.0,0.0,1
expbin_proxy_q0.1_r3,100,73,102,17,42,43,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r1,100,73,100,5,38,57,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r2,100,73,100,5,38,57,0.05555555555555555,0.5,2
expbin_proxy_q0.2_r3,100,73,100,5,38,57,0.05555555555555555,0.5,2
expbin_proxy_q0.3_r1,100,73,100,5,38,57,0.0,0.0,3
expbin_proxy_q0.3_r2,100,73,100,5,38,57,0.0,0.0,3
expbin_proxy_q0.3_r3,100,73,100,5,38,57,0.0,0.0,2
frame_stitch,100,74,100,0,0,0,0.0,0.0,27
expbin_dense_split,100,74,102,2,34,66,0.0,0.0,0
expbin_proxy_q0.1_r1,100,74,102,9,60,33,0.0,0.0,3
expbin_proxy_q0.1_r2,100,74,102,7,53,42,0.0,0.0,3
expbin_proxy_q0.1_r3,100,74,102,10,43,49,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,74,100,2,34,64,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,100,74,100,2,34,64,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r3,100,74,100,2,34,64,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r1,100,74,100,2,34,64,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r2,100,74,100,2,34,64,0.0,0.0,3
expbin_proxy_q0.3_r3,100,74,100,2,34,64,0.0,0.0,2
frame_stitch,100,75,100,0,0,0,0.0,0.0,32
expbin_dense_split,100,75,102,3,28,71,0.05555555555555555,1.0,1
expbin_proxy_q0.1_r1,100,75,100,23,74,3,0.05555555555555555,0.25,4
expbin_proxy_q0.1_r2,100,75,100,21,74,5,0.05555555555555555,0.25,4
expbin_proxy_q0.1_r3,100,75,100,19,74,7,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,75,100,10,74,16,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r2,100,75,100,8,74,18,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r3,100,75,100,8,74,18,0.0,0.0,3
expbin_proxy_q0.3_r1,100,75,100,8,74,18,0.0,0.0,4
expbin_proxy_q0.3_r2,100,75,100,8,74,18,0.0,0.0,4
expbin_proxy_q0.3_r3,100,75,100,8,74,18,0.0,0.0,4
frame_stitch,100,76,100,0,0,0,0.0,0.0,29
expbin_dense_split,100,76,102,3,45,54,0.05555555555555555,1.0,2
expbin_proxy_q0.1_r1,100,76,100,18,54,28,0.05555555555555555,0.4,5
expbin_proxy_q0.1_r2,100,76,100,11,54,35,0.05555555555555555,0.4,5
expbin_proxy_q0.1_r3,100,76,100,6,54,40,0.05555555555555555,0.4,5
expbin_proxy_q0.2_r1,100,76,100,2,56,42,0.05555555555555555,0.5,4
expbin_proxy_q0.2_r2,100,76,100,2,56,42,0.05555555555555555,0.5,4
expbin_proxy_q0.2_r3,100,76,100,2,56,42,0.05555555555555555,0.4,5
expbin_proxy_q0.3_r1,100,76,100,3,49,48,0.05555555555555555,0.4,5
expbin_proxy_q0.3_r2,100,76,100,3,49,48,0.05555555555555555,0.4,5
expbin_proxy_q0.3_r3,100,76,100,3,48,49,0.05555555555555555,0.4,5
frame_stitch,100,77,100,0,0,0,0.0,0.0,29
expbin_dense_split,100,77,102,9,51,42,0.0,0.0,0
expbin_proxy_q0.1_r1,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.1_r2,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.1_r3,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r2,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r3,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r1,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r2,100,77,102,17,85,0,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r3,100,77,102,17,85,0,0.05555555555555555,0.25,4
