method,budget,trial,oracle_calls,seed_calls,boundary_calls,split_calls,recall,precision,num_pred_clips
expbin_proxy_q0.2_r2,400,159,400,179,162,59,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r3,400,159,400,172,162,66,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r1,400,159,401,156,169,76,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r2,400,159,400,137,161,102,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r3,400,159,402,127,155,120,0.05555555555555555,0.14285714285714285,7
frame_stitch,400,160,400,0,0,0,0.0,0.0,78
expbin_dense_split,400,160,402,3,43,356,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,160,400,233,159,8,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r2,400,160,400,231,159,10,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r3,400,160,400,273,117,10,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,400,160,400,183,161,56,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.2_r2,400,160,400,199,172,29,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.2_r3,400,160,400,196,172,32,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r1,400,160,400,221,116,63,0.0,0.0,6
expbin_proxy_q0.3_r2,400,160,400,208,127,65,0.0,0.0,5
expbin_proxy_q0.3_r3,400,160,402,185,138,79,0.05555555555555555,0.16666666666666666,6
frame_stitch,400,161,400,0,0,0,0.0,0.0,79
expbin_dense_split,400,161,402,2,30,370,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,161,400,122,254,24,0.16666666666666666,0.2857142857142857,14
expbin_proxy_q0.1_r2,400,161,400,121,250,29,0.16666666666666666,0.2857142857142857,14
expbin_proxy_q0.1_r3,400,161,400,160,231,9,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r1,400,161,400,170,211,19,0.16666666666666666,0.3,10
expbin_proxy_q0.2_r2,400,161,400,168,212,20,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r3,400,161,400,166,212,22,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r1,400,161,402,115,157,130,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r2,400,161,402,93,153,156,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r3,400,161,401,75,150,176,0.1111111111111111,0.25,8
frame_stitch,400,162,400,0,0,0,0.0,0.0,78
expbin_dense_split,400,162,402,9,62,331,0.2777777777777778,0.8333333333333334,6
expbin_proxy_q0.1_r1,400,162,400,142,229,29,0.1111111111111111,0.2,10
expbin_proxy_q0.1_r2,400,162,400,151,213,36,0.1111111111111111,0.2,10
expbin_proxy_q0.1_r3,400,162,400,161,198,41,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.2_r1,400,162,400,122,214,64,0.1111111111111111,0.18181818181818182,11
expbin_proxy_q0.2_r2,400,162,400,156,171,73,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r3,400,162,400,149,171,80,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r1,400,162,402,91,198,113,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.3_r2,400,162,400,113,148,139,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r3,400,162,400,96,148,156,0.05555555555555555,0.1111111111111111,9
frame_stitch,400,163,400,0,0,0,0.1111111111111111,0.023529411764705882,85
expbin_dense_split,400,163,402,2,48,352,0.2777777777777778,0.875,8
expbin_proxy_q0.1_r1,400,163,400,222,164,14,0.05555555555555555,0.25,8
expbin_proxy_q0.1_r2,400,163,400,219,163,18,0.05555555555555555,0.25,8
expbin_proxy_q0.1_r3,400,163,400,229,133,38,0.05555555555555555,0.2857142857142857,7
expbin_proxy_q0.2_r1,400,163,402,220,147,35,0.05555555555555555,0.3333333333333333,6
expbin_proxy_q0.2_r2,400,163,400,228,131,41,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.2_r3,400,163,400,222,131,47,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r1,400,163,400,150,155,95,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r2,400,163,400,132,149,119,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r3,400,163,400,115,145,140,0.05555555555555555,0.2222222222222222,9
frame_stitch,400,164,400,0,0,0,0.0,0.0,76
expbin_dense_split,400,164,402,10,36,356,0.2777777777777778,1.0,5
expbin_proxy_q0.1_r1,400,164,401,197,174,30,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.1_r2,400,164,400,185,177,38,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.1_r3,400,164,402,184,174,44,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r1,400,164,400,172,161,67,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r2,400,164,400,178,144,78,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,400,164,400,162,152,86,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r1,400,164,400,114,169,117,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r2,400,164,400,106,150,144,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r3,400,164,400,88,148,164,0.1111111111111111,0.25,8
frame_stitch,400,165,400,0,0,0,0.05555555555555555,0.013513513513513514,74
expbin_dense_split,400,165,402,3,34,365,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,165,400,195,172,33,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.1_r2,400,165,400,157,201,42,0.05555555555555555,0.1,10
expbin_proxy_q0.1_r3,400,165,400,222,129,49,0.1111111111111111,0.3333333333333333,6
expbin_proxy_q0.2_r1,400,165,400,179,142,79,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r2,400,165,400,151,154,95,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.2_r3,400,165,400,145,147,108,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r1,400,165,400,115,148,137,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r2,400,165,400,103,129,168,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r3,400,165,400,75,132,193,0.05555555555555555,0.16666666666666666,6
frame_stitch,400,166,400,0,0,0,0.05555555555555555,0.013333333333333334,75
expbin_dense_split,400,166,402,1,28,373,0.3333333333333333,1.0,6
expbin_proxy_q0.1_r1,400,166,400,196,174,30,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.1_r2,400,166,400,157,205,38,0.1111111111111111,0.2,10
expbin_proxy_q0.1_r3,400,166,400,179,177,44,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r1,400,166,402,158,169,75,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r2,400,166,400,151,167,82,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.2_r3,400,166,400,104,205,91,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r1,400,166,402,141,141,120,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r2,400,166,400,116,136,148,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r3,400,166,402,103,131,168,0.1111111111111111,0.2857142857142857,7
frame_stitch,400,167,400,0,0,0,0.05555555555555555,0.013513513513513514,74
expbin_dense_split,400,167,402,2,30,370,0.3333333333333333,1.0,6
expbin_proxy_q0.1_r1,400,167,400,165,225,10,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,167,402,164,225,13,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r3,400,167,400,148,219,33,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.2_r1,400,167,402,185,201,16,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.2_r2,400,167,402,143,177,82,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.2_r3,400,167,400,121,187,92,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.3_r1,400,167,400,106,234,60,0.1111111111111111,0.15384615384615385,13
expbin_proxy_q0.3_r2,400,167,400,106,234,60,0.05555555555555555,0.08333333333333333,12
expbin_proxy_q0.3_r3,400,167,400,106,234,60,0.05555555555555555,0.08333333333333333,12
frame_stitch,400,168,400,0,0,0,0.05555555555555555,0.012048192771084338,83
expbin_dense_split,400,168,402,2,40,360,0.2777777777777778,1.0,5
expbin_proxy_q0.1_r1,400,168,401,209,165,27,0.0,0.0,6
expbin_proxy_q0.1_r2,400,168,400,209,157,34,0.0,0.0,6
expbin_proxy_q0.1_r3,400,168,402,201,161,40,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r1,400,168,400,188,155,57,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r2,400,168,400,188,155,57,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r3,400,168,400,188,155,57,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r1,400,168,401,149,142,110,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r2,400,168,400,135,128,137,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r3,400,168,400,117,128,155,0.05555555555555555,0.14285714285714285,7
frame_stitch,400,169,400,0,0,0,0.0,0.0,74
expbin_dense_split,400,169,402,2,32,368,0.2777777777777778,1.0,5
expbin_proxy_q0.1_r1,400,169,400,201,167,32,0.05555555555555555,0.25,8
expbin_proxy_q0.1_r2,400,169,400,174,185,41,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.1_r3,400,169,402,158,196,48,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.2_r1,400,169,400,130,189,81,0.05555555555555555,0.1,10
expbin_proxy_q0.2_r2,400,169,402,145,161,96,0.05555555555555555,0.18181818181818182,11
expbin_proxy_q0.2_r3,400,169,400,121,171,108,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r1,400,169,402,109,156,137,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r2,400,169,400,92,140,168,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r3,400,169,400,77,133,190,0.05555555555555555,0.2222222222222222,9
frame_stitch,400,170,400,0,0,0,0.1111111111111111,0.027777777777777776,72
expbin_dense_split,400,170,402,4,34,364,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,170,401,165,223,13,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,170,402,165,221,16,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r3,400,170,400,162,216,22,0.1111111111111111,0.25,8
expbin_proxy_q0.2_r1,400,170,402,130,215,57,0.1111111111111111,0.3,10
expbin_proxy_q0.2_r2,400,170,402,195,172,35,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.2_r3,400,170,402,191,172,39,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r1,400,170,402,159,178,65,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r2,400,170,400,140,172,88,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.3_r3,400,170,402,133,170,99,0.1111111111111111,0.2857142857142857,7
frame_stitch,400,171,400,0,0,0,0.05555555555555555,0.014492753623188406,69
expbin_dense_split,400,171,402,7,54,341,0.2777777777777778,1.0,5
expbin_proxy_q0.1_r1,400,171,400,255,116,29,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r2,400,171,400,264,99,37,0.05555555555555555,0.2,5
expbin_proxy_q0.1_r3,400,171,400,265,92,43,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r1,400,171,400,232,97,71,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,400,171,400,241,76,83,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,400,171,400,226,82,92,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r1,400,171,400,184,95,121,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r2,400,171,400,165,87,148,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r3,400,171,400,144,87,169,0.05555555555555555,0.14285714285714285,7
frame_stitch,400,172,400,0,0,0,0.05555555555555555,0.012658227848101266,79
expbin_dense_split,400,172,402,17,67,318,0.16666666666666666,1.0,4
expbin_proxy_q0.1_r1,400,172,400,167,180,53,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,172,400,194,171,35,0.05555555555555555,0.2857142857142857,7
expbin_proxy_q0.1_r3,400,172,400,155,205,40,0.1111111111111111,0.23076923076923078,13
expbin_proxy_q0.2_r1,400,172,402,117,217,68,0.05555555555555555,0.2,10
expbin_proxy_q0.2_r2,400,172,400,96,195,109,0.05555555555555555,0.2727272727272727,11
expbin_proxy_q0.2_r3,400,172,400,100,152,148,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.3_r1,400,172,400,83,165,152,0.1111111111111111,0.375,8
expbin_proxy_q0.3_r2,400,172,400,123,137,140,0.05555555555555555,0.2222222222222222,9
expbin_proxy_q0.3_r3,400,172,402,106,137,159,0.05555555555555555,0.2222222222222222,9
frame_stitch,400,173,400,0,0,0,0.05555555555555555,0.014084507042253521,71
expbin_dense_split,400,173,402,5,54,343,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,173,400,194,176,30,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.1_r2,400,173,400,128,234,38,0.1111111111111111,0.18181818181818182,11
expbin_proxy_q0.1_r3,400,173,400,184,172,44,0.05555555555555555,0.1,10
expbin_proxy_q0.2_r1,400,173,400,154,136,110,0.05555555555555555,0.2727272727272727,11
expbin_proxy_q0.2_r2,400,173,400,152,157,91,0.1111111111111111,0.3,10
expbin_proxy_q0.2_r3,400,173,400,17,127,256,0.1111111111111111,0.3333333333333333,12
expbin_proxy_q0.3_r1,400,173,400,119,120,161,0.05555555555555555,0.25,12
expbin_proxy_q0.3_r2,400,173,400,106,158,136,0.1111111111111111,0.3,10
expbin_proxy_q0.3_r3,400,173,400,91,154,155,0.1111111111111111,0.3,10
frame_stitch,400,174,400,0,0,0,0.05555555555555555,0.0125,80
expbin_dense_split,400,174,402,7,56,339,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,174,400,122,251,27,0.05555555555555555,0.08333333333333333,12
expbin_proxy_q0.1_r2,400,174,400,119,246,35,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.1_r3,400,174,400,122,237,41,0.05555555555555555,0.09090909090909091,11
expbin_proxy_q0.2_r1,400,174,400,59,215,126,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r2,400,174,400,58,198,144,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r3,400,174,400,48,194,158,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r1,400,174,402,123,222,57,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r2,400,174,400,116,211,73,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r3,400,174,400,110,207,83,0.1111111111111111,0.2,10
frame_stitch,400,175,400,0,0,0,0.05555555555555555,0.014492753623188406,69
expbin_dense_split,400,175,402,1,28,373,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,175,400,167,203,30,0.1111111111111111,0.16666666666666666,12
expbin_proxy_q0.1_r2,400,175,400,149,213,38,0.1111111111111111,0.38461538461538464,13
expbin_proxy_q0.1_r3,400,175,400,110,245,45,0.16666666666666666,0.4,15
expbin_proxy_q0.2_r1,400,175,402,136,196,70,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r2,400,175,400,91,227,82,0.2222222222222222,0.35714285714285715,14
expbin_proxy_q0.2_r3,400,175,401,118,192,91,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.3_r1,400,175,400,91,189,120,0.1111111111111111,0.3076923076923077,13
expbin_proxy_q0.3_r2,400,175,400,97,166,137,0.2222222222222222,0.45454545454545453,11
expbin_proxy_q0.3_r3,400,175,400,79,166,155,0.2222222222222222,0.45454545454545453,11
frame_stitch,400,176,400,0,0,0,0.05555555555555555,0.013157894736842105,76
expbin_dense_split,400,176,402,6,61,335,0.1111111111111111,1.0,4
expbin_proxy_q0.1_r1,400,176,402,157,242,3,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,176,402,157,240,5,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r3,400,176,400,156,237,7,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r1,400,176,402,151,231,20,0.1111111111111111,0.25,8
expbin_proxy_q0.2_r2,400,176,400,150,225,25,0.1111111111111111,0.25,8
expbin_proxy_q0.2_r3,400,176,400,144,225,31,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r1,400,176,400,110,214,76,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r2,400,176,400,98,204,98,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r3,400,176,402,87,198,117,0.05555555555555555,0.125,8
frame_stitch,400,177,400,0,0,0,0.05555555555555555,0.01282051282051282,78
expbin_dense_split,400,177,402,9,53,340,0.2777777777777778,0.875,8
expbin_proxy_q0.1_r1,400,177,400,173,224,3,0.16666666666666666,0.4,10
expbin_proxy_q0.1_r2,400,177,400,171,224,5,0.16666666666666666,0.4,10
expbin_proxy_q0.1_r3,400,177,400,169,224,7,0.16666666666666666,0.4,10
expbin_proxy_q0.2_r1,400,177,400,141,217,42,0.16666666666666666,0.2727272727272727,11
expbin_proxy_q0.2_r2,400,177,400,147,201,52,0.16666666666666666,0.3,10
expbin_proxy_q0.2_r3,400,177,400,128,211,61,0.16666666666666666,0.3,10
expbin_proxy_q0.3_r1,400,177,400,124,212,64,0.16666666666666666,0.4,10
expbin_proxy_q0.3_r2,400,177,400,112,199,89,0.16666666666666666,0.4,10
expbin_proxy_q0.3_r3,400,177,401,94,199,108,0.16666666666666666,0.4,10
frame_stitch,400,178,400,0,0,0,0.1111111111111111,0.027777777777777776,72
expbin_dense_split,400,178,402,16,30,356,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,178,400,183,195,22,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,178,400,180,192,28,0.1111111111111111,0.2857142857142857,7
expbin_proxy_q0.1_r3,400,178,400,161,207,32,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r1,400,178,400,185,157,58,0.1111111111111111,0.4,5
expbin_proxy_q0.2_r2,400,178,402,138,195,69,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r3,400,178,400,136,187,77,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r1,400,178,400,137,224,39,0.16666666666666666,0.3,10
expbin_proxy_q0.3_r2,400,178,402,120,224,58,0.16666666666666666,0.3,10
expbin_proxy_q0.3_r3,400,178,402,117,214,71,0.16666666666666666,0.3,10
frame_stitch,400,179,400,0,0,0,0.0,0.0,74
expbin_dense_split,400,179,402,3,50,349,0.2222222222222222,1.0,6
expbin_proxy_q0.1_r1,400,179,402,199,199,4,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.1_r2,400,179,400,197,197,6,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.1_r3,400,179,400,195,197,8,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.2_r1,400,179,400,177,200,23,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r2,400,179,402,173,199,30,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r3,400,179,402,173,193,36,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r1,400,179,400,171,157,72,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r2,400,179,402,159,156,87,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.3_r3,400,179,400,152,142,106,0.05555555555555555,0.2,5
frame_stitch,400,180,400,0,0,0,0.1111111111111111,0.027777777777777776,72
expbin_dense_split,400,180,402,13,61,328,0.3333333333333333,1.0,8
expbin_proxy_q0.1_r1,400,180,400,182,188,30,0.1111111111111111,0.2,10
expbin_proxy_q0.1_r2,400,180,400,183,179,38,0.05555555555555555,0.125,8
expbin_proxy_q0.1_r3,400,180,402,182,176,44,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r1,400,180,400,146,184,70,0.16666666666666666,0.375,8
expbin_proxy_q0.2_r2,400,180,400,137,180,83,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r3,400,180,400,134,174,92,0.16666666666666666,0.3333333333333333,9
expbin_proxy_q0.3_r1,400,180,400,116,164,120,0.16666666666666666,0.3333333333333333,9
expbin_proxy_q0.3_r2,400,180,400,94,159,147,0.16666666666666666,0.2727272727272727,11
expbin_proxy_q0.3_r3,400,180,400,75,157,168,0.16666666666666666,0.2727272727272727,11
frame_stitch,400,181,400,0,0,0,0.16666666666666666,0.0410958904109589,73
expbin_dense_split,400,181,402,9,52,341,0.3333333333333333,1.0,6
expbin_proxy_q0.1_r1,400,181,400,162,225,13,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,181,400,158,225,17,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r3,400,181,402,130,249,23,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r1,400,181,400,163,208,29,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.2_r2,400,181,400,122,224,54,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r3,400,181,400,126,213,61,0.1111111111111111,0.25,8
expbin_proxy_q0.3_r1,400,181,400,125,204,71,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r2,400,181,400,106,198,96,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r3,400,181,400,95,192,113,0.1111111111111111,0.2222222222222222,9
frame_stitch,400,182,400,0,0,0,0.05555555555555555,0.014285714285714285,70
expbin_dense_split,400,182,402,12,58,332,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,182,400,151,223,26,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.1_r2,400,182,400,120,248,32,0.1111111111111111,0.2,10
expbin_proxy_q0.1_r3,400,182,402,131,236,35,0.1111111111111111,0.2,10
expbin_proxy_q0.2_r1,400,182,402,113,232,57,0.1111111111111111,0.25,12
expbin_proxy_q0.2_r2,400,182,402,120,216,66,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.2_r3,400,182,400,100,226,74,0.1111111111111111,0.2222222222222222,9
expbin_proxy_q0.3_r1,400,182,400,103,242,55,0.1111111111111111,0.18181818181818182,11
expbin_proxy_q0.3_r2,400,182,402,103,230,69,0.1111111111111111,0.2,10
expbin_proxy_q0.3_r3,400,182,400,97,220,83,0.1111111111111111,0.2,10
frame_stitch,400,183,400,0,0,0,0.05555555555555555,0.014705882352941176,68
expbin_dense_split,400,183,402,8,36,358,0.16666666666666666,1.0,3
expbin_proxy_q0.1_r1,400,183,400,275,95,30,0.0,0.0,4
expbin_proxy_q0.1_r2,400,183,400,252,110,38,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.1_r3,400,183,400,285,71,44,0.1111111111111111,0.5,4
expbin_proxy_q0.2_r1,400,183,400,212,112,76,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.2_r2,400,183,400,214,103,83,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,400,183,400,230,79,91,0.05555555555555555,0.25,4
expbin_proxy_q0.3_r1,400,183,400,134,110,156,0.05555555555555555,0.2857142857142857,7
expbin_proxy_q0.3_r2,400,183,400,180,73,147,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r3,400,183,400,159,73,168,0.05555555555555555,0.2,5
frame_stitch,400,184,400,0,0,0,0.16666666666666666,0.04477611940298507,67
expbin_dense_split,400,184,402,5,44,353,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,184,400,210,160,30,0.05555555555555555,0.125,8
expbin_proxy_q0.1_r2,400,184,400,193,169,38,0.05555555555555555,0.2,10
expbin_proxy_q0.1_r3,400,184,401,220,137,44,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.2_r1,400,184,400,185,149,66,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r2,400,184,400,175,149,76,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r3,400,184,400,176,141,83,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r1,400,184,400,137,148,115,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r2,400,184,402,137,124,141,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.3_r3,400,184,402,127,114,161,0.05555555555555555,0.16666666666666666,6
frame_stitch,400,185,400,0,0,0,0.0,0.0,76
expbin_dense_split,400,185,402,3,36,363,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,185,400,258,118,24,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.1_r2,400,185,400,241,131,28,0.05555555555555555,0.16666666666666666,6
expbin_proxy_q0.1_r3,400,185,400,256,112,32,0.05555555555555555,0.25,4
expbin_proxy_q0.2_r1,400,185,400,251,95,54,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r2,400,185,400,238,98,64,0.05555555555555555,0.2,5
expbin_proxy_q0.2_r3,400,185,400,238,90,72,0.05555555555555555,0.2,5
expbin_proxy_q0.3_r1,400,185,400,269,92,39,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r2,400,185,400,249,92,59,0.05555555555555555,0.3333333333333333,3
expbin_proxy_q0.3_r3,400,185,400,233,92,75,0.05555555555555555,0.3333333333333333,3
frame_stitch,400,186,400,0,0,0,0.05555555555555555,0.013157894736842105,76
expbin_dense_split,400,186,402,2,30,370,0.2222222222222222,1.0,4
expbin_proxy_q0.1_r1,400,186,400,194,176,30,0.05555555555555555,0.125,8
expbin_proxy_q0.1_r2,400,186,400,178,184,38,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.1_r3,400,186,402,179,179,44,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r1,400,186,400,187,143,70,0.05555555555555555,0.14285714285714285,7
expbin_proxy_q0.2_r2,400,186,401,157,162,82,0.05555555555555555,0.125,8
expbin_proxy_q0.2_r3,400,186,400,160,149,91,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r1,400,186,400,138,141,121,0.05555555555555555,0.1111111111111111,9
expbin_proxy_q0.3_r2,400,186,400,121,131,148,0.05555555555555555,0.125,8
expbin_proxy_q0.3_r3,400,186,400,112,119,169,0.05555555555555555,0.14285714285714285,7
frame_stitch,400,187,400,0,0,0,0.1111111111111111,0.02702702702702703,74
expbin_dense_split,400,187,402,2,32,368,0.2777777777777778,1.0,5
expbin_proxy_q0.1_r1,400,187,400,194,203,3,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.1_r2,400,187,400,192,203,5,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.1_r3,400,187,400,190,203,7,0.1111111111111111,0.2727272727272727,11
expbin_proxy_q0.2_r1,400,187,402,220,166,16,0.1111111111111111,0.3333333333333333,6
expbin_proxy_q0.2_r2,400,187,400,216,164,20,0.1111111111111111,0.3333333333333333,6
expbin_proxy_q0.2_r3,400,187,400,210,164,26,0.1111111111111111,0.3333333333333333,6
expbin_proxy_q0.3_r1,400,187,400,154,186,60,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.3_r2,400,187,400,135,180,85,0.1111111111111111,0.3333333333333333,9
expbin_proxy_q0.3_r3,400,187,400,116,180,104,0.1111111111111111,0.3333333333333333,9
frame_stitch,400,188,400,0,0,0,0.0,0.0,77
expbin_dense_split,400,188,402,9,47,346,0.3333333333333333,1.0,10
expbin_proxy_q0.1_r1,400,188,400,151,238,11,0.16666666666666666,0.3076923076923077,13
