dataset,method,method_variant,seed,budget,exact_oracle_calls,selected_positive_units,selected_distinct_reference_events,positive_duplicate_burden,event_precision,event_recall,event_f1,event_count_error,predicted_event_count,reference_event_count,tiou_03,tiou_05,matched_mean_iou,overmerge,oversplit,returned_seconds,overcoverage_ratio,event_recall_per_returned_minute,actual_arc_refinement_calls
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,218,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,219,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,219,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,219,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,4
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,220,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,220,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,220,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,221,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,221,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,221,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,222,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,222,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,222,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,223,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,223,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,223,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,224,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,224,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,224,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,4
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,225,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,225,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,225,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,226,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,226,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,226,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,227,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,227,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,227,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,228,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,228,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,228,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,229,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,229,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,229,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,230,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,230,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,230,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,231,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,231,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,231,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,232,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,232,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,232,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,233,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,233,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,233,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,234,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,234,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,234,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,235,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,235,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,235,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,236,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,236,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,236,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,237,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,237,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,237,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,238,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,238,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,238,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,239,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,239,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,239,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,240,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,240,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,240,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,2
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,241,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,241,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,241,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,242,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,242,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,242,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,243,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,243,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,243,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,244,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,244,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,244,20,20,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,245,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,245,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,245,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,246,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,246,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,246,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,247,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,247,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,247,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,248,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,248,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,248,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,249,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,249,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,249,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,250,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,250,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,250,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,251,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,251,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,251,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,252,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,252,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,252,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,3
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,253,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,253,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,253,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,1
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,254,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,254,10,10,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,254,20,20,1,1,0,1.0,0.5,0.6666666666666666,1.0,1.0,2.0,0.0,0.0,0.02000000000000455,0.0,0.0,10.0,11.111111111109988,3.0,0
realcartest_1630_2000,arc_shared_k3_seed_audit,threshold_0.4_refinement_plus_proxy_exact_fill,255,5,5,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
